Indoor Temp,FanMode,Air Velocity,Indoor Humidity,Globe Temperature,SET*,User_1_TP_ctg_Prob_N10,User_2_TP_ctg_Prob_N10,User_4_TP_ctg_Prob_N10,User_5_TP_ctg_Prob_N10,User_6_TP_ctg_Prob_N10,User_7_TP_ctg_Prob_N10,User_9_TP_ctg_Prob_N10,User_10_TP_ctg_Prob_N10,User_12_TP_ctg_Prob_N10,User_13_TP_ctg_Prob_N10,User_14_TP_ctg_Prob_N10,User_16_TP_ctg_Prob_N10,User_17_TP_ctg_Prob_N10,User_18_TP_ctg_Prob_N10,User_19_TP_ctg_Prob_N10,User_20_TP_ctg_Prob_N10,User_21_TP_ctg_Prob_N10,User_22_TP_ctg_Prob_N10,User_23_TP_ctg_Prob_N10,User_24_TP_ctg_Prob_N10,User_25_TP_ctg_Prob_N10,User_26_TP_ctg_Prob_N10
22.0,0,0.07,50,22.0,20.4107032,0.35807815,0.387539,0.2975216,0.6385789,0.4044864,0.3066527,0.47298303,0.4091475,0.35302508,0.37051556,0.4289405,0.35286745,0.5237813,0.31555367,0.34858897,0.28415978,0.42427728,0.3771926,0.30620936,0.44746098,0.37495402,0.3773484
22.0,1,0.29,50,22.0,19.689093,0.30822238,0.24287784,0.2980014,0.78671455,0.31366086,0.3026997,0.3354166,0.28337228,0.31523958,0.3221392,0.3670331,0.31083798,0.51008886,0.1602752,0.25322232,0.26284444,0.33209184,0.07649437,0.28519878,0.33702907,0.3062425,0.21025525
22.0,2,0.58,50,22.0,18.11130066,0.68831944,0.40075627,0.09195537,0.971495,0.74443895,0.7630291,0.471706,0.74210125,0.6571682,0.7556613,0.8701709,0.6611577,0.99101883,0.22359778,0.4112763,0.6547541,0.72524667,0.0051646004,0.4769756,0.35687003,0.69086957,0.4179592
22.0,3,0.94,50,22.0,17.01714963,0.65483123,0.5534045,0.1363609,0.9532888,0.7075948,0.83341783,0.41494858,0.717998,0.6166358,0.710543,0.925971,0.6238265,0.9972396,0.25400606,0.4694954,0.71392345,0.5535237,0.0005713648,0.6461113,0.4213171,0.66806173,0.4346857
22.0,4,1.37,50,22.0,16.18569635,0.57777995,0.8063152,0.021877902,0.99301296,0.68119866,0.9451937,0.39835998,0.6744072,0.5446401,0.70899963,0.9453866,0.52983433,0.9990997,0.24788415,0.7285183,0.90679,0.5811305,0.00033103066,0.7569545,0.5180024,0.45183003,0.6996095
22.0,5,1.87,50,22.0,15.52256301,0.19428991,0.44632402,2.2181237e-05,0.9813327,0.38117027,0.75456524,0.34456968,0.41670272,0.19525033,0.37130895,0.6683922,0.16860378,0.9096727,0.21775909,0.13883607,0.61788696,0.38607946,0.00061404036,0.307443,0.26984668,0.46919885,0.46096668
22.5,0,0.07,50,22.5,20.934819,0.36590186,0.44425368,0.2466182,0.66247964,0.4199787,0.3852589,0.48596975,0.438197,0.3587054,0.37184572,0.5015264,0.35970345,0.5562539,0.3398671,0.3845509,0.30469286,0.43141377,0.5542062,0.33555105,0.51564765,0.44001523,0.43526044
22.5,1,0.29,50,22.5,20.22671468,0.48174098,0.299823,0.33561632,0.6863839,0.5031809,0.32184187,0.3949952,0.36744955,0.47489896,0.5097514,0.43487874,0.4838047,0.5373458,0.24792333,0.35445258,0.32263672,0.48344383,0.15516952,0.32624635,0.35097948,0.34378505,0.30893624
22.5,2,0.58,50,22.5,18.68567427,0.44255602,0.5954005,0.023013592,0.9483487,0.58946294,0.8908243,0.5227919,0.67743236,0.36947298,0.5203111,0.9202576,0.3746325,0.9956145,0.27072093,0.5688994,0.7015557,0.48621693,0.0033795831,0.6549462,0.46532622,0.66286707,0.54596144
22.5,3,0.94,50,22.5,17.62296289,0.55237263,0.6262045,0.025715297,0.92460304,0.6607526,0.8611457,0.45019677,0.6940419,0.4185865,0.5504253,0.9239574,0.498873,0.99764603,0.29090002,0.5384075,0.771967,0.4130366,0.0008730572,0.7074101,0.35750023,0.61943674,0.5095604
