Indoor Temp,FanMode,Air Velocity,Indoor Humidity,Globe Temperature,SET*,User_1_TP_ctg_Prob_N6,User_2_TP_ctg_Prob_N6,User_4_TP_ctg_Prob_N6,User_5_TP_ctg_Prob_N6,User_6_TP_ctg_Prob_N6,User_7_TP_ctg_Prob_N6,User_9_TP_ctg_Prob_N6,User_10_TP_ctg_Prob_N6,User_12_TP_ctg_Prob_N6,User_13_TP_ctg_Prob_N6,User_14_TP_ctg_Prob_N6,User_16_TP_ctg_Prob_N6,User_17_TP_ctg_Prob_N6,User_18_TP_ctg_Prob_N6,User_19_TP_ctg_Prob_N6,User_20_TP_ctg_Prob_N6,User_21_TP_ctg_Prob_N6,User_22_TP_ctg_Prob_N6,User_23_TP_ctg_Prob_N6,User_24_TP_ctg_Prob_N6,User_25_TP_ctg_Prob_N6,User_26_TP_ctg_Prob_N6
22.0,0,0.07,50,22.0,20.4107032,0.35794112,0.32468346,0.29626545,0.5134337,0.37386373,0.31569228,0.35801485,0.41727138,0.35298333,0.35298333,0.33586547,0.352819,0.502911,0.3190464,0.3656312,0.28535447,0.42452046,0.3790901,0.28964353,0.44379708,0.34097996,0.37056783
22.0,1,0.29,50,22.0,19.689093,0.3098655,0.21955979,0.29834914,0.6262225,0.2923489,0.30607107,0.3068507,0.28757697,0.31499875,0.31499875,0.27554575,0.31198126,0.47293887,0.16288461,0.2909495,0.26356354,0.3333982,0.28183764,0.25516203,0.30672938,0.27115783,0.2626903
22.0,2,0.58,50,22.0,18.11130066,0.69909644,0.50578344,0.093351044,0.9187538,0.70304006,0.7261741,0.67995447,0.72625595,0.66822004,0.66822004,0.7092611,0.6733744,0.98511744,0.2278731,0.7125323,0.6550692,0.7325947,0.756018,0.3994621,0.35137108,0.6490547,0.7070659
22.0,3,0.94,50,22.0,17.01714963,0.6654493,0.5762198,0.13668542,0.9215233,0.67731285,0.77748996,0.6461621,0.7023885,0.6264158,0.6264158,0.7807211,0.6353615,0.9949104,0.25619185,0.69371194,0.7141747,0.5624025,0.79338866,0.53213435,0.20664082,0.635258,0.7462764
22.0,4,1.37,50,22.0,16.18569635,0.5997532,0.74556845,0.02237247,0.98963207,0.6398272,0.84554845,0.5615025,0.62911147,0.5624642,0.5624642,0.78374153,0.55441755,0.9980447,0.25066194,0.6458743,0.90749997,0.59761304,0.8354001,0.6179835,0.22976308,0.4545212,0.7775758
22.0,5,1.87,50,22.0,15.52256301,0.21752007,0.3855194,2.3040395e-05,0.8724199,0.27405366,0.6759901,0.1828531,0.32236272,0.21473561,0.21473561,0.39360616,0.191339,0.86215734,0.22083049,0.25311938,0.6199868,0.4049009,0.6183708,0.22214882,0.063172214,0.4306375,0.4682739
22.5,0,0.07,50,22.5,20.934819,0.36615372,0.3702959,0.24846704,0.54578716,0.38851914,0.38295925,0.3659444,0.44340423,0.3590671,0.3590671,0.3921906,0.36004484,0.53465176,0.34232596,0.38524687,0.30607247,0.4320798,0.43178594,0.31609887,0.51890844,0.39383137,0.41936192
22.5,1,0.29,50,22.5,20.22671468,0.48307672,0.29497883,0.33611253,0.6088663,0.47761968,0.32874456,0.481583,0.36151603,0.47503185,0.47503185,0.34046695,0.48552728,0.5066006,0.25066268,0.44071174,0.32362038,0.48279333,0.3344179,0.31069577,0.34659716,0.3089152,0.3257017
22.5,2,0.58,50,22.5,18.68567427,0.46478522,0.64532024,0.02344994,0.9337012,0.5593535,0.8149943,0.4270542,0.6429739,0.38652793,0.38652793,0.7710614,0.3970325,0.99210644,0.2742184,0.61358976,0.7017781,0.5025819,0.8044119,0.5592081,0.4125886,0.63501614,0.73927593
22.5,3,0.94,50,22.5,17.62296289,0.56994057,0.6311495,0.026215993,0.90346867,0.6291601,0.79229563,0.5388482,0.66819954,0.43376318,0.43376318,0.7644746,0.5178464,0.9954595,0.29446128,0.6660531,0.77239484,0.42512265,0.79553837,0.5946657,0.14347312,0.59379536,0.7365613
