Indoor Temp,FanMode,Air Velocity,Indoor Humidity,Globe Temperature,SET*,User_1_TP_ctg_Prob_N18,User_2_TP_ctg_Prob_N18,User_4_TP_ctg_Prob_N18,User_5_TP_ctg_Prob_N18,User_6_TP_ctg_Prob_N18,User_7_TP_ctg_Prob_N18,User_9_TP_ctg_Prob_N18,User_10_TP_ctg_Prob_N18,User_12_TP_ctg_Prob_N18,User_13_TP_ctg_Prob_N18,User_14_TP_ctg_Prob_N18,User_16_TP_ctg_Prob_N18,User_17_TP_ctg_Prob_N18,User_18_TP_ctg_Prob_N18,User_19_TP_ctg_Prob_N18,User_20_TP_ctg_Prob_N18,User_21_TP_ctg_Prob_N18,User_22_TP_ctg_Prob_N18,User_23_TP_ctg_Prob_N18,User_24_TP_ctg_Prob_N18,User_25_TP_ctg_Prob_N18,User_26_TP_ctg_Prob_N18
22.0,0,0.07,50,22.0,20.4107032,0.37551257,0.4289693,0.29581198,0.54372317,0.45571718,0.3128115,0.47008213,0.3637012,0.35465255,0.37836525,0.52003807,0.35259938,0.62740785,0.29947844,0.26830962,0.2824854,0.4238628,0.20246692,0.335943,0.46222925,0.63874644,0.3736669
22.0,1,0.29,50,22.0,19.689093,0.31940615,0.2655631,0.29776645,0.74838406,0.41174403,0.31745753,0.30364755,0.26093554,0.31481934,0.3217659,0.4460692,0.30932763,0.68565226,0.14584935,0.21477394,0.26182553,0.32567248,0.013944185,0.3461785,0.36168906,0.43274784,0.123803735
22.0,2,0.58,50,22.0,18.11130066,0.7173675,0.5200892,0.091370575,0.7590065,0.94026536,0.8005783,0.06372566,0.8154734,0.6418293,0.7507334,0.94533366,0.64056087,0.9982254,0.21693332,0.40778267,0.6542278,0.7004133,7.496311e-05,0.6245634,0.34801623,0.86768717,0.11105009
22.0,3,0.94,50,22.0,17.01714963,0.6822994,0.6940785,0.13613999,0.2914137,0.9308079,0.86731595,0.035079706,0.8359317,0.6032381,0.70373565,0.9762189,0.60441047,0.9994681,0.26834917,0.46212348,0.7134886,0.5245169,4.957273e-06,0.8179212,0.37402236,0.865649,0.0817601
22.0,4,1.37,50,22.0,16.18569635,0.6179817,0.8847191,0.021692893,0.28109604,0.9944741,0.96596617,0.008869606,0.8549833,0.51844764,0.7209889,0.9900655,0.48704147,0.9994959,0.27850065,0.70066863,0.9054472,0.52791816,4.3967316e-06,0.90406686,0.46050215,0.8414047,0.16055804
22.0,5,1.87,50,22.0,15.52256301,0.2739657,0.55805796,2.1724481e-05,0.023515413,0.5445259,0.7889196,0.00093241705,0.3447206,0.17165613,0.38323092,0.8352196,0.1342995,0.7900567,0.076980665,0.06405447,0.6138014,0.341531,7.5758617e-06,0.45342532,0.21444826,0.72806835,0.09628701
22.5,0,0.07,50,22.5,20.934819,0.3831736,0.48781133,0.24414979,0.59582,0.48420683,0.39714932,0.48421466,0.39139,0.35907587,0.37674785,0.59987706,0.3589704,0.64168453,0.3304292,0.30030915,0.30275333,0.42949018,0.40643,0.3733478,0.5491351,0.7585759,0.4439745
22.5,1,0.29,50,22.5,20.22671468,0.50465983,0.3260624,0.3351961,0.6952707,0.69990134,0.33442798,0.18444109,0.38522348,0.47191608,0.5190653,0.5112293,0.4806069,0.7353325,0.238425,0.35444847,0.3212564,0.48436204,0.06185411,0.35978687,0.37545338,0.5039547,0.24793248
22.5,2,0.58,50,22.5,18.68567427,0.48687816,0.72177714,0.022825142,0.70936733,0.9880635,0.9176943,0.123447336,0.82239866,0.34808668,0.50619024,0.97004396,0.33752108,0.9993426,0.2674128,0.60055256,0.70104617,0.43213832,5.9842594e-05,0.78230786,0.44874835,0.8647929,0.09934334
22.5,3,0.94,50,22.5,17.62296289,0.58450776,0.75371593,0.025504284,0.2339579,0.9746255,0.89619994,0.039904788,0.8411568,0.3992962,0.53389174,0.9754785,0.4668677,0.9996195,0.28695396,0.54210544,0.7712378,0.37358144,8.010497e-06,0.8530484,0.30646455,0.8449841,0.08709613
