Indoor Temp,FanMode,Air Velocity,Indoor Humidity,Globe Temperature,SET*,User_1_TP_ctg_Prob_N4,User_2_TP_ctg_Prob_N4,User_4_TP_ctg_Prob_N4,User_5_TP_ctg_Prob_N4,User_6_TP_ctg_Prob_N4,User_7_TP_ctg_Prob_N4,User_9_TP_ctg_Prob_N4,User_10_TP_ctg_Prob_N4,User_12_TP_ctg_Prob_N4,User_13_TP_ctg_Prob_N4,User_14_TP_ctg_Prob_N4,User_16_TP_ctg_Prob_N4,User_17_TP_ctg_Prob_N4,User_18_TP_ctg_Prob_N4,User_19_TP_ctg_Prob_N4,User_20_TP_ctg_Prob_N4,User_21_TP_ctg_Prob_N4,User_22_TP_ctg_Prob_N4,User_23_TP_ctg_Prob_N4,User_24_TP_ctg_Prob_N4,User_25_TP_ctg_Prob_N4,User_26_TP_ctg_Prob_N4
22.0,0,0.07,50,22.0,20.4107032,0.3578972,0.33082673,0.34054852,0.37268972,0.35916638,0.31297264,0.3578333,0.3675249,0.35300827,0.35300827,0.3188402,0.35271367,0.45506358,0.363381,0.36407247,0.28647652,0.42533493,0.3668455,0.29205278,0.42983082,0.34581956,0.35703996
22.0,1,0.29,50,22.0,19.689093,0.3111831,0.24169128,0.33222798,0.4268411,0.29782942,0.29807684,0.30784526,0.27597225,0.3149052,0.3149052,0.2586218,0.31331095,0.3805829,0.2578094,0.2925112,0.26421937,0.33499312,0.27297404,0.29982898,0.30109686,0.30141628,0.25990188
22.0,2,0.58,50,22.0,18.11130066,0.70841914,0.60747594,0.34931937,0.81065226,0.7153161,0.7100355,0.6855069,0.71465206,0.6797363,0.6797363,0.66719383,0.6840191,0.9211969,0.6727617,0.72013927,0.655358,0.73998946,0.73195,0.5288949,0.3648057,0.7487617,0.69415355
22.0,3,0.94,50,22.0,17.01714963,0.6747101,0.6676424,0.3754083,0.78608847,0.69199044,0.76104325,0.65183544,0.7149336,0.63664275,0.63664275,0.7385084,0.6455244,0.9471356,0.66913986,0.7021331,0.7144062,0.571369,0.76881665,0.5972616,0.22637533,0.76420206,0.7316515
22.0,4,1.37,50,22.0,16.18569635,0.6179219,0.7515395,0.27976945,0.88131696,0.64014155,0.82017463,0.5722071,0.69428396,0.5819364,0.5819364,0.73746425,0.5741735,0.95926595,0.6144319,0.66328466,0.9081011,0.6153093,0.8040852,0.66789603,0.2557186,0.7763624,0.75547236
22.0,5,1.87,50,22.0,15.52256301,0.23671694,0.44087803,0.0036992691,0.67521435,0.24984562,0.6473159,0.19199558,0.32865572,0.23501235,0.23501235,0.3608803,0.21087562,0.6324331,0.49500918,0.27258143,0.62175137,0.42758036,0.5796197,0.53004724,0.07467591,0.6277879,0.44227123
22.5,0,0.07,50,22.5,20.934819,0.36639056,0.3759565,0.3398895,0.39719614,0.37550533,0.37642065,0.36590207,0.39085722,0.35936272,0.35936272,0.3697721,0.36031556,0.48230758,0.40930152,0.38434812,0.3073705,0.43330857,0.4143587,0.3154539,0.50645953,0.4049666,0.4018947
22.5,1,0.29,50,22.5,20.22671468,0.48480996,0.30616343,0.44691744,0.47007847,0.46529225,0.32372355,0.48230132,0.33414122,0.47582033,0.47582033,0.3232933,0.48729786,0.43203226,0.29817572,0.44212088,0.32453862,0.4827528,0.32517645,0.3633035,0.347249,0.32844925,0.32126275
22.5,2,0.58,50,22.5,18.68567427,0.48342314,0.69798106,0.15301031,0.8103664,0.5800014,0.798182,0.43759117,0.68279237,0.40506423,0.40506423,0.72947854,0.416441,0.93180776,0.6795147,0.6299894,0.7019399,0.5194234,0.7785322,0.67373633,0.43196213,0.79872316,0.72475606
22.5,3,0.94,50,22.5,17.62296289,0.5847077,0.6867773,0.15240164,0.7303737,0.64978117,0.7753255,0.54763824,0.7030304,0.45004758,0.45004758,0.7195992,0.5340653,0.94311804,0.6573319,0.67859745,0.772768,0.43780458,0.7686834,0.6540734,0.15717722,0.7678333,0.7207621
