Indoor Temp,FanMode,Air Velocity,Indoor Humidity,Globe Temperature,SET*,User_1_TP_ctg_Prob_N2,User_2_TP_ctg_Prob_N2,User_4_TP_ctg_Prob_N2,User_5_TP_ctg_Prob_N2,User_6_TP_ctg_Prob_N2,User_7_TP_ctg_Prob_N2,User_9_TP_ctg_Prob_N2,User_10_TP_ctg_Prob_N2,User_12_TP_ctg_Prob_N2,User_13_TP_ctg_Prob_N2,User_14_TP_ctg_Prob_N2,User_16_TP_ctg_Prob_N2,User_17_TP_ctg_Prob_N2,User_18_TP_ctg_Prob_N2,User_19_TP_ctg_Prob_N2,User_20_TP_ctg_Prob_N2,User_21_TP_ctg_Prob_N2,User_22_TP_ctg_Prob_N2,User_23_TP_ctg_Prob_N2,User_24_TP_ctg_Prob_N2,User_25_TP_ctg_Prob_N2,User_26_TP_ctg_Prob_N2
22.0,0,0.07,50,22.0,20.4107032,0.35815644,0.3356321,0.34640428,0.34024265,0.358615,0.30623987,0.35815644,0.35986307,0.35329887,0.35329887,0.311203,0.35451117,0.37532464,0.35564622,0.36265922,0.3224976,0.37134364,0.35612524,0.29648533,0.41807583,0.34489226,0.35210767
22.0,1,0.29,50,22.0,19.689093,0.3128996,0.25988564,0.33190092,0.27953583,0.2996555,0.27671862,0.3128996,0.2750289,0.31581455,0.31581455,0.24760933,0.3145866,0.25520134,0.2613758,0.2836257,0.23460312,0.28750554,0.25865886,0.33492467,0.33145154,0.2778395,0.2565456
22.0,2,0.58,50,22.0,18.11130066,0.7223523,0.6799819,0.5786748,0.66564566,0.7271607,0.6752804,0.7223523,0.71089244,0.69597054,0.69597054,0.6323369,0.70866394,0.67915225,0.7001667,0.7224891,0.57848835,0.7237372,0.6955517,0.63161093,0.3806342,0.7124589,0.688317
22.0,3,0.94,50,22.0,17.01714963,0.68876624,0.7277774,0.5450611,0.671359,0.7056236,0.72404987,0.68876624,0.71719354,0.6507423,0.6507423,0.7059736,0.67134976,0.686086,0.7342531,0.7172207,0.70620346,0.6792679,0.73225373,0.67536587,0.6151111,0.73448163,0.7249732
22.0,4,1.37,50,22.0,16.18569635,0.64521545,0.7611022,0.57521755,0.73324066,0.6657072,0.75546646,0.64521545,0.6945235,0.60939175,0.60939175,0.7012226,0.6202454,0.67912453,0.74444264,0.6943105,0.87802774,0.6955754,0.7520202,0.71186066,0.6815629,0.73440903,0.7431474
22.0,5,1.87,50,22.0,15.52256301,0.26633957,0.48512578,0.23230344,0.44248214,0.28080872,0.5804342,0.26633957,0.31374756,0.26392534,0.26392534,0.33920148,0.25263104,0.33106148,0.46376193,0.3103532,0.569339,0.4120538,0.45166638,0.773077,0.4430286,0.5205346,0.41117707
22.5,0,0.07,50,22.5,20.934819,0.3670688,0.3767283,0.35230502,0.34008548,0.37549034,0.36054552,0.3670688,0.39425716,0.3599291,0.3599291,0.35122046,0.3629129,0.4021035,0.3967739,0.38961804,0.3258423,0.39425936,0.39598116,0.31614497,0.44306692,0.39237928,0.39340302
22.5,1,0.29,50,22.5,20.22671468,0.48622143,0.3151168,0.45701918,0.34198084,0.46585798,0.31176925,0.48622143,0.3503077,0.47594023,0.47594023,0.31158498,0.48810288,0.32326928,0.3205783,0.4070035,0.29436898,0.40277234,0.32022414,0.3937787,0.32945523,0.32061574,0.32067505
22.5,2,0.58,50,22.5,18.68567427,0.5138784,0.7315741,0.3477609,0.68446654,0.6091319,0.75541306,0.5138784,0.68688244,0.4323105,0.4323105,0.6970981,0.472339,0.66307384,0.7330428,0.67140836,0.6169181,0.68075657,0.72746664,0.7573431,0.4396398,0.7527561,0.716008
22.5,3,0.94,50,22.5,17.62296289,0.6080652,0.72048587,0.3275932,0.6155634,0.67127067,0.7340966,0.6080652,0.70421624,0.47167358,0.47167358,0.68316084,0.5777283,0.6564765,0.7258615,0.7017667,0.72810435,0.64641124,0.722043,0.7170162,0.55840904,0.7314995,0.71223015
22.5,4,1.37,50,22.5,16.81878355,0.5957253,0.7522309,0.5651023,0.6188981,0.6209342,0.7320493,0.5957253,0.6690202,0.588898,0.588898,0.65833926,0.58162093,0.6385827,0.74449784,0.6713357,0.86822456,0.70801395,0.74654144,0.5839107,0.5726585,0.7227771,0.7285015
22.5,5,1.87,50,22.5,16.1795392,0.2776341,0.42967543,0.13763504,0.50470173,0.2813689,0.51313597,0.2776341,0.32250515,0.2744179,0.2744179,0.34076226,0.26492,0.3403615,0.44285503,0.3146465,0.5756291,0.40482497,0.42722145,0.62987375,0.44838914,0.4905225,0.38710928
23.0,0,0.07,50,23.0,21.45670594,0.3683981,0.40814996,0.3646858,0.38086548,0.37371075,0.39624724,0.3683981,0.40083492,0.3684772,0.3684772,0.380782,0.36818922,0.42667785,0.4274085,0.39336476,0.32707965,0.40010098,0.4259368,0.38459674,0.4939462,0.42378566,0.41972384
23.0,1,0.29,50,23.0,20.76121947,0.45861062,0.49843863,0.3882246,0.41965625,0.5329594,0.42280164,0.45861062,0.59375674,0.41011944,0.41011944,0.4467775,0.45053282,0.5510376,0.53839874,0.56998974,0.41248927,0.50672966,0.5370002,0.36468554,0.3598833,0.5192203,0.5420625
