Indoor Temp,FanMode,Air Velocity,Indoor Humidity,Globe Temperature,SET*,User_1_TP_ctg_Prob_N20,User_2_TP_ctg_Prob_N20,User_4_TP_ctg_Prob_N20,User_5_TP_ctg_Prob_N20,User_6_TP_ctg_Prob_N20,User_7_TP_ctg_Prob_N20,User_9_TP_ctg_Prob_N20,User_10_TP_ctg_Prob_N20,User_12_TP_ctg_Prob_N20,User_13_TP_ctg_Prob_N20,User_14_TP_ctg_Prob_N20,User_16_TP_ctg_Prob_N20,User_17_TP_ctg_Prob_N20,User_18_TP_ctg_Prob_N20,User_19_TP_ctg_Prob_N20,User_20_TP_ctg_Prob_N20,User_21_TP_ctg_Prob_N20,User_22_TP_ctg_Prob_N20,User_23_TP_ctg_Prob_N20,User_24_TP_ctg_Prob_N20,User_25_TP_ctg_Prob_N20,User_26_TP_ctg_Prob_N20
22.0,0,0.07,50,22.0,20.4107032,0.39675674,0.4380114,0.2953793,0.5373256,0.4586939,0.3130109,0.47548184,0.34544066,0.3551794,0.37952408,0.536557,0.35250065,0.62730646,0.29954934,0.26461813,0.28215444,0.4238213,0.14946054,0.3473997,0.4615892,0.6473066,0.4321104
22.0,1,0.29,50,22.0,19.689093,0.3327497,0.27267468,0.29745373,0.7400666,0.41751203,0.3183593,0.29984206,0.2372592,0.31465337,0.3198166,0.46749625,0.3090718,0.6878312,0.14626493,0.2135817,0.26162553,0.3253745,0.005828658,0.3556811,0.36357352,0.44264483,0.17806004
22.0,2,0.58,50,22.0,18.11130066,0.75353813,0.5400134,0.0911698,0.7007623,0.9468906,0.80350035,0.048180223,0.8069181,0.6386345,0.7499892,0.9574067,0.6361286,0.99835825,0.2169515,0.40723982,0.6541099,0.6986641,1.0819697e-05,0.6564629,0.32741556,0.8696986,0.24405818
22.0,3,0.94,50,22.0,17.01714963,0.7172459,0.7159993,0.13598803,0.24494457,0.93869764,0.86981726,0.025262704,0.82576776,0.6005388,0.7022551,0.98322725,0.6002455,0.99951714,0.26749316,0.46148613,0.71338826,0.52259535,4.4790724e-07,0.8456397,0.3609769,0.8692212,0.25570217
22.0,4,1.37,50,22.0,16.18569635,0.6788328,0.8977147,0.021688811,0.18596439,0.9953782,0.9672582,0.005087066,0.81555265,0.51267487,0.72573763,0.9936192,0.477931,0.99954677,0.27220276,0.6992197,0.9051202,0.52369046,1.3103629e-07,0.92668015,0.4438125,0.8516598,0.3854569
22.0,5,1.87,50,22.0,15.52256301,0.38696024,0.58094424,2.162438e-05,0.016156873,0.57811564,0.79187995,0.00052577356,0.335359,0.16695352,0.3872527,0.86881423,0.127788,0.79375225,0.07331776,0.06299502,0.6127703,0.33727276,6.055087e-08,0.48999813,0.19926818,0.74002093,0.16955598
22.5,0,0.07,50,22.5,20.934819,0.40448093,0.49746346,0.24355821,0.5888379,0.48739824,0.3979667,0.48908642,0.36759755,0.35923672,0.37721762,0.6160428,0.3587873,0.6397146,0.33071908,0.2962405,0.30236852,0.42936632,0.31658617,0.38460824,0.54924434,0.7668193,0.49728438
22.5,1,0.29,50,22.5,20.22671468,0.5296423,0.33279392,0.33466133,0.69009995,0.7098239,0.33504018,0.16789849,0.39292455,0.47118953,0.52247006,0.5273054,0.47987488,0.73920065,0.23855205,0.3539753,0.3209847,0.48436436,0.038641628,0.3685135,0.3789197,0.5092369,0.2942606
22.5,2,0.58,50,22.5,18.68567427,0.5514665,0.7414646,0.02276539,0.64430475,0.9895933,0.9196461,0.090866536,0.7986118,0.344022,0.5075392,0.9782036,0.32986626,0.999393,0.2659693,0.5996472,0.7009123,0.42841575,8.289456e-06,0.8063154,0.4299774,0.86857766,0.22661722
22.5,3,0.94,50,22.5,17.62296289,0.6304276,0.77387065,0.025427945,0.19350345,0.9779543,0.89873797,0.027449409,0.8221665,0.39557347,0.53294444,0.98341256,0.4601222,0.9996535,0.2853195,0.5411464,0.7710716,0.3708841,7.467561e-07,0.87581223,0.2933248,0.8505225,0.23582332
22.5,4,1.37,50,22.5,16.81878355,0.6734135,0.89792246,0.01506218,0.08615434,0.9969682,0.96626186,0.0036520027,0.8176789,0.47619197,0.72280306,0.99099916,0.43400148,0.99962,0.34831595,0.6920271,0.9289164,0.5709172,2.5576085e-07,0.81742483,0.33590233,0.8251545,0.36147285
