"N","mean_acceptance_avg","Eall_sum"
2,0.258750316641983,200.391480012579
4,0.384213527313021,199.914229652143
6,0.274705642199388,214.266185248774
8,0.556154854167822,177.125921925188
10,0.576880482037327,172.221121223207
12,0.49725276255509,183.79917225563
14,0.52493058452469,185.532814842183
16,0.488951467353822,183.893349912757
18,0.644411530511432,171.862527305197
20,0.600813194311398,178.901307986351
