Indoor Temp,FanMode,Air Velocity,Indoor Humidity,Globe Temperature,SET*,User_2_Acceptance_N26,User_3_Acceptance_N26,User_5_Acceptance_N26,User_6_Acceptance_N26,User_7_Acceptance_N26,User_9_Acceptance_N26,User_12_Acceptance_N26,User_13_Acceptance_N26,User_14_Acceptance_N26,User_16_Acceptance_N26,User_17_Acceptance_N26,User_18_Acceptance_N26,User_19_Acceptance_N26,User_20_Acceptance_N26,User_23_Acceptance_N26,User_24_Acceptance_N26,User_25_Acceptance_N26,User_26_Acceptance_N26
22.0,0,0.07,50,22.0,20.4107032,0.5280903,0.28111422,0.042974222,0.09198715,0.26504993,0.06997992,0.18733042,0.2771411,0.24556835,0.914677,0.1147894,0.17087197,0.9673433,0.18349297,0.27702537,0.14553747,0.23413128,0.25638223
22.0,1,0.29,50,22.0,19.689093,0.999986,0.044419833,0.056732133,0.06632161,0.9951946,0.6388445,0.9799093,0.28746852,0.014632601,0.17137237,0.9144523,0.34493476,0.99667466,0.17817016,0.9985795,0.9988607,0.990807,0.024531348
22.0,2,0.58,50,22.0,18.11130066,0.001918516,0.03981463,0.0005082086,0.025362428,0.9920033,0.00092142436,0.033428926,0.112779036,0.0006428935,0.0004193536,0.0011726795,0.31530854,0.9933843,0.008465808,0.9896417,0.0038220573,0.9899554,0.26972324
22.0,3,0.94,50,22.0,17.01714963,0.14313433,0.025005272,0.0002669379,0.31192428,0.9937863,0.00045080867,0.0052479124,0.12628163,7.166667e-05,3.328922e-05,0.029492421,0.97442293,0.9979198,0.0125424955,0.9956789,0.034699596,0.99449503,0.11760575
22.0,4,1.37,50,22.0,16.18569635,0.1639822,0.12838717,0.0040946617,0.4867904,0.9948447,0.007142005,0.0049401573,0.29882106,0.0106245205,5.176543e-05,0.45702022,0.8384521,0.9964365,0.041435976,0.9947491,0.5401893,0.99498004,0.37583354
22.0,5,1.87,50,22.0,15.52256301,0.17893298,0.31198096,0.010548636,0.5079312,0.99514574,0.102366626,0.13750152,0.1913064,0.018437179,0.0038190396,0.08535472,0.5902802,0.9961828,0.12905851,0.9932126,0.012047058,0.99474424,0.54214543
22.5,0,0.07,50,22.5,20.934819,0.4175722,0.32893607,0.023806555,0.10401438,0.46302652,0.12038187,0.2594511,0.24004278,0.28577015,0.9282543,0.18480624,0.28437027,0.9707596,0.20308447,0.33516836,0.20231616,0.3761077,0.2823691
22.5,1,0.29,50,22.5,20.22671468,0.9999965,0.06676782,0.5279017,0.14355065,0.99012315,0.57453066,0.9591353,0.3610632,0.012721786,0.2353205,0.8656304,0.600581,0.8066169,0.25105178,0.99861354,0.99863845,0.99944746,0.022486094
22.5,2,0.58,50,22.5,18.68567427,0.0038506635,0.026323821,0.00033796913,0.06918331,0.99141616,0.0013206198,0.016139138,0.10840615,0.0005789743,0.0002434967,0.0013018679,0.90648776,0.9849156,0.008083954,0.9899278,0.0045627863,0.9871001,0.15977003
22.5,3,0.94,50,22.5,17.62296289,0.15757537,0.027567852,7.552857e-05,0.3716339,0.99369365,0.0005940767,0.0035517365,0.18213168,5.525616e-05,0.00011786028,0.14164825,0.98395747,0.9979455,0.009740813,0.99559104,0.04411948,0.9939983,0.092872165
