Indoor Temp,FanMode,Air Velocity,Indoor Humidity,Globe Temperature,SET*,User_2_Acceptance_N16,User_3_Acceptance_N16,User_5_Acceptance_N16,User_6_Acceptance_N16,User_7_Acceptance_N16,User_9_Acceptance_N16,User_12_Acceptance_N16,User_13_Acceptance_N16,User_14_Acceptance_N16,User_16_Acceptance_N16,User_17_Acceptance_N16,User_18_Acceptance_N16,User_19_Acceptance_N16,User_20_Acceptance_N16,User_23_Acceptance_N16,User_24_Acceptance_N16,User_25_Acceptance_N16,User_26_Acceptance_N16
22.0,0,0.07,50,22.0,20.4107032,0.767995,0.37874427,0.15228726,0.3426901,0.2998693,0.065816894,0.18500039,0.2865997,0.29655218,0.18879674,0.2942771,0.32551596,0.2662886,0.24795839,0.10788447,0.039801825,0.25788432,0.21201758
22.0,1,0.29,50,22.0,19.689093,0.9997716,0.9988607,0.97779626,0.036137242,0.20354968,0.55394965,0.1188716,0.057695363,0.09137003,0.12049264,0.54116666,0.21633862,0.027278693,0.023117123,0.9760464,0.5858708,0.9981777,0.1741547
22.0,2,0.58,50,22.0,18.11130066,0.99631214,0.98690933,0.9783571,0.34250897,0.28393486,0.046826605,0.11752561,0.3524748,0.09372223,0.16094714,0.029962938,0.99812156,0.10657007,0.27878693,0.97906023,0.05719128,0.96562594,0.13849244
22.0,3,0.94,50,22.0,17.01714963,0.9982852,0.99852854,0.010948595,0.25953886,0.82157195,0.98610955,0.1882732,0.31599066,0.25009665,0.13801606,0.20368055,0.99987835,0.62013215,0.170454,0.98980474,0.018718397,0.98814565,0.47769248
22.0,4,1.37,50,22.0,16.18569635,0.9989353,0.999244,0.006621472,0.54736394,0.5675791,0.9766441,0.2229865,0.32465643,0.19580139,0.3939063,0.3105646,0.9997244,0.6535135,0.01929865,0.9929486,0.00077334786,0.98816836,0.40089008
22.0,5,1.87,50,22.0,15.52256301,0.99902385,0.9994558,0.013930273,0.5018362,0.3496241,0.9644871,0.11478664,0.22451913,0.14401105,0.22309346,0.26367697,0.9995803,0.66746974,0.0069806757,0.9923874,0.00077821437,0.9849427,0.19038175
22.5,0,0.07,50,22.5,20.934819,0.8515239,0.47660094,0.10746913,0.33778715,0.4681984,0.10644207,0.18733184,0.25871456,0.31033963,0.14530787,0.3275161,0.5501213,0.47484475,0.23220989,0.18543454,0.040819224,0.2988167,0.39085203
22.5,1,0.29,50,22.5,20.22671468,0.9917218,0.99946916,0.9852077,0.04670969,0.93052137,0.6708172,0.17217457,0.073908724,0.14811543,0.15777376,0.62216985,0.79889935,0.04507044,0.028541217,0.9967341,0.5035865,0.9895927,0.88057554
22.5,2,0.58,50,22.5,18.68567427,0.99681795,0.98193836,0.9953418,0.28050262,0.6855094,0.33794063,0.09532711,0.21465345,0.10175486,0.11269251,0.031951595,0.9991463,0.11932693,0.17365108,0.9739707,0.029195115,0.93458945,0.43109944
22.5,3,0.94,50,22.5,17.62296289,0.9983795,0.9985645,0.027743895,0.22728589,0.9224897,0.98727816,0.18389016,0.24548171,0.20005536,0.3140235,0.18819389,0.9998844,0.6394012,0.1518336,0.9880354,0.024346845,0.9867122,0.8218037
22.5,4,1.37,50,22.5,16.81878355,0.9989679,0.99927187,0.005582217,0.5252316,0.61395276,0.9808314,0.2559285,0.2436186,0.16819249,0.47369704,0.27703708,0.9997468,0.6695464,0.026116101,0.9933498,0.00056583626,0.9884737,0.43178457
22.5,5,1.87,50,22.5,16.1795392,0.9990747,0.9994833,0.013300019,0.49793214,0.40414122,0.9678665,0.10025533,0.18118258,0.107647724,0.25429648,0.23095636,0.9996101,0.67189085,0.005987977,0.99266696,0.00060951756,0.98548687,0.2330392
23.0,0,0.07,50,23.0,21.45670594,0.7791188,0.5196854,0.07207101,0.39310655,0.56392443,0.19579338,0.42291492,0.4810523,0.5149482,0.33568844,0.3849504,0.63979894,0.4773749,0.2886831,0.27093765,0.06374578,0.32815784,0.5105246
23.0,1,0.29,50,23.0,20.76121947,0.8898826,0.9916573,0.7824448,0.25062057,0.9971661,0.9773837,0.6347949,0.22955152,0.8422051,0.41655034,0.84020543,0.9838994,0.023219379,0.07230068,0.9961728,0.721349,0.8734507,0.9967915
23.0,2,0.58,50,23.0,19.2549547,0.9974676,0.98918927,0.9973014,0.19715442,0.8555395,0.8865758,0.17695405,0.19105858,0.22958101,0.16421315,0.068830505,0.99949425,0.07154982,0.12759112,0.96991104,0.01685478,0.9081268,0.8158692
