Indoor Temp,FanMode,Air Velocity,Indoor Humidity,Globe Temperature,SET*,User_2_Acceptance_N24,User_3_Acceptance_N24,User_5_Acceptance_N24,User_6_Acceptance_N24,User_7_Acceptance_N24,User_9_Acceptance_N24,User_12_Acceptance_N24,User_13_Acceptance_N24,User_14_Acceptance_N24,User_16_Acceptance_N24,User_17_Acceptance_N24,User_18_Acceptance_N24,User_19_Acceptance_N24,User_20_Acceptance_N24,User_23_Acceptance_N24,User_24_Acceptance_N24,User_25_Acceptance_N24,User_26_Acceptance_N24
22.0,0,0.07,50,22.0,20.4107032,0.15975353,0.2598827,0.041836113,0.03182553,0.2734844,0.062272854,0.24470077,0.15968244,0.27660564,0.55636823,0.23094831,0.5596863,0.9784434,0.19324568,0.09448834,0.113481216,0.28198096,0.2961486
22.0,1,0.29,50,22.0,19.689093,0.9574777,0.08527012,0.0791483,0.05352338,0.9989441,0.6809713,0.20739534,0.399015,0.008835789,0.3434062,0.8658882,0.5070161,0.12179499,0.14502382,0.85030836,0.97236496,0.99609846,0.08198535
22.0,2,0.58,50,22.0,18.11130066,0.013715629,0.1267356,0.00037891127,0.0021396177,0.99776846,0.001341816,0.1755332,0.10681249,7.487992e-05,0.0656218,0.0016650312,0.99974823,0.79185724,0.020932106,0.9534246,0.005926159,0.9913761,0.09103504
22.0,3,0.94,50,22.0,17.01714963,0.08484454,0.2640489,0.0002033754,0.7664011,0.9983371,0.0001704996,0.16831625,0.08491786,7.836159e-06,0.0135608865,0.039031655,0.99996024,0.99876106,0.15604198,0.9844101,0.0065878765,0.9958615,0.19352849
22.0,4,1.37,50,22.0,16.18569635,0.23901199,0.2680035,0.00959757,0.85543376,0.9985889,0.03441466,0.23117112,0.23746464,0.006210542,0.010676165,0.28962988,0.99992925,0.998612,0.21078669,0.9663192,0.4486515,0.99684495,0.27264825
22.0,5,1.87,50,22.0,15.52256301,0.5254373,0.20001186,0.027035715,0.85028374,0.9986659,0.99603456,0.15588768,0.17558439,0.057375036,0.95581204,0.17871612,0.99988025,0.99855286,0.22880785,0.95052314,0.019338483,0.99669164,0.16743602
22.5,0,0.07,50,22.5,20.934819,0.23048897,0.21260694,0.027387671,0.028965952,0.48034507,0.0977845,0.18599448,0.20992175,0.30370808,0.5968077,0.1808435,0.89054996,0.98432475,0.21513121,0.15136518,0.1401707,0.3583071,0.37369454
22.5,1,0.29,50,22.5,20.22671468,0.94962347,0.12282853,0.65901387,0.19838804,0.99901503,0.6143687,0.18568851,0.49789938,0.009624403,0.54765654,0.8590436,0.88278145,0.06938846,0.15136044,0.985101,0.96152526,0.9992802,0.18051386
22.5,2,0.58,50,22.5,18.68567427,0.023242662,0.08707212,0.006642567,0.003347474,0.99773234,0.0003772184,0.0956432,0.11264043,7.47823e-05,0.025323175,0.0030833157,0.9998336,0.82713205,0.016431242,0.961517,0.004511279,0.9913842,0.07045047
22.5,3,0.94,50,22.5,17.62296289,0.0775921,0.17703068,9.029683e-05,0.7220658,0.9983849,0.0006348284,0.11300622,0.1240793,7.7077875e-06,0.011876964,0.07483562,0.9999619,0.99876535,0.10702624,0.9859689,0.008010522,0.9955241,0.1561319
22.5,4,1.37,50,22.5,16.81878355,0.16220559,0.19346246,0.007079837,0.8512758,0.99866354,0.61936146,0.21841894,0.30848527,0.005203947,0.056384355,0.3536096,0.9999333,0.9985707,0.1853313,0.9701922,0.527515,0.9969703,0.2728511
22.5,5,1.87,50,22.5,16.1795392,0.43643194,0.16130263,0.025722498,0.84694743,0.998743,0.9972479,0.11803971,0.18269156,0.049888153,0.9746686,0.2168367,0.99988943,0.9984688,0.20152156,0.9527205,0.018918293,0.99684495,0.155228
23.0,0,0.07,50,23.0,21.45670594,0.5681747,0.4765591,0.04378405,0.07487455,0.5348355,0.17089146,0.4237943,0.41359982,0.42937228,0.5167128,0.48403502,0.9808299,0.97035635,0.25408295,0.2506747,0.1518831,0.3958477,0.5175261
23.0,1,0.29,50,23.0,20.76121947,0.98195946,0.5874126,0.9940301,0.93840283,0.9933739,0.77703005,0.39982322,0.9001613,0.024611762,0.77591366,0.971285,0.99157304,0.73875594,0.23026314,0.9942313,0.97792214,0.99877787,0.95288056
23.0,2,0.58,50,23.0,19.2549547,0.13671705,0.1634589,0.5611732,0.0069977194,0.99782866,0.00064474595,0.14179899,0.19663414,9.825238e-05,0.029566118,0.016015854,0.9998729,0.8735335,0.022927504,0.95951384,0.007049873,0.99176145,0.15784322
23.0,3,0.94,50,23.0,18.22183405,0.12446461,0.19815686,5.833297e-05,0.69989634,0.9985136,0.0058076833,0.16437037,0.3020028,1.2880775e-05,0.02389126,0.14812183,0.9999632,0.9987595,0.06378013,0.98695993,0.010375179,0.9953448,0.15372767
23.0,4,1.37,50,23.0,17.44352089,0.18334104,0.17992412,0.0055372757,0.84621066,0.9987268,0.97933865,0.26731473,0.37297198,0.0048691365,0.29862773,0.41011557,0.99993557,0.99850047,0.14881946,0.9726566,0.5602361,0.99712235,0.33627793
23.0,5,1.87,50,23.0,16.82709176,0.6418958,0.12294932,0.024417965,0.8426681,0.99880785,0.9976172,0.10118584,0.2047991,0.0416611,0.9808252,0.24875906,0.99989766,0.99834836,0.17277859,0.95411193,0.018208796,0.9969956,0.18788223
23.5,0,0.07,50,23.5,21.97591213,0.67798257,0.61831176,0.09928414,0.10315714,0.62132835,0.1270446,0.5441677,0.442813,0.5846374,0.2401079,0.674779,0.9940318,0.72093207,0.3004954,0.29207626,0.14215419,0.3963082,0.5339488
23.5,1,0.29,50,23.5,21.29224299,0.9975344,0.979437,0.99775624,0.99391806,0.9402235,0.95847785,0.9297024,0.9923107,0.31170663,0.9269384,0.99887836,0.9976106,0.99776524,0.6168928,0.98965174,0.9436233,0.99058074,0.99524957
23.5,2,0.58,50,23.5,19.81868426,0.62704253,0.415463,0.9864652,0.024308683,0.9979896,0.005117675,0.30111238,0.37032986,0.00021955025,0.08151252,0.09497228,0.9998998,0.9231635,0.051299434,0.9519672,0.017146565,0.99231946,0.45114815
23.5,3,0.94,50,23.5,18.81368418,0.20640063,0.3977915,0.00010366364,0.7143039,0.99868226,0.09887677,0.41147462,0.61947,5.702297e-05,0.07569908,0.2933452,0.99996394,0.9987479,0.05769435,0.98720616,0.015004454,0.9953218,0.20364209
