"Day","MeanAcceptance"
1,NA
2,0.933333333333333
3,0.775280898876405
4,0.755102040816326
5,0.822222222222222
6,0.855555555555556
7,0.850467289719626
8,0.87378640776699
9,NA
10,0.166666666666667
11,0.157303370786517
12,0.193877551020408
13,0.211111111111111
14,0.155555555555556
15,0.196261682242991
16,0.174757281553398
