"N","mean_acceptance_avg","Eall_sum"
2,0.793196004993758,74.5010392818123
4,0.793196004993758,72.6681340917284
6,0.798813982521847,74.0677833423845
8,0.821285892634207,73.0768939599708
10,0.849250936329588,72.3460762137757
12,0.893632958801498,71.1914265283646
14,0.899313358302122,70.5738735554209
16,0.904931335830212,69.6522914213259
18,0.893695380774033,72.023695766109
20,0.95518102372035,69.9089369968869
