"Time","Max_Temperature","FanMode_User_1","FanMode_User_2","FanMode_User_3","FanMode_User_4","FanMode_User_5","FanMode_User_6","FanMode_User_7","FanMode_User_8","FanMode_User_9","FanMode_User_10","FanMode_User_11","FanMode_User_12","FanMode_User_13","FanMode_User_14","FanMode_User_15","FanMode_User_16"
8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,22,NA,NA,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA
10,22,NA,3,0,NA,2,NA,2,2,NA,4,2,NA,NA,NA,2,NA
11,22,2,NA,0,NA,2,NA,2,2,0,NA,2,2,NA,2,NA,NA
12,25,3,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,1,NA,NA
13,23,NA,2,0,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA
14,24,NA,2,0,1,NA,0,NA,0,NA,3,2,1,0,NA,1,NA
15,24,2,NA,0,1,1,NA,1,0,NA,3,2,1,0,1,1,NA
16,23,2,NA,0,NA,NA,NA,1,0,0,2,NA,2,0,2,1,NA
17,25,3,1,NA,NA,NA,0,1,NA,1,3,NA,1,0,1,1,NA
18,22,NA,NA,0,2,NA,NA,2,2,NA,NA,NA,2,NA,NA,NA,NA
19,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
