"N","mean_acceptance_avg","Eall_sum"
2,0.253609089323375,200.391480012579
4,0.354916551702266,199.914229652143
6,0.27625715554287,214.266185248774
8,0.528369487655202,177.125921925188
10,0.537368900940329,172.221121223207
12,0.449364643293215,183.79917225563
14,0.462853535353535,185.532814842183
16,0.436621909836196,183.893349912757
18,0.60141144569716,171.862527305197
20,0.574635998921713,178.901307986351
