"value1","value2","value3","value4","value5","value6","value7","value8","value9","value10","value11","value12","value13","value14","value15","value16","value17","value18","value19","value20","value21","value22","value23","value24"
NA,NA,NA,NA,NA,NA,NA,1.22949948195322,1.65299678241379,1.87567841615858,1.97848465904416,1.92423718931903,1.41812696345174,1.90161645513964,1.88142501646213,1.86815128695241,1.91001930040484,1.23873601367129,1.13952533328135,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.1482967242423,2.19670739033581,2.12567592169215,2.16419204321206,2.29783973626226,2.8820723825176,1.49800842113002,1.98904375835273,1.97281357555945,2.52585712496756,1.08259131065396,1.0648539425855,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.10076284601871,2.96641915827077,1.2685433951133,1.43417040153197,1.34268249566351,1.18066191344163,1.74054481589871,2.15671414978894,1.91519213900481,1.61516489166451,2.7368493896168,1.0177502815068,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.1682746742192,3.12986308366755,2.39914685786452,1.71436219164327,2.43610132353169,1.32010400199499,1.94216538013173,1.6532035599778,2.84244486788911,1.52488352832931,1.17221855607116,1.09334451057406,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.22881751462403,3.34502691830696,3.04574378011029,1.69104808832283,2.4358024141851,2.94181844976865,1.57450885950494,2.81978955474228,2.23867594687186,1.78305557631536,1.49199285282661,1.18429431109208,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.155767613999,2.10498301993962,2.88200178863812,1.92126227887097,3.00195268529172,1.56761007434411,3.03708744375262,3.09425364973713,1.78413505548164,2.05034268492229,1.88443563498474,1.20038829468197,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.31013963205741,2.12320555784646,2.20369560057251,3.11258585410622,1.78746256092687,2.71801540584654,1.31621186868434,1.67730213095655,2.42115307897137,1.65555402771945,1.50239418465999,1.07933800055336,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.07234085191973,2.87271018559394,2.36477598458337,2.35869639382285,2.30072676916972,2.86333591290583,1.40616362905346,1.8159288138538,2.69993576941154,1.5392663543069,1.17898661920454,1.1164349344101,NA,NA,NA,NA,NA
