"Time","Max_Temperature","FanMode_User_1","FanMode_User_2","FanMode_User_3","FanMode_User_4","FanMode_User_5","FanMode_User_6","FanMode_User_7","FanMode_User_8","FanMode_User_9","FanMode_User_10","FanMode_User_11","FanMode_User_12","FanMode_User_13","FanMode_User_14","FanMode_User_15","FanMode_User_16"
8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,27.5,2,1,2,NA,0,2,2,3,0,3,NA,0,4,3,0,3
11,27.5,2,NA,2,1,0,2,2,3,0,3,NA,0,4,NA,0,3
12,27.5,2,NA,NA,NA,0,NA,2,NA,0,3,NA,0,4,3,0,3
13,26.5,NA,0,NA,NA,NA,2,NA,3,0,NA,NA,0,NA,2,0,3
14,27.5,2,1,NA,1,NA,2,NA,3,0,3,3,NA,4,3,NA,3
15,27.5,2,NA,2,1,0,2,NA,NA,0,3,3,NA,NA,3,NA,NA
16,27.5,2,1,2,1,0,2,2,3,0,3,3,0,4,NA,0,3
17,27.5,2,1,2,1,0,2,NA,3,0,NA,NA,NA,4,3,0,NA
18,26.5,NA,0,NA,NA,NA,2,NA,NA,NA,2,NA,NA,3,NA,0,NA
19,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
