"Day","MeanAcceptance"
1,NA
2,0.533333333333333
3,0.404494382022472
4,0.448979591836735
5,0.4
6,0.466666666666667
7,0.457943925233645
8,0.436893203883495
9,0.490740740740741
10,0.488636363636364
11,0.408163265306122
12,0.477777777777778
13,0.449438202247191
14,0.44
15,0.428571428571429
16,0.471698113207547
17,0.43010752688172
18,0.462365591397849
19,0.535714285714286
20,0.423076923076923
21,0.442105263157895
22,0.47
