"Time","Max_Temperature","FanMode_User_1","FanMode_User_2","FanMode_User_3","FanMode_User_4","FanMode_User_5","FanMode_User_6","FanMode_User_7","FanMode_User_8","FanMode_User_9","FanMode_User_10","FanMode_User_11","FanMode_User_12","FanMode_User_13","FanMode_User_14","FanMode_User_15","FanMode_User_16"
8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,29,1,1,1,NA,0,4,0,1,1,5,NA,0,4,1,0,4
11,29,1,NA,1,2,0,4,0,1,1,5,NA,0,4,NA,0,4
12,27,1,NA,NA,NA,0,NA,0,NA,0,3,NA,0,4,0,0,0
13,28.5,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,0,NA,1,0,1
14,28.5,1,1,NA,2,NA,1,NA,1,1,3,1,NA,4,1,NA,1
15,29,1,NA,1,2,0,4,NA,NA,1,5,1,NA,NA,1,NA,NA
16,29,1,1,1,2,0,4,0,1,1,5,1,0,4,NA,0,4
17,29,1,1,1,2,0,4,NA,1,1,NA,NA,NA,4,1,0,NA
18,28.5,NA,1,NA,NA,NA,1,NA,NA,NA,3,NA,NA,3,NA,0,NA
19,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
