"Tair","FanMode","Velocity","Humidity","SET*","2","3","5","6","7","9","12","13","14","16","17","18","19","20","23","24","25","26"
22,0,0.07,50,20.4107032000114,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
22,1,0.29,50,19.6890930034132,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0
22,2,0.58,50,18.111300655776,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
22,3,0.94,50,17.0171496277535,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,4,1.37,50,16.1856963490387,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,5,1.87,50,15.5225630130966,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22.5,0,0.07,50,20.9348189988475,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
22.5,1,0.29,50,20.2267146787686,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0
22.5,2,0.58,50,18.6856742662832,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0
22.5,3,0.94,50,17.622962886865,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22.5,4,1.37,50,16.8187835454156,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22.5,5,1.87,50,16.1795392044093,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,0,0.07,50,21.4567059433781,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
23,1,0.29,50,20.7612194681658,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
23,2,0.58,50,19.2549546963511,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0
23,3,0.94,50,18.2218340460146,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
23,4,1.37,50,17.4435208874066,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,5,1.87,50,16.8270917563112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23.5,0,0.07,50,21.975912132999,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
23.5,1,0.29,50,21.2922429942955,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
23.5,2,0.58,50,19.81868426042,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0
23.5,3,0.94,50,18.8136841838043,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0
23.5,4,1.37,50,18.0596212084672,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
23.5,5,1.87,50,17.464646712629,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,0,0.07,50,22.4844194972403,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1
24,1,0.29,50,21.8192427655917,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
24,2,0.58,50,20.3765724403561,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0
24,3,0.94,50,19.3980531350001,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0
24,4,1.37,50,18.6669056622467,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0
24,5,1.87,50,18.0918981775217,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
24.5,0,0.07,50,22.9939457032126,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1
24.5,1,0.29,50,22.330878371875,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1
24.5,2,0.58,50,20.9280991822253,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
24.5,3,0.94,50,19.9745033460314,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0
24.5,4,1.37,50,19.2649309354768,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0
24.5,5,1.87,50,18.7087240217549,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0
25,0,0.07,50,23.5050276104742,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1
25,1,0.29,50,22.8277173270748,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1
25,2,0.58,50,21.4725840043044,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
25,3,0.94,50,20.5425053422379,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
25,4,1.37,50,19.853064665958,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0
25,5,1.87,50,19.3145055799952,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0
25.5,0,0.07,50,24.0182157531774,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1
25.5,1,0.29,50,23.3269444724371,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
25.5,2,0.58,50,22.0089657339176,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
25.5,3,0.94,50,21.1014594139077,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
25.5,4,1.37,50,20.4310296251202,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
25.5,5,1.87,50,19.9086745678087,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0
26,0,0.07,50,24.5332410775011,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1
26,1,0.29,50,23.8285445905908,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1
26,2,0.58,50,22.5009206408881,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1
26,3,0.94,50,21.6503506477829,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
26,4,1.37,50,20.9978643084829,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
26,5,1.87,50,20.4909115058414,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
26.5,0,0.07,50,25.0499107567446,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1
26.5,1,0.29,50,24.3322147906177,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1
26.5,2,0.58,50,22.9866482196973,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1
26.5,3,0.94,50,22.1822956750772,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1
26.5,4,1.37,50,21.5528899822347,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
26.5,5,1.87,50,21.0603242381717,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
27,0,0.07,50,25.5682278751433,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1
27,1,0.29,50,24.8381943807463,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1
27,2,0.58,50,23.475576126657,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1
