Indoor Temp,FanMode,Air Velocity,Indoor Humidity,Globe Temperature,SET*,User_2_Acceptance_N22,User_3_Acceptance_N22,User_5_Acceptance_N22,User_6_Acceptance_N22,User_7_Acceptance_N22,User_9_Acceptance_N22,User_12_Acceptance_N22,User_13_Acceptance_N22,User_14_Acceptance_N22,User_16_Acceptance_N22,User_17_Acceptance_N22,User_18_Acceptance_N22,User_19_Acceptance_N22,User_20_Acceptance_N22,User_23_Acceptance_N22,User_24_Acceptance_N22,User_25_Acceptance_N22,User_26_Acceptance_N22
22.0,0,0.07,50,22.0,20.4107032,0.10163254,0.15918879,0.06261154,0.08900523,0.36862287,0.074748375,0.22600868,0.22874287,0.33642414,0.6088631,0.24885064,0.4529192,0.14074944,0.09100762,0.08783788,0.07679431,0.22164194,0.18680353
22.0,1,0.29,50,22.0,19.689093,0.99098986,0.089090556,0.50164026,0.034354545,0.24618894,0.62707245,0.19371015,0.07479892,0.063137725,0.07103206,0.9873563,0.9849268,0.027808307,0.5490295,0.6098787,0.9831194,0.99503124,0.1430941
22.0,2,0.58,50,22.0,18.11130066,0.00420407,0.46440843,0.000106314845,0.0021643313,0.34743202,0.005253057,0.11581025,0.21147412,0.03796063,0.127512,0.00027188778,0.99989957,0.251139,0.028529096,0.9447276,0.012295452,0.9882711,0.10155446
22.0,3,0.94,50,22.0,17.01714963,0.13383955,0.954338,1.4771289e-05,0.06957364,0.714738,0.00010056351,0.19996275,0.14449444,0.040229376,0.027155422,4.570176e-05,0.9999524,0.98978424,0.048108857,0.9831972,5.0636987e-05,0.9922179,0.35311374
22.0,4,1.37,50,22.0,16.18569635,0.23524536,0.8963019,0.000861125,0.36306432,0.46141762,7.02928e-05,0.2303567,0.31420007,0.38324055,0.89788693,0.051866814,0.9999141,0.990671,0.009601786,0.9634685,0.0002036292,0.9943229,0.33965874
22.0,5,1.87,50,22.0,15.52256301,0.9661548,0.86763275,0.005424069,0.43322098,0.27895084,0.00016329739,0.13268374,0.20757034,0.61416644,0.9653528,0.89771813,0.9998491,0.9907514,0.0065554082,0.94600874,0.0009064906,0.9938394,0.1459666
22.5,0,0.07,50,22.5,20.934819,0.12893157,0.39741877,0.075838596,0.10890695,0.4950274,0.10675028,0.2318817,0.17644353,0.36004034,0.596329,0.23160517,0.50318176,0.22317097,0.14094447,0.15078041,0.09940515,0.29128364,0.35601375
22.5,1,0.29,50,22.5,20.22671468,0.99025846,0.89894676,0.7805161,0.058867093,0.9780689,0.6927027,0.23728481,0.11085394,0.033444524,0.07683707,0.9851732,0.9989323,0.056850687,0.40247005,0.9661145,0.976421,0.9985764,0.7896881
22.5,2,0.58,50,22.5,18.68567427,0.004159968,0.8521371,0.0034953426,0.0034116483,0.7335692,0.0011096736,0.10096314,0.13615957,0.023463115,0.060866304,9.9036784e-05,0.9999334,0.21372359,0.020160384,0.9599925,0.0033700794,0.98776275,0.4189266
22.5,3,0.94,50,22.5,17.62296289,0.08633016,0.96806777,1.2676678e-05,0.06604032,0.89290684,3.6584755e-05,0.18580343,0.15941213,0.029334748,0.05836092,0.0002964092,0.9999555,0.9901666,0.056005735,0.9845665,6.153225e-05,0.99170494,0.760529
22.5,4,1.37,50,22.5,16.81878355,0.26880586,0.92302805,0.00050399447,0.33658835,0.5036673,6.528091e-05,0.24913703,0.38249746,0.32809836,0.9428097,0.25665566,0.9999214,0.99104774,0.007223436,0.9675755,0.00014482166,0.9945922,0.38372332
22.5,5,1.87,50,22.5,16.1795392,0.9872283,0.88173074,0.0043684565,0.43270445,0.3132788,0.00030874077,0.108674735,0.23225248,0.5887855,0.96762633,0.95619875,0.9998615,0.9910427,0.00431786,0.9481406,0.0007562303,0.9940306,0.18783133
23.0,0,0.07,50,23.0,21.45670594,0.24448939,0.4734291,0.20588453,0.24139844,0.52370113,0.21819583,0.47154948,0.4201557,0.36841375,0.50687546,0.5505793,0.7848012,0.3254344,0.15673833,0.21085079,0.1550692,0.30440757,0.5028473
23.0,1,0.29,50,23.0,20.76121947,0.98829204,0.9979224,0.995738,0.6635202,0.99842,0.6954645,0.7216961,0.324919,0.046759646,0.1689262,0.9540274,0.99967515,0.90534365,0.44604704,0.9919896,0.9433573,0.9975358,0.9955642
23.0,2,0.58,50,23.0,19.2549547,0.021565646,0.91262114,0.28565004,0.007162331,0.8613287,0.0016247019,0.19339484,0.19421206,0.010165636,0.06310903,8.9301204e-05,0.99994785,0.17879951,0.039071213,0.95681256,0.001531862,0.9855294,0.83613235
