"Rdissatisfied","Rdissatisfied_true_TP","Rdissatisfied_true_TP_AMP","Eall","Npresent","Nsatisfied_ave_all_sim","Nsatisfied_ave_all_eval1","Nsatisfied_ave_all_eval2","ta","Eplant_target","Eahu_target","Ecfan","Eplant","Qcoil","Qmid1","Qmid2","Qmid3","Qmid4","Qmidn","Qmide","Qmids","Qmidw","V23","V24","V25","V26"
0.127906976744186,0.116279069767442,0.127906976744186,18.9177187847966,86,75,76,75,637.271536172581,16.1083923591065,2.44832642569001,0.361,2906.84200707288,13409.2583322708,74.3401450843613,78.1445761438685,77.9291308591491,77.1875257062669,128.0372232033,112.353527994108,132.867139938564,108.619006441976,28,36,19,22
NA,NA,NA,1.76510045832744,0,0,0,0,24.4659501557821,1.53726636219142,0.227834096136019,0,233.47369206715,1084.58024093907,7.14122737654556,7.02982136949457,6.9490727039812,6.69584862367678,9.21983299173951,9.01495137027107,9.28310997379768,8.56948571719132,0,0,0,0
0.25,0.25,0.25,1.04228607522317,4,3,3,3,26.8892660459713,0.887190247519137,0.135095827704032,0.02,189.798498408964,866.364351482751,4.04971593493617,4.58201785282545,4.60296563474706,4.32781496119897,9.10284813268292,7.10202408767737,10.0461795893372,6.9397951110553,3,3,0,0
0,0,0,2.64246328513686,9,9,9,9,24.611549656887,2.24027821085254,0.369185074284327,0.033,365.599903077363,1575.44165588671,9.65379800280089,9.51067126234784,9.61847677098959,9.47848961777127,14.3311860185584,13.5698643452175,14.3898461384813,12.653516367811,3,4,2,1
0.2,0.2,0.2,1.08524174993312,5,4,4,4,26.9095764487114,0.919579413085713,0.135662336847403,0.03,193.673048125376,894.958486829266,4.24935430107842,5.43047701527964,5.45239079704939,5.20359662437369,8.81618359241631,7.07180257335381,9.72980789869312,7.0792212145972,3,3,0,3
0.166666666666667,0.166666666666667,0.166666666666667,1.66037766316832,12,10,10,10,26.4009714956694,1.46074418943043,0.170633473737884,0.029,245.756032043685,1193.48334648117,7.09392094695143,7.32599821499007,7.37028833587727,7.44326942777129,10.9777849542843,9.91281489424805,10.8959483742361,9.36873232197636,2,4,1,2
0.222222222222222,0.222222222222222,0.222222222222222,1.13651777194159,9,7,7,7,27.4490464214815,0.951302734641668,0.13921503729992,0.046,198.231223625684,917.070434637683,4.4009798071832,4.40750945081404,4.29650550908983,4.34874265813651,9.89241010071595,7.71803877164769,10.9175641507571,7.54173839361513,4,3,2,4
0,0,0,2.78957011746108,10,10,10,10,24.3651782020712,2.27457360701454,0.481996510446533,0.033,408.185952255203,1820.82005909716,10.1463296976857,10.8294686077436,10.6771809744619,10.8715443901217,17.0550853638851,15.6959676150328,17.2179129048881,14.8325861187469,3,4,2,1
0.166666666666667,0.0833333333333334,0.166666666666667,1.62426801987858,12,10,11,10,25.8594167471479,1.41805015781762,0.169217862060958,0.037,258.187126629265,1265.44902363365,6.95026979501791,7.50596213779142,7.53507410148658,7.31687403109902,11.9878862186033,10.651661742824,11.8370478972986,10.8666213818199,2,4,3,2
0.125,0.125,0.125,1.30589562020963,8,7,7,7,27.3003677088663,1.08764904746857,0.153246572741065,0.065,203.542703462981,950.726823633087,5.0802957145325,5.64237599480686,5.68411822171397,5.63639637167799,9.1316427429811,7.92179626126213,9.1876271751579,7.84372699364627,4,4,5,4
0.166666666666667,0.166666666666667,0.166666666666667,1.74558825108957,12,10,10,10,26.1061092223446,1.53077869125754,0.187809559832027,0.027,235.135217936842,1135.35763315169,7.39141200129378,7.6852920170381,7.75446773383401,7.77923320931258,9.12918076977946,9.34428191048298,9.06282135729199,8.90105768825596,2,4,0,2
0,0,0,1.06781938017695,5,5,5,5,26.6402103138111,0.88760434287703,0.13921503729992,0.041,184.945641688104,838.74412235205,4.02536074257839,4.03133308789379,3.92980321753202,3.9775819800552,9.04810315282828,7.05931216280068,9.98576136734579,6.89805883928492,2,3,4,3
NA,NA,NA,1.05259039225026,0,0,0,0,25.7834114321154,0.913375354950341,0.13921503729992,0,190.312967752264,866.262154146509,4.15748076375738,4.16364913284308,4.05878685838629,4.10813381107184,9.34507916482557,7.29101225928965,10.3135131112794,7.12446629397593,0,0,0,0
