"Rdissatisfied","Rdissatisfied_true_TP","Rdissatisfied_true_TP_AMP","Eall","Npresent","Nsatisfied_ave_all_sim","Nsatisfied_ave_all_eval1","Nsatisfied_ave_all_eval2","ta","Eplant_target","Eahu_target","Ecfan","Eplant","Qcoil","Qmid1","Qmid2","Qmid3","Qmid4","Qmidn","Qmide","Qmids","Qmidw","V23","V24","V25","V26"
0.0813953488372093,0.0813953488372093,0.0813953488372093,19.6262151501413,86,79,79,79,628.863929952723,16.7291435644212,2.5170715857201,0.38,2989.32630901719,13587.4735424072,75.984241258296,78.3101102913336,78.3504771292999,77.863314067064,129.619025941831,115.05580188665,134.039227798435,110.321291451612,25,35,29,20
NA,NA,NA,1.67173197859332,0,0,0,0,24.4157322625236,1.45157453976453,0.220157438828788,0,223.346312720802,1027.85197694791,6.68022562006355,6.6721854870896,6.58929062996223,6.37416557473506,8.70983144282537,8.43405069937278,8.99622589571486,7.99659097929246,0,0,0,0
0,0,0,1.06681969079795,4,4,4,4,26.7453202067989,0.893083948212409,0.138735742585545,0.035,186.691575247124,846.607456568094,4.0499499181849,4.11220709911202,4.06774545141815,4.00187929601059,9.10337407425833,7.10243442625304,10.046760034429,6.94019607641477,3,3,4,0
0,0,0,2.29260178600311,9,9,9,9,24.5664032578381,1.95063863573567,0.308963150267442,0.033,326.08115927654,1499.62793704061,8.97087154532344,8.57616532763601,8.66545980617179,8.44292647212568,14.0660188977618,13.2112349265796,14.1254614876591,12.3056708388013,3,4,2,1
0.2,0.2,0.2,1.02546964294611,5,4,4,4,26.8586617077004,0.863127141850836,0.132342501095273,0.03,187.66255777206,857.781846601033,3.94524513775177,4.7852763189468,4.80125922017455,4.60218888409802,8.86802134079218,6.91881268964776,9.78701761175216,6.76479794645436,3,3,0,3
0,0,0,2.47022453637218,12,12,12,12,24.7027195385036,2.08248509080406,0.361739445568121,0.026,369.59702940022,1600.735487125,9.01930351460988,9.0471866000844,9.12347278672305,9.17774367411659,15.5180091212603,13.9050716297292,15.4928525692295,13.0997626138926,3,3,2,0
0.111111111111111,0.111111111111111,0.111111111111111,1.12116951445219,9,8,8,8,26.5416466102436,0.948954477152267,0.13921503729992,0.033,197.724295600352,916.988803885689,4.40097980019951,4.40750944381998,4.29650550227193,4.34874265123572,9.89241008501819,7.71803875940033,10.9175641334326,7.54173838164753,2,4,1,3
0.2,0.2,0.2,1.49867424699103,10,8,8,8,27.3556188783783,1.26915815144617,0.169516095544862,0.06,215.075852200274,1010.36961767148,5.96217019773673,6.39926196744506,6.4706674980164,6.45351610669329,9.01131316728,8.2015168304008,9.29577931328639,7.75479445089416,3,4,5,4
0.166666666666667,0.166666666666667,0.166666666666667,1.83554758836401,12,10,10,10,25.9776969469525,1.61230546922286,0.181242119141156,0.042,291.84259593234,1370.13637476806,7.56941721808104,7.84051720230504,7.92257019066111,8.04948941228757,13.2269732555107,11.8531355339419,13.088317745328,11.2548150461721,2,4,4,2
0.125,0.125,0.125,1.3052322782404,8,7,7,7,27.3275705103653,1.0893701774652,0.150862100775201,0.065,207.31590706325,973.630137098775,5.11607454662497,5.63662682521573,5.67828044241269,5.67148657746212,9.42628523740838,8.29618807506765,9.4765943512908,8.11512052794417,4,4,5,4
0,0,0,2.6487693542446,12,12,12,12,24.726605312393,2.2427404610545,0.383028893190104,0.023,361.677789349478,1554.97063010161,9.6422717970954,9.99064582421389,10.0585680886959,10.1597056601766,13.2025163998658,13.2034879124855,13.1120976827729,12.5639534868344,0,4,2,1
0,0,0,1.0584349649105,5,5,5,5,26.0758716218522,0.886219927610581,0.13921503729992,0.033,184.643030955547,838.679863280956,4.02536074001211,4.0313330853237,3.92980321502666,3.97758197751939,9.04810314705987,7.05931215830017,9.9857613609796,6.89805883488723,2,2,4,2
NA,NA,NA,1.63153956822589,0,0,0,0,24.1544010044565,1.43948554410212,0.192054024123768,0,237.668203499198,1090.09341131795,6.60237122261268,6.81119511014137,6.74685429776546,6.60388778060337,9.54616977278974,9.15251824547091,9.71479561256016,9.08579226837676,0,0,0,0
