"Rdissatisfied","Rdissatisfied_true_TP","Rdissatisfied_true_TP_AMP","Eall","Npresent","Nsatisfied_ave_all_sim","Nsatisfied_ave_all_eval1","Nsatisfied_ave_all_eval2","ta","Eplant_target","Eahu_target","Ecfan","Eplant","Qcoil","Qmid1","Qmid2","Qmid3","Qmid4","Qmidn","Qmide","Qmids","Qmidw","V23","V24","V25","V26"
0.0465116279069767,0.0348837209302325,0.0465116279069767,20.0398999203451,86,82,83,82,620.805971027735,16.8617268525398,2.87817306780529,0.3,3081.27132505564,13936.106704457,76.2143765285733,78.8127675023115,77.9192177275945,77.2882761123716,135.641133766665,117.636849110566,141.95878369572,112.861920106669,22,33,22,14
NA,NA,NA,1.63080446111553,0,0,0,0,24.3492831573763,1.41661729435242,0.214187166763106,0,219.558291873932,1000.72751872238,6.45681790406036,6.47664548626583,6.40317230144698,6.20969241531783,8.46701742902251,8.11628096040729,9.06286232070697,7.63965053613266,0,0,0,0
0,0,0,1.06431867366201,4,4,4,4,26.6102978315802,0.894103636362091,0.13921503729992,0.031,186.343312424744,844.070902285163,4.04998093712313,4.05598981091708,3.95383895641991,4.00190994677152,9.10344379783612,7.10248882445036,10.0468369834865,6.94024923201368,2,3,4,0
0,0,0,2.11812223983212,9,9,9,9,24.5190675646699,1.80825607638982,0.276866163442293,0.033,323.967233167152,1486.7961620468,8.29870406365155,9.05564469802374,9.14476430145537,8.89307205798034,13.7057502557506,12.8123792784169,13.7212840335901,11.8835312720102,3,4,2,1
0.2,0.2,0.2,1.02949412847558,5,4,4,4,26.7411730841822,0.867811108409444,0.135683020066135,0.026,184.840233284369,840.364415764626,3.94544825092592,4.35000931572058,4.38251237606614,4.21826163847729,8.86847789340174,6.91916889108968,9.7875214770744,6.76111680982113,2,3,0,3
0,0,0,2.26461302318894,12,12,12,12,24.7406840563215,1.94340648745577,0.295206535733174,0.026,347.652816468683,1513.63443232325,8.46133509083312,8.36698396311438,8.06227583079415,7.93098406596667,15.1257691749119,13.4976550700577,15.046085794258,12.6581034588845,3,3,2,0
0.111111111111111,0.111111111111111,0.111111111111111,1.12152783854246,9,8,8,8,26.4482123141425,0.94931280124254,0.13921503729992,0.033,197.79478264227,916.969455668247,4.4009797982823,4.40750944189993,4.29650550040023,4.34874264934126,9.89241008070874,7.7180387560381,10.9175641286766,7.5417383783621,2,4,1,3
0,0,0,2.92852264369608,10,10,10,10,24.246564901691,2.39263933471148,0.502883308984606,0.033,391.725424158918,1722.7504355418,10.5224736556707,10.7535180418418,10.6861253210743,10.8801152728457,15.3561695149552,14.4026843896279,15.3603372970652,13.63022319415,3,4,2,1
0.0833333333333334,0,0.0833333333333334,2.75633029396859,12,11,12,11,24.32380506026,2.22982697058038,0.500503323388208,0.026,383.071087131593,1685.98777561284,9.81400356336179,10.2429779222637,10.1278342889155,10.106944016406,15.5473610770956,14.0070285880686,15.4045758742369,14.1458522181274,3,3,2,0
0.125,0.125,0.125,1.09343075182175,8,7,7,7,26.7902764513495,0.909215714521834,0.13921503729992,0.045,189.41636327715,868.875615469239,4.17068171873597,4.17686967380828,4.07167443757903,4.1211780781575,9.37475193454747,7.31416289546872,10.3462608808999,7.14708810851639,3,3,4,3
0,0,0,1.93033881717642,12,12,12,12,24.5772741992116,1.65057045424824,0.256768362928174,0.023,281.891514607852,1351.09336712972,7.91111004464757,8.73163693278178,8.80192434245958,8.49166018497537,11.8068003021432,11.3966370437151,11.9661804396402,10.4918417740524,0,4,2,1
0,0,0,1.04978579065815,5,5,5,5,25.7594954729893,0.886570753358234,0.13921503729992,0.024,184.708161839699,838.643706299714,4.02536073710998,4.03133308241726,3.92980321219342,3.9775819746517,9.04810314053652,7.05931215321067,9.98576135378024,6.89805882991398,1,2,3,2
NA,NA,NA,1.05261125820747,0,0,0,0,25.1282897101453,0.913396220907553,0.13921503729992,0,190.302104179275,866.192917593264,4.15748076417085,4.16364913325716,4.05878685878994,4.1081338114804,9.34507916575496,7.29101226001476,10.3135131123051,7.12446629468448,0,0,0,0
