"Rdissatisfied","Rdissatisfied_true_TP","Rdissatisfied_true_TP_AMP","Eall","Npresent","Nsatisfied_ave_all_sim","Nsatisfied_ave_all_eval1","Nsatisfied_ave_all_eval2","ta","Eplant_target","Eahu_target","Ecfan","Eplant","Qcoil","Qmid1","Qmid2","Qmid3","Qmid4","Qmidn","Qmide","Qmids","Qmidw","V23","V24","V25","V26"
0.0930232558139535,0.0813953488372093,0.0930232558139535,19.128902493568,86,78,79,78,629.875741538796,16.3968993697562,2.36800312381185,0.364,2912.70253017521,13489.6624842481,76.0350643068414,78.527046775628,78.1271767646646,77.3294928627066,128.044706971586,113.708601538439,132.37639727852,109.387914858964,27,34,25,20
NA,NA,NA,1.69117523203896,0,0,0,0,24.4277976477749,1.46941934210402,0.221755889934945,0,225.509191935821,1040.71392837957,6.78129863723344,6.75270707574536,6.67301855323328,6.44784122803113,8.82567318616136,8.56900678742122,9.0399526206647,8.12703707503938,0,0,0,0
0,0,0,1.0655652496814,4,4,4,4,26.7738090425095,0.892302331738569,0.138262917942834,0.035,187.079943420436,849.105441581197,4.04991979130588,4.16533351457997,4.14982697683597,4.03573664224524,9.1033063558285,7.10238159246817,10.0466852983137,6.94014444949301,3,3,4,0
0,0,0,2.40799193318193,9,9,9,9,24.5761344031229,2.05822398095658,0.316767952225345,0.033,337.992379950474,1512.59314520518,9.21102270219236,8.76117906682816,8.5851998393611,8.12629080052625,14.2488121007207,13.4049206253883,14.3143560860918,12.4857509122316,3,4,2,1
0.2,0.2,0.2,1.02652245891051,5,4,4,4,26.8756911729783,0.86512124073814,0.131401218172371,0.03,189.044313347689,866.489535301755,3.96530574547448,4.9773571618413,4.99506919844516,4.77850535634507,8.86780495531119,6.91864386612398,9.78677880216522,6.80307761866579,3,3,0,3
0,0,0,2.48792940342769,12,12,12,12,24.7209516766047,2.09180797598297,0.370121427444724,0.026,372.139205434602,1616.34188948902,9.08551640615219,9.34224098643859,9.3950211000758,9.47496383540276,15.5200610928166,13.9229328579491,15.5041741249912,13.1153469223159,3,3,2,0
0.111111111111111,0.111111111111111,0.111111111111111,1.12516757340807,9,8,8,8,26.5716774208155,0.948952536108147,0.13921503729992,0.037,197.723861288659,916.988665480075,4.40097980091214,4.40750944453367,4.29650550296764,4.34874265193989,9.89241008662002,7.71803876065008,10.9175641352004,7.54173838286873,2,4,2,3
0.1,0.1,0.1,1.83971824150092,10,9,9,9,25.9494769923149,1.62283915573983,0.179879085761091,0.037,259.120938139305,1257.66975647549,7.8766144505889,8.19870206567088,8.22261468846936,8.33983491769348,10.8436936278205,10.1752175768479,10.8386589734783,9.64253343326648,4,2,3,2
0.166666666666667,0.0833333333333334,0.166666666666667,1.84633974942718,12,10,11,10,25.7414168437021,1.61528281634083,0.198056933086351,0.033,276.800706803846,1361.86051561327,7.94719751449934,8.21547412331691,8.22852580719537,8.25685118401924,12.6464508060748,11.328908223316,12.5759004656521,11.0700742297967,1,4,3,2
0.125,0.125,0.125,1.28134425711436,8,7,7,7,27.251915368049,1.06704508107037,0.149299176043996,0.065,205.01979833045,960.331516286758,4.99813690675374,5.56358265065077,5.60030426881301,5.57039674142386,9.35740263255889,8.14276423530615,9.42114028862967,8.02654401028355,4,4,5,4
0.166666666666667,0.166666666666667,0.166666666666667,1.71372439735903,12,10,10,10,26.0643592519508,1.50284690409795,0.183877493261078,0.027,234.837567371536,1133.52801755835,7.25403133307338,7.56488534507713,7.63226407171215,7.66126543243291,9.2381445827943,9.40874067106621,9.18017703697992,8.94282407538867,2,4,0,2
0,0,0,1.06784050807849,5,5,5,5,26.5560233971862,0.887625470778567,0.13921503729992,0.041,184.950943787551,838.748202904229,4.02536074280716,4.03133308812289,3.92980321775535,3.97758198028126,9.0481031533425,7.05931216320187,9.9857613679133,6.89805883967695,2,3,4,3
NA,NA,NA,1.5755834894395,0,0,0,0,24.1066492856448,1.37543253410022,0.200150955339275,0,242.483680364837,1135.29186997316,6.43968027584836,6.54674225282238,6.41902353980039,6.31148209236555,10.4528443915365,9.95773417870044,10.7652480784395,9.79478490993679,0,0,0,0
