"Day","MeanAcceptance"
1,NA
2,0.666666666666667
3,0.730337078651685
4,0.622448979591837
5,0.677777777777778
6,0.511111111111111
7,0.691588785046729
8,0.669902912621359
9,0.731481481481482
10,0.625
11,0.73469387755102
12,0.6
13,0.752808988764045
14,0.64
15,0.714285714285714
16,0.641509433962264
17,0.537634408602151
18,0.56989247311828
19,0.595238095238095
20,0.682692307692308
21,0.663157894736842
22,0.74
