Indoor Temp,FanMode,Air Velocity,Indoor Humidity,Globe Temperature,SET*,User_1_TP_ctg_Prob,User_2_TP_ctg_Prob,User_4_TP_ctg_Prob,User_5_TP_ctg_Prob,User_6_TP_ctg_Prob,User_7_TP_ctg_Prob,User_9_TP_ctg_Prob,User_10_TP_ctg_Prob,User_12_TP_ctg_Prob,User_13_TP_ctg_Prob,User_14_TP_ctg_Prob,User_16_TP_ctg_Prob,User_17_TP_ctg_Prob,User_18_TP_ctg_Prob,User_19_TP_ctg_Prob,User_20_TP_ctg_Prob,User_21_TP_ctg_Prob,User_22_TP_ctg_Prob,User_23_TP_ctg_Prob,User_24_TP_ctg_Prob,User_25_TP_ctg_Prob,User_26_TP_ctg_Prob
29.0,0,0.07,50,29.0,27.65747353,0.25479993,0.25479993,0.25479993,0.25479993,0.25479993,0.25479993,0.25479993,0.25479993,0.25479993,0.25479993,0.25479993,0.25479993,0.25479993,0.25479993,0.25479993,0.25479993,0.25479993,0.25479993,0.25479993,0.25479993,0.25479993,0.25479993
29.0,1,0.29,50,29.0,26.88486816,0.23285663,0.23285663,0.23285663,0.23285663,0.23285663,0.23285663,0.23285663,0.23285663,0.23285663,0.23285663,0.23285663,0.23285663,0.23285663,0.23285663,0.23285663,0.23285663,0.23285663,0.23285663,0.23285663,0.23285663,0.23285663,0.23285663
29.0,2,0.58,50,29.0,25.45906194,0.31320772,0.31320772,0.31320772,0.31320772,0.31320772,0.31320772,0.31320772,0.31320772,0.31320772,0.31320772,0.31320772,0.31320772,0.31320772,0.31320772,0.31320772,0.31320772,0.31320772,0.31320772,0.31320772,0.31320772,0.31320772,0.31320772
29.0,3,0.94,50,29.0,24.62575867,0.46555656,0.46555656,0.46555656,0.46555656,0.46555656,0.46555656,0.46555656,0.46555656,0.46555656,0.46555656,0.46555656,0.46555656,0.46555656,0.46555656,0.46555656,0.46555656,0.46555656,0.46555656,0.46555656,0.46555656,0.46555656,0.46555656
29.0,4,1.37,50,29.0,24.05391538,0.43417066,0.43417066,0.43417066,0.43417066,0.43417066,0.43417066,0.43417066,0.43417066,0.43417066,0.43417066,0.43417066,0.43417066,0.43417066,0.43417066,0.43417066,0.43417066,0.43417066,0.43417066,0.43417066,0.43417066,0.43417066,0.43417066
29.0,5,1.87,50,29.0,23.62757438,0.26581997,0.26581997,0.26581997,0.26581997,0.26581997,0.26581997,0.26581997,0.26581997,0.26581997,0.26581997,0.26581997,0.26581997,0.26581997,0.26581997,0.26581997,0.26581997,0.26581997,0.26581997,0.26581997,0.26581997,0.26581997,0.26581997
29.5,0,0.07,50,29.5,28.1836337,0.2379022,0.2379022,0.2379022,0.2379022,0.2379022,0.2379022,0.2379022,0.2379022,0.2379022,0.2379022,0.2379022,0.2379022,0.2379022,0.2379022,0.2379022,0.2379022,0.2379022,0.2379022,0.2379022,0.2379022,0.2379022,0.2379022
29.5,1,0.29,50,29.5,27.40233952,0.20628269,0.20628269,0.20628269,0.20628269,0.20628269,0.20628269,0.20628269,0.20628269,0.20628269,0.20628269,0.20628269,0.20628269,0.20628269,0.20628269,0.20628269,0.20628269,0.20628269,0.20628269,0.20628269,0.20628269,0.20628269,0.20628269
29.5,2,0.58,50,29.5,25.96299109,0.2626508,0.2626508,0.2626508,0.2626508,0.2626508,0.2626508,0.2626508,0.2626508,0.2626508,0.2626508,0.2626508,0.2626508,0.2626508,0.2626508,0.2626508,0.2626508,0.2626508,0.2626508,0.2626508,0.2626508,0.2626508,0.2626508
29.5,3,0.94,50,29.5,25.12550164,0.3760698,0.3760698,0.3760698,0.3760698,0.3760698,0.3760698,0.3760698,0.3760698,0.3760698,0.3760698,0.3760698,0.3760698,0.3760698,0.3760698,0.3760698,0.3760698,0.3760698,0.3760698,0.3760698,0.3760698,0.3760698,0.3760698
29.5,4,1.37,50,29.5,24.55322284,0.42950583,0.42950583,0.42950583,0.42950583,0.42950583,0.42950583,0.42950583,0.42950583,0.42950583,0.42950583,0.42950583,0.42950583,0.42950583,0.42950583,0.42950583,0.42950583,0.42950583,0.42950583,0.42950583,0.42950583,0.42950583,0.42950583
29.5,5,1.87,50,29.5,24.12835628,0.2510922,0.2510922,0.2510922,0.2510922,0.2510922,0.2510922,0.2510922,0.2510922,0.2510922,0.2510922,0.2510922,0.2510922,0.2510922,0.2510922,0.2510922,0.2510922,0.2510922,0.2510922,0.2510922,0.2510922,0.2510922,0.2510922
30.0,0,0.07,50,30.0,28.71126182,0.24344666,0.24344666,0.24344666,0.24344666,0.24344666,0.24344666,0.24344666,0.24344666,0.24344666,0.24344666,0.24344666,0.24344666,0.24344666,0.24344666,0.24344666,0.24344666,0.24344666,0.24344666,0.24344666,0.24344666,0.24344666,0.24344666
30.0,1,0.29,50,30.0,27.9221571,0.20766619,0.20766619,0.20766619,0.20766619,0.20766619,0.20766619,0.20766619,0.20766619,0.20766619,0.20766619,0.20766619,0.20766619,0.20766619,0.20766619,0.20766619,0.20766619,0.20766619,0.20766619,0.20766619,0.20766619,0.20766619,0.20766619
30.0,2,0.58,50,30.0,26.47043557,0.18338048,0.18338048,0.18338048,0.18338048,0.18338048,0.18338048,0.18338048,0.18338048,0.18338048,0.18338048,0.18338048,0.18338048,0.18338048,0.18338048,0.18338048,0.18338048,0.18338048,0.18338048,0.18338048,0.18338048,0.18338048,0.18338048
30.0,3,0.94,50,30.0,25.62904358,0.33984837,0.33984837,0.33984837,0.33984837,0.33984837,0.33984837,0.33984837,0.33984837,0.33984837,0.33984837,0.33984837,0.33984837,0.33984837,0.33984837,0.33984837,0.33984837,0.33984837,0.33984837,0.33984837,0.33984837,0.33984837,0.33984837
30.0,4,1.37,50,30.0,25.05646889,0.4225458,0.4225458,0.4225458,0.4225458,0.4225458,0.4225458,0.4225458,0.4225458,0.4225458,0.4225458,0.4225458,0.4225458,0.4225458,0.4225458,0.4225458,0.4225458,0.4225458,0.4225458,0.4225458,0.4225458,0.4225458,0.4225458
30.0,5,1.87,50,30.0,24.63294475,0.23532261,0.23532261,0.23532261,0.23532261,0.23532261,0.23532261,0.23532261,0.23532261,0.23532261,0.23532261,0.23532261,0.23532261,0.23532261,0.23532261,0.23532261,0.23532261,0.23532261,0.23532261,0.23532261,0.23532261,0.23532261,0.23532261
