Indoor Temp,FanMode,Air Velocity,Indoor Humidity,Globe Temperature,SET*,User_1_TP_ctg_Prob,User_2_TP_ctg_Prob,User_4_TP_ctg_Prob,User_5_TP_ctg_Prob,User_6_TP_ctg_Prob,User_7_TP_ctg_Prob,User_9_TP_ctg_Prob,User_10_TP_ctg_Prob,User_12_TP_ctg_Prob,User_13_TP_ctg_Prob,User_14_TP_ctg_Prob,User_16_TP_ctg_Prob,User_17_TP_ctg_Prob,User_18_TP_ctg_Prob,User_19_TP_ctg_Prob,User_20_TP_ctg_Prob,User_21_TP_ctg_Prob,User_22_TP_ctg_Prob,User_23_TP_ctg_Prob,User_24_TP_ctg_Prob,User_25_TP_ctg_Prob,User_26_TP_ctg_Prob
24.0,2,0.58,50,24.0,20.37657244,0.63100576,0.63100576,0.63100576,0.63100576,0.63100576,0.63100576,0.63100576,0.63100576,0.63100576,0.63100576,0.63100576,0.63100576,0.63100576,0.63100576,0.63100576,0.63100576,0.63100576,0.63100576,0.63100576,0.63100576,0.63100576,0.63100576
24.0,3,0.94,50,24.0,19.39805314,0.3943153,0.3943153,0.3943153,0.3943153,0.3943153,0.3943153,0.3943153,0.3943153,0.3943153,0.3943153,0.3943153,0.3943153,0.3943153,0.3943153,0.3943153,0.3943153,0.3943153,0.3943153,0.3943153,0.3943153,0.3943153,0.3943153
24.0,4,1.37,50,24.0,18.66690566,0.48716435,0.48716435,0.48716435,0.48716435,0.48716435,0.48716435,0.48716435,0.48716435,0.48716435,0.48716435,0.48716435,0.48716435,0.48716435,0.48716435,0.48716435,0.48716435,0.48716435,0.48716435,0.48716435,0.48716435,0.48716435,0.48716435
24.0,5,1.87,50,24.0,18.09189818,0.39412817,0.39412817,0.39412817,0.39412817,0.39412817,0.39412817,0.39412817,0.39412817,0.39412817,0.39412817,0.39412817,0.39412817,0.39412817,0.39412817,0.39412817,0.39412817,0.39412817,0.39412817,0.39412817,0.39412817,0.39412817,0.39412817
24.5,0,0.07,50,24.5,22.9939457,0.3825345,0.3825345,0.3825345,0.3825345,0.3825345,0.3825345,0.3825345,0.3825345,0.3825345,0.3825345,0.3825345,0.3825345,0.3825345,0.3825345,0.3825345,0.3825345,0.3825345,0.3825345,0.3825345,0.3825345,0.3825345,0.3825345
24.5,1,0.29,50,24.5,22.33087837,0.4701006,0.4701006,0.4701006,0.4701006,0.4701006,0.4701006,0.4701006,0.4701006,0.4701006,0.4701006,0.4701006,0.4701006,0.4701006,0.4701006,0.4701006,0.4701006,0.4701006,0.4701006,0.4701006,0.4701006,0.4701006,0.4701006
24.5,2,0.58,50,24.5,20.92809918,0.444806,0.444806,0.444806,0.444806,0.444806,0.444806,0.444806,0.444806,0.444806,0.444806,0.444806,0.444806,0.444806,0.444806,0.444806,0.444806,0.444806,0.444806,0.444806,0.444806,0.444806,0.444806
24.5,3,0.94,50,24.5,19.97450335,0.3558725,0.3558725,0.3558725,0.3558725,0.3558725,0.3558725,0.3558725,0.3558725,0.3558725,0.3558725,0.3558725,0.3558725,0.3558725,0.3558725,0.3558725,0.3558725,0.3558725,0.3558725,0.3558725,0.3558725,0.3558725,0.3558725
24.5,4,1.37,50,24.5,19.26493094,0.47795373,0.47795373,0.47795373,0.47795373,0.47795373,0.47795373,0.47795373,0.47795373,0.47795373,0.47795373,0.47795373,0.47795373,0.47795373,0.47795373,0.47795373,0.47795373,0.47795373,0.47795373,0.47795373,0.47795373,0.47795373,0.47795373
24.5,5,1.87,50,24.5,18.70872402,0.39429173,0.39429173,0.39429173,0.39429173,0.39429173,0.39429173,0.39429173,0.39429173,0.39429173,0.39429173,0.39429173,0.39429173,0.39429173,0.39429173,0.39429173,0.39429173,0.39429173,0.39429173,0.39429173,0.39429173,0.39429173,0.39429173
25.0,0,0.07,50,25.0,23.50502761,0.40513194,0.40513194,0.40513194,0.40513194,0.40513194,0.40513194,0.40513194,0.40513194,0.40513194,0.40513194,0.40513194,0.40513194,0.40513194,0.40513194,0.40513194,0.40513194,0.40513194,0.40513194,0.40513194,0.40513194,0.40513194,0.40513194
25.0,1,0.29,50,25.0,22.82771733,0.62929934,0.62929934,0.62929934,0.62929934,0.62929934,0.62929934,0.62929934,0.62929934,0.62929934,0.62929934,0.62929934,0.62929934,0.62929934,0.62929934,0.62929934,0.62929934,0.62929934,0.62929934,0.62929934,0.62929934,0.62929934,0.62929934
25.0,2,0.58,50,25.0,21.472584,0.40179846,0.40179846,0.40179846,0.40179846,0.40179846,0.40179846,0.40179846,0.40179846,0.40179846,0.40179846,0.40179846,0.40179846,0.40179846,0.40179846,0.40179846,0.40179846,0.40179846,0.40179846,0.40179846,0.40179846,0.40179846,0.40179846
25.0,3,0.94,50,25.0,20.54250534,0.36948326,0.36948326,0.36948326,0.36948326,0.36948326,0.36948326,0.36948326,0.36948326,0.36948326,0.36948326,0.36948326,0.36948326,0.36948326,0.36948326,0.36948326,0.36948326,0.36948326,0.36948326,0.36948326,0.36948326,0.36948326,0.36948326
25.0,4,1.37,50,25.0,19.85306467,0.58814836,0.58814836,0.58814836,0.58814836,0.58814836,0.58814836,0.58814836,0.58814836,0.58814836,0.58814836,0.58814836,0.58814836,0.58814836,0.58814836,0.58814836,0.58814836,0.58814836,0.58814836,0.58814836,0.58814836,0.58814836,0.58814836
25.0,5,1.87,50,25.0,19.31450558,0.3397009,0.3397009,0.3397009,0.3397009,0.3397009,0.3397009,0.3397009,0.3397009,0.3397009,0.3397009,0.3397009,0.3397009,0.3397009,0.3397009,0.3397009,0.3397009,0.3397009,0.3397009,0.3397009,0.3397009,0.3397009,0.3397009
25.5,0,0.07,50,25.5,24.01821575,0.42436454,0.42436454,0.42436454,0.42436454,0.42436454,0.42436454,0.42436454,0.42436454,0.42436454,0.42436454,0.42436454,0.42436454,0.42436454,0.42436454,0.42436454,0.42436454,0.42436454,0.42436454,0.42436454,0.42436454,0.42436454,0.42436454
25.5,1,0.29,50,25.5,23.32694447,0.6139427,0.6139427,0.6139427,0.6139427,0.6139427,0.6139427,0.6139427,0.6139427,0.6139427,0.6139427,0.6139427,0.6139427,0.6139427,0.6139427,0.6139427,0.6139427,0.6139427,0.6139427,0.6139427,0.6139427,0.6139427,0.6139427
25.5,2,0.58,50,25.5,22.00896573,0.43572706,0.43572706,0.43572706,0.43572706,0.43572706,0.43572706,0.43572706,0.43572706,0.43572706,0.43572706,0.43572706,0.43572706,0.43572706,0.43572706,0.43572706,0.43572706,0.43572706,0.43572706,0.43572706,0.43572706,0.43572706,0.43572706
25.5,3,0.94,50,25.5,21.10145941,0.34625873,0.34625873,0.34625873,0.34625873,0.34625873,0.34625873,0.34625873,0.34625873,0.34625873,0.34625873,0.34625873,0.34625873,0.34625873,0.34625873,0.34625873,0.34625873,0.34625873,0.34625873,0.34625873,0.34625873,0.34625873,0.34625873
25.5,4,1.37,50,25.5,20.43102963,0.58012307,0.58012307,0.58012307,0.58012307,0.58012307,0.58012307,0.58012307,0.58012307,0.58012307,0.58012307,0.58012307,0.58012307,0.58012307,0.58012307,0.58012307,0.58012307,0.58012307,0.58012307,0.58012307,0.58012307,0.58012307,0.58012307
25.5,5,1.87,50,25.5,19.90867457,0.295222,0.295222,0.295222,0.295222,0.295222,0.295222,0.295222,0.295222,0.295222,0.295222,0.295222,0.295222,0.295222,0.295222,0.295222,0.295222,0.295222,0.295222,0.295222,0.295222,0.295222,0.295222
26.0,0,0.07,50,26.0,24.53324108,0.386271,0.386271,0.386271,0.386271,0.386271,0.386271,0.386271,0.386271,0.386271,0.386271,0.386271,0.386271,0.386271,0.386271,0.386271,0.386271,0.386271,0.386271,0.386271,0.386271,0.386271,0.386271
26.0,1,0.29,50,26.0,23.82854459,0.4948392,0.4948392,0.4948392,0.4948392,0.4948392,0.4948392,0.4948392,0.4948392,0.4948392,0.4948392,0.4948392,0.4948392,0.4948392,0.4948392,0.4948392,0.4948392,0.4948392,0.4948392,0.4948392,0.4948392,0.4948392,0.4948392
26.0,2,0.58,50,26.0,22.50092064,0.43094867,0.43094867,0.43094867,0.43094867,0.43094867,0.43094867,0.43094867,0.43094867,0.43094867,0.43094867,0.43094867,0.43094867,0.43094867,0.43094867,0.43094867,0.43094867,0.43094867,0.43094867,0.43094867,0.43094867,0.43094867,0.43094867
26.0,3,0.94,50,26.0,21.65035065,0.41035858,0.41035858,0.41035858,0.41035858,0.41035858,0.41035858,0.41035858,0.41035858,0.41035858,0.41035858,0.41035858,0.41035858,0.41035858,0.41035858,0.41035858,0.41035858,0.41035858,0.41035858,0.41035858,0.41035858,0.41035858,0.41035858
26.0,4,1.37,50,26.0,20.99786431,0.4190136,0.4190136,0.4190136,0.4190136,0.4190136,0.4190136,0.4190136,0.4190136,0.4190136,0.4190136,0.4190136,0.4190136,0.4190136,0.4190136,0.4190136,0.4190136,0.4190136,0.4190136,0.4190136,0.4190136,0.4190136,0.4190136
26.0,5,1.87,50,26.0,20.49091151,0.31171054,0.31171054,0.31171054,0.31171054,0.31171054,0.31171054,0.31171054,0.31171054,0.31171054,0.31171054,0.31171054,0.31171054,0.31171054,0.31171054,0.31171054,0.31171054,0.31171054,0.31171054,0.31171054,0.31171054,0.31171054,0.31171054
26.5,0,0.07,50,26.5,25.04991076,0.21564873,0.21564873,0.21564873,0.21564873,0.21564873,0.21564873,0.21564873,0.21564873,0.21564873,0.21564873,0.21564873,0.21564873,0.21564873,0.21564873,0.21564873,0.21564873,0.21564873,0.21564873,0.21564873,0.21564873,0.21564873,0.21564873
26.5,1,0.29,50,26.5,24.33221479,0.37633875,0.37633875,0.37633875,0.37633875,0.37633875,0.37633875,0.37633875,0.37633875,0.37633875,0.37633875,0.37633875,0.37633875,0.37633875,0.37633875,0.37633875,0.37633875,0.37633875,0.37633875,0.37633875,0.37633875,0.37633875,0.37633875
26.5,2,0.58,50,26.5,22.98664822,0.4315565,0.4315565,0.4315565,0.4315565,0.4315565,0.4315565,0.4315565,0.4315565,0.4315565,0.4315565,0.4315565,0.4315565,0.4315565,0.4315565,0.4315565,0.4315565,0.4315565,0.4315565,0.4315565,0.4315565,0.4315565,0.4315565
26.5,3,0.94,50,26.5,22.18229568,0.44379607,0.44379607,0.44379607,0.44379607,0.44379607,0.44379607,0.44379607,0.44379607,0.44379607,0.44379607,0.44379607,0.44379607,0.44379607,0.44379607,0.44379607,0.44379607,0.44379607,0.44379607,0.44379607,0.44379607,0.44379607,0.44379607
26.5,4,1.37,50,26.5,21.55288998,0.35740075,0.35740075,0.35740075,0.35740075,0.35740075,0.35740075,0.35740075,0.35740075,0.35740075,0.35740075,0.35740075,0.35740075,0.35740075,0.35740075,0.35740075,0.35740075,0.35740075,0.35740075,0.35740075,0.35740075,0.35740075,0.35740075
26.5,5,1.87,50,26.5,21.06032424,0.30497465,0.30497465,0.30497465,0.30497465,0.30497465,0.30497465,0.30497465,0.30497465,0.30497465,0.30497465,0.30497465,0.30497465,0.30497465,0.30497465,0.30497465,0.30497465,0.30497465,0.30497465,0.30497465,0.30497465,0.30497465,0.30497465
27.0,0,0.07,50,27.0,25.56822788,0.16047525,0.16047525,0.16047525,0.16047525,0.16047525,0.16047525,0.16047525,0.16047525,0.16047525,0.16047525,0.16047525,0.16047525,0.16047525,0.16047525,0.16047525,0.16047525,0.16047525,0.16047525,0.16047525,0.16047525,0.16047525,0.16047525
27.0,1,0.29,50,27.0,24.83819438,0.3349764,0.3349764,0.3349764,0.3349764,0.3349764,0.3349764,0.3349764,0.3349764,0.3349764,0.3349764,0.3349764,0.3349764,0.3349764,0.3349764,0.3349764,0.3349764,0.3349764,0.3349764,0.3349764,0.3349764,0.3349764,0.3349764
27.0,2,0.58,50,27.0,23.47557613,0.41119635,0.41119635,0.41119635,0.41119635,0.41119635,0.41119635,0.41119635,0.41119635,0.41119635,0.41119635,0.41119635,0.41119635,0.41119635,0.41119635,0.41119635,0.41119635,0.41119635,0.41119635,0.41119635,0.41119635,0.41119635,0.41119635
27.0,3,0.94,50,27.0,22.66082307,0.4429478,0.4429478,0.4429478,0.4429478,0.4429478,0.4429478,0.4429478,0.4429478,0.4429478,0.4429478,0.4429478,0.4429478,0.4429478,0.4429478,0.4429478,0.4429478,0.4429478,0.4429478,0.4429478,0.4429478,0.4429478,0.4429478
27.0,4,1.37,50,27.0,22.09444723,0.36411282,0.36411282,0.36411282,0.36411282,0.36411282,0.36411282,0.36411282,0.36411282,0.36411282,0.36411282,0.36411282,0.36411282,0.36411282,0.36411282,0.36411282,0.36411282,0.36411282,0.36411282,0.36411282,0.36411282,0.36411282,0.36411282
27.0,5,1.87,50,27.0,21.61614394,0.3061936,0.3061936,0.3061936,0.3061936,0.3061936,0.3061936,0.3061936,0.3061936,0.3061936,0.3061936,0.3061936,0.3061936,0.3061936,0.3061936,0.3061936,0.3061936,0.3061936,0.3061936,0.3061936,0.3061936,0.3061936,0.3061936
27.5,0,0.07,50,27.5,26.08812818,0.18193966,0.18193966,0.18193966,0.18193966,0.18193966,0.18193966,0.18193966,0.18193966,0.18193966,0.18193966,0.18193966,0.18193966,0.18193966,0.18193966,0.18193966,0.18193966,0.18193966,0.18193966,0.18193966,0.18193966,0.18193966,0.18193966
27.5,1,0.29,50,27.5,25.34640368,0.30041125,0.30041125,0.30041125,0.30041125,0.30041125,0.30041125,0.30041125,0.30041125,0.30041125,0.30041125,0.30041125,0.30041125,0.30041125,0.30041125,0.30041125,0.30041125,0.30041125,0.30041125,0.30041125,0.30041125,0.30041125,0.30041125
27.5,2,0.58,50,27.5,23.96673525,0.3870987,0.3870987,0.3870987,0.3870987,0.3870987,0.3870987,0.3870987,0.3870987,0.3870987,0.3870987,0.3870987,0.3870987,0.3870987,0.3870987,0.3870987,0.3870987,0.3870987,0.3870987,0.3870987,0.3870987,0.3870987,0.3870987
27.5,3,0.94,50,27.5,23.14744484,0.45983586,0.45983586,0.45983586,0.45983586,0.45983586,0.45983586,0.45983586,0.45983586,0.45983586,0.45983586,0.45983586,0.45983586,0.45983586,0.45983586,0.45983586,0.45983586,0.45983586,0.45983586,0.45983586,0.45983586,0.45983586,0.45983586
27.5,4,1.37,50,27.5,22.57656696,0.37555626,0.37555626,0.37555626,0.37555626,0.37555626,0.37555626,0.37555626,0.37555626,0.37555626,0.37555626,0.37555626,0.37555626,0.37555626,0.37555626,0.37555626,0.37555626,0.37555626,0.37555626,0.37555626,0.37555626,0.37555626,0.37555626
27.5,5,1.87,50,27.5,22.14850264,0.30211058,0.30211058,0.30211058,0.30211058,0.30211058,0.30211058,0.30211058,0.30211058,0.30211058,0.30211058,0.30211058,0.30211058,0.30211058,0.30211058,0.30211058,0.30211058,0.30211058,0.30211058,0.30211058,0.30211058,0.30211058,0.30211058
28.0,0,0.07,50,28.0,26.60971049,0.22113757,0.22113757,0.22113757,0.22113757,0.22113757,0.22113757,0.22113757,0.22113757,0.22113757,0.22113757,0.22113757,0.22113757,0.22113757,0.22113757,0.22113757,0.22113757,0.22113757,0.22113757,0.22113757,0.22113757,0.22113757,0.22113757
28.0,1,0.29,50,28.0,25.85691342,0.28063837,0.28063837,0.28063837,0.28063837,0.28063837,0.28063837,0.28063837,0.28063837,0.28063837,0.28063837,0.28063837,0.28063837,0.28063837,0.28063837,0.28063837,0.28063837,0.28063837,0.28063837,0.28063837,0.28063837,0.28063837,0.28063837
28.0,2,0.58,50,28.0,24.46093062,0.37246424,0.37246424,0.37246424,0.37246424,0.37246424,0.37246424,0.37246424,0.37246424,0.37246424,0.37246424,0.37246424,0.37246424,0.37246424,0.37246424,0.37246424,0.37246424,0.37246424,0.37246424,0.37246424,0.37246424,0.37246424,0.37246424
28.0,3,0.94,50,28.0,23.63717371,0.49251077,0.49251077,0.49251077,0.49251077,0.49251077,0.49251077,0.49251077,0.49251077,0.49251077,0.49251077,0.49251077,0.49251077,0.49251077,0.49251077,0.49251077,0.49251077,0.49251077,0.49251077,0.49251077,0.49251077,0.49251077,0.49251077
28.0,4,1.37,50,28.0,23.06578178,0.40441293,0.40441293,0.40441293,0.40441293,0.40441293,0.40441293,0.40441293,0.40441293,0.40441293,0.40441293,0.40441293,0.40441293,0.40441293,0.40441293,0.40441293,0.40441293,0.40441293,0.40441293,0.40441293,0.40441293,0.40441293,0.40441293
28.0,5,1.87,50,28.0,22.63639023,0.28444052,0.28444052,0.28444052,0.28444052,0.28444052,0.28444052,0.28444052,0.28444052,0.28444052,0.28444052,0.28444052,0.28444052,0.28444052,0.28444052,0.28444052,0.28444052,0.28444052,0.28444052,0.28444052,0.28444052,0.28444052,0.28444052
28.5,0,0.07,50,28.5,27.1328243,0.2859311,0.2859311,0.2859311,0.2859311,0.2859311,0.2859311,0.2859311,0.2859311,0.2859311,0.2859311,0.2859311,0.2859311,0.2859311,0.2859311,0.2859311,0.2859311,0.2859311,0.2859311,0.2859311,0.2859311,0.2859311,0.2859311
28.5,1,0.29,50,28.5,26.36973027,0.2606032,0.2606032,0.2606032,0.2606032,0.2606032,0.2606032,0.2606032,0.2606032,0.2606032,0.2606032,0.2606032,0.2606032,0.2606032,0.2606032,0.2606032,0.2606032,0.2606032,0.2606032,0.2606032,0.2606032,0.2606032,0.2606032
28.5,2,0.58,50,28.5,24.95832753,0.34858993,0.34858993,0.34858993,0.34858993,0.34858993,0.34858993,0.34858993,0.34858993,0.34858993,0.34858993,0.34858993,0.34858993,0.34858993,0.34858993,0.34858993,0.34858993,0.34858993,0.34858993,0.34858993,0.34858993,0.34858993,0.34858993
28.5,3,0.94,50,28.5,24.12964744,0.49868998,0.49868998,0.49868998,0.49868998,0.49868998,0.49868998,0.49868998,0.49868998,0.49868998,0.49868998,0.49868998,0.49868998,0.49868998,0.49868998,0.49868998,0.49868998,0.49868998,0.49868998,0.49868998,0.49868998,0.49868998,0.49868998
28.5,4,1.37,50,28.5,23.55832286,0.42785135,0.42785135,0.42785135,0.42785135,0.42785135,0.42785135,0.42785135,0.42785135,0.42785135,0.42785135,0.42785135,0.42785135,0.42785135,0.42785135,0.42785135,0.42785135,0.42785135,0.42785135,0.42785135,0.42785135,0.42785135,0.42785135
28.5,5,1.87,50,28.5,23.13027654,0.27496028,0.27496028,0.27496028,0.27496028,0.27496028,0.27496028,0.27496028,0.27496028,0.27496028,0.27496028,0.27496028,0.27496028,0.27496028,0.27496028,0.27496028,0.27496028,0.27496028,0.27496028,0.27496028,0.27496028,0.27496028,0.27496028
