Indoor Temp,FanMode,Air Velocity,Indoor Humidity,Globe Temperature,SET*,User_1_Acceptance,User_2_Acceptance,User_4_Acceptance,User_5_Acceptance,User_6_Acceptance,User_7_Acceptance,User_9_Acceptance,User_10_Acceptance,User_12_Acceptance,User_13_Acceptance,User_14_Acceptance,User_16_Acceptance,User_17_Acceptance,User_18_Acceptance,User_19_Acceptance,User_20_Acceptance,User_21_Acceptance,User_22_Acceptance,User_23_Acceptance,User_24_Acceptance,User_25_Acceptance,User_26_Acceptance
25.5,1,0.29,50,25.5,23.32694447,0.012905928,0.17522724,0.14605309,0.34169784,0.14040552,0.15298127,0.15079965,0.09022141,0.28283495,0.03240555,0.13751495,0.19610973,0.057184715,0.15493578,0.122496404,0.22649626,0.21662654,0.34175822,0.23128821,0.18877275,0.23845486,0.22009782
25.5,2,0.58,50,25.5,22.00896573,0.6692566,0.4649025,0.5204222,0.18083517,0.28534487,0.25164184,0.09894394,0.40140662,0.08848861,0.36724713,0.58849853,0.17925139,0.3083329,0.15006296,0.41010615,0.3140243,0.2607862,0.46203294,0.18352579,0.25517115,0.40342662,0.48700294
25.5,3,0.94,50,25.5,21.10145941,0.0016896037,0.033964124,0.055272717,0.33204374,0.178037,0.079575635,0.013472003,0.008557968,0.012219392,0.05686694,0.42935243,0.46696296,0.16824101,0.025910014,0.041128308,0.12423507,0.05728784,0.34018907,0.028746048,0.14764844,0.09137187,0.2833082
25.5,4,1.37,50,25.5,20.43102963,0.0024678991,0.010237222,0.0067493618,0.43065432,0.08969589,0.1328213,0.14960106,0.0036329061,0.11793464,0.18580674,0.07731935,0.44197726,0.28124455,0.005993057,0.0604821,0.06423303,0.06945066,0.27454796,0.04660056,0.2736791,0.044943005,0.33238018
25.5,5,1.87,50,25.5,19.90867457,0.0028536571,0.01371294,0.007203745,0.44881305,0.11137148,0.13841274,0.20069444,0.0030738206,0.1214923,0.6706297,0.048863616,0.58801913,0.4041865,0.0075018276,0.072163515,0.1052109,0.06733772,0.29941925,0.053788725,0.27431285,0.06594699,0.34040615
26.0,0,0.07,50,26.0,24.53324108,0.5788495,0.4238988,0.60808104,0.4524816,0.3345933,0.59402746,0.13009289,0.37217858,0.2633096,0.46757278,0.673882,0.39993277,0.8071077,0.3186177,0.47925314,0.2991524,0.20371914,0.32052344,0.34527087,0.40165398,0.67452216,0.323844
26.0,1,0.29,50,26.0,23.82854459,0.006853668,0.20140868,0.14343835,0.34913537,0.18276225,0.17829001,0.36193696,0.009503719,0.25743446,0.008609558,0.10701745,0.28668877,0.18719225,0.28775513,0.12481913,0.42006838,0.39872146,0.23770748,0.36193195,0.24898358,0.1824069,0.36254534
26.0,2,0.58,50,26.0,22.50092064,0.63621646,0.36959037,0.5202543,0.1556911,0.2509461,0.20709689,0.08350274,0.40302595,0.08638376,0.3161368,0.5613404,0.15063445,0.3019978,0.12501349,0.36057946,0.30375192,0.1988725,0.40869603,0.15460666,0.19898368,0.328944,0.33373567
26.0,3,0.94,50,26.0,21.65035065,0.0036452906,0.044734698,0.05735187,0.21339615,0.16129614,0.058406416,0.009454609,0.013916086,0.010282293,0.11945826,0.38040912,0.2535902,0.12723535,0.030061645,0.04612704,0.12521446,0.062219847,0.34636697,0.02848818,0.1368566,0.088175185,0.22721565
26.0,4,1.37,50,26.0,20.99786431,0.004110377,0.010183927,0.007177398,0.3045735,0.077601574,0.097490214,0.09623284,0.004900094,0.06179884,0.08166013,0.065762736,0.29906055,0.16058521,0.0056697107,0.050953228,0.07973153,0.05257975,0.20274854,0.039353322,0.23848176,0.034688707,0.29430914
26.0,5,1.87,50,26.0,20.49091151,0.0038852112,0.012375829,0.0069866795,0.342996,0.0917693,0.10487151,0.14468889,0.003449838,0.072905295,0.35808268,0.033855006,0.32293448,0.29219493,0.00639512,0.06159478,0.12710093,0.052041244,0.25120902,0.046438172,0.24620657,0.04648882,0.31747326
26.5,0,0.07,50,26.5,25.04991076,0.69503194,0.45769587,0.7168524,0.5457359,0.425988,0.68243027,0.17593133,0.52052027,0.35955703,0.5723604,0.70917434,0.4560759,0.8438105,0.39553538,0.5613937,0.32225466,0.2406696,0.30336007,0.45846462,0.45257905,0.7324329,0.35451093
26.5,1,0.29,50,26.5,24.33221479,0.012925015,0.22054796,0.13938998,0.46775892,0.32969135,0.23760699,0.32138264,0.040554527,0.38397992,0.012789569,0.23113073,0.47983813,0.32471547,0.3325997,0.16354448,0.41841686,0.36087456,0.40329483,0.37190664,0.40629676,0.26877466,0.46568456
26.5,2,0.58,50,26.5,22.98664822,0.58602667,0.28974077,0.5055405,0.13065709,0.2149384,0.20740174,0.06812256,0.394662,0.07646826,0.27222073,0.52308995,0.13597918,0.32192552,0.12672208,0.36591125,0.26952842,0.15676403,0.36766848,0.13560791,0.17859964,0.2858884,0.27930793
26.5,3,0.94,50,26.5,22.18229568,0.010146026,0.054737788,0.057163898,0.15098475,0.14490262,0.0516725,0.008851643,0.020657683,0.010992047,0.18674915,0.3323047,0.16792302,0.09680047,0.03167222,0.051776063,0.124210484,0.0650014,0.3443551,0.031090682,0.121897995,0.087723486,0.21231283
26.5,4,1.37,50,26.5,21.55288998,0.006864671,0.010465744,0.0078077014,0.22400455,0.07243591,0.07171974,0.058063146,0.00661928,0.036251314,0.07005192,0.06311422,0.22257788,0.12295779,0.0056934613,0.043095797,0.100870155,0.039633054,0.16588117,0.032926388,0.19776268,0.028581666,0.2549067
26.5,5,1.87,50,26.5,21.06032424,0.0057061207,0.0111839995,0.0068332236,0.26216602,0.08269177,0.08037516,0.09556813,0.0038723927,0.04989952,0.15335204,0.029402927,0.22417955,0.16166048,0.005856317,0.05300616,0.14858232,0.041719425,0.19152974,0.0397709,0.21712899,0.03468811,0.29370978
27.0,0,0.07,50,27.0,25.56822788,0.7934081,0.47339097,0.7729141,0.5838661,0.46498755,0.73688716,0.2739729,0.73282784,0.43609348,0.6608842,0.69148517,0.4985074,0.8463754,0.42002225,0.6153559,0.2845758,0.27153137,0.26485097,0.45038685,0.46889174,0.68732816,0.3762169
27.0,1,0.29,50,27.0,24.83819438,0.07581232,0.389891,0.15480505,0.52451116,0.44242755,0.25153574,0.41069922,0.26595783,0.54154545,0.050732136,0.34574732,0.66095275,0.5524013,0.35588446,0.3036163,0.45214963,0.5487899,0.5658698,0.49718443,0.48852742,0.3203353,0.60443896
27.0,2,0.58,50,27.0,23.47557613,0.5137624,0.28355798,0.45877305,0.117002465,0.20259577,0.24207492,0.053713772,0.40976715,0.059717074,0.24743061,0.4542474,0.14464623,0.32525453,0.14148457,0.36651334,0.26007724,0.144679,0.3499174,0.11372772,0.16178757,0.27789083,0.26371804
27.0,3,0.94,50,27.0,22.66082307,0.028999949,0.068119906,0.0574559,0.12828921,0.12610935,0.05462657,0.009133315,0.029667715,0.013171461,0.21992242,0.29365414,0.15293455,0.08518547,0.034865268,0.06459934,0.12549376,0.0677962,0.33828595,0.036628522,0.109366536,0.08901256,0.20372675
27.0,4,1.37,50,27.0,22.09444723,0.011393279,0.010699242,0.008714835,0.1755027,0.072332434,0.05385959,0.035434715,0.008133651,0.021779282,0.08228185,0.06682851,0.216883,0.09550965,0.0061146016,0.037007768,0.1250623,0.031648017,0.14514391,0.02728121,0.15679486,0.025668658,0.20947129
27.0,5,1.87,50,27.0,21.61614394,0.009121571,0.010425288,0.0067967535,0.21011288,0.080743216,0.06391996,0.062461678,0.0039553437,0.037514664,0.09635279,0.028800512,0.21568231,0.121201985,0.005717036,0.04603225,0.16268225,0.03486668,0.15352975,0.033764545,0.18746258,0.02816389,0.27016762
27.5,0,0.07,50,27.5,26.08812818,0.8548608,0.44838724,0.7928627,0.5376464,0.49186695,0.7410907,0.36199996,0.795579,0.4952574,0.75524384,0.68438154,0.5212041,0.82580084,0.38873717,0.607838,0.279137,0.29981986,0.2852335,0.38609183,0.44360137,0.66010004,0.3520523
27.5,1,0.29,50,27.5,25.34640368,0.32069033,0.56809956,0.32584932,0.5202672,0.48067364,0.38777196,0.5232625,0.45399347,0.5563918,0.28933918,0.5498257,0.6496951,0.5518317,0.35223785,0.5043177,0.5199165,0.66233855,0.57539517,0.55280215,0.5352066,0.39930654,0.6598983
27.5,2,0.58,50,27.5,23.96673525,0.40978718,0.28944218,0.41239858,0.13136363,0.23183733,0.3113418,0.04438771,0.42737576,0.052882995,0.21995813,0.39972186,0.20850886,0.35886812,0.1686427,0.3611093,0.28056774,0.1462471,0.3477815,0.09949478,0.15213786,0.31833407,0.3070512
27.5,3,0.94,50,27.5,23.14744484,0.07247849,0.075184196,0.06036571,0.118317485,0.11252249,0.06843301,0.009788746,0.039653882,0.015860356,0.24813811,0.27302563,0.15747978,0.08596835,0.036956172,0.0801607,0.12639226,0.069348164,0.32307917,0.039277587,0.1081698,0.08951052,0.1905516
27.5,4,1.37,50,27.5,22.57656696,0.018475052,0.011377898,0.009850822,0.13630877,0.07685381,0.04583506,0.022784388,0.009915854,0.015145876,0.10765928,0.07363984,0.24694054,0.07247147,0.0069725257,0.03225846,0.14639205,0.027925795,0.13317555,0.023092173,0.12979193,0.025051698,0.17113096
27.5,5,1.87,50,27.5,22.14850264,0.018766463,0.010103687,0.007025819,0.17145646,0.08525503,0.055505294,0.041198652,0.004133011,0.028309608,0.08771237,0.031485416,0.23754072,0.09829983,0.006046668,0.040628243,0.17305891,0.031250264,0.13385119,0.029079497,0.15876125,0.025068605,0.2426735
28.0,0,0.07,50,28.0,26.60971049,0.8737944,0.3992671,0.7751846,0.4831294,0.4918196,0.69069576,0.36781284,0.7966614,0.5415179,0.8025553,0.68265367,0.5681934,0.8073163,0.33712003,0.58656645,0.28702304,0.30096892,0.28294864,0.35372734,0.41421986,0.63696533,0.31743932
28.0,1,0.29,50,28.0,25.85691342,0.7196493,0.63700837,0.47113132,0.4503596,0.4981418,0.5035442,0.55526775,0.5081734,0.5775017,0.6730954,0.6941452,0.51914775,0.47221318,0.37538993,0.5822473,0.5424881,0.719522,0.59328526,0.58589536,0.60249305,0.4819859,0.7008067
28.0,2,0.58,50,28.0,24.46093062,0.3413906,0.3289175,0.38686666,0.17810707,0.2720636,0.36525062,0.04668944,0.4546971,0.06616961,0.18759756,0.4143375,0.28800973,0.38037273,0.19714437,0.3953794,0.30277467,0.17447229,0.40341055,0.11739087,0.1768382,0.4470278,0.38486195
28.0,3,0.94,50,28.0,23.63717371,0.15482233,0.07733642,0.062439945,0.11147078,0.10599261,0.095267944,0.01085743,0.053619217,0.018703425,0.30360633,0.2571145,0.17619884,0.09157134,0.039458953,0.0880953,0.13013409,0.07434467,0.30309522,0.042735457,0.11129036,0.09095457,0.17938988
28.0,4,1.37,50,28.0,23.06578178,0.030930743,0.012694977,0.011341746,0.11028273,0.08654818,0.04611809,0.015787406,0.012217456,0.012200915,0.13853855,0.080973774,0.3432376,0.056884404,0.008529075,0.029001052,0.15902084,0.02853637,0.12470534,0.020815978,0.11302849,0.027491473,0.14447373
28.0,5,1.87,50,28.0,22.63639023,0.053671315,0.010276936,0.007649639,0.1413993,0.09660176,0.054279935,0.028145643,0.0045025614,0.020661652,0.09646845,0.037853148,0.30160856,0.08011337,0.0070308833,0.03683883,0.18596816,0.030719742,0.12255341,0.026025318,0.13933343,0.024764834,0.22246635
28.5,0,0.07,50,28.5,27.1328243,0.8813594,0.37352848,0.76230174,0.47556973,0.46281734,0.6717445,0.3455267,0.78693074,0.5865574,0.8275051,0.7086961,0.6255176,0.8027592,0.31282812,0.60446674,0.288308,0.28417945,0.2929523,0.34423578,0.44935894,0.6182316,0.3596166
28.5,1,0.29,50,28.5,26.36973027,0.84877926,0.55018777,0.44957444,0.38789582,0.44452938,0.48206842,0.5007189,0.42771375,0.49445474,0.81538254,0.68439054,0.43493485,0.40891016,0.3743217,0.51997894,0.5223495,0.6539563,0.56944853,0.49808684,0.5927616,0.4937688,0.6702226
28.5,2,0.58,50,28.5,24.95832753,0.34033284,0.3414036,0.34573588,0.2312609,0.27287084,0.37081376,0.06567978,0.47288284,0.0892024,0.21087366,0.4331437,0.37114713,0.40382648,0.18283719,0.39850363,0.3007197,0.22680335,0.4695976,0.15821077,0.22509158,0.5047058,0.41944817
28.5,3,0.94,50,28.5,24.12964744,0.25254408,0.082064904,0.069128774,0.11196954,0.11254879,0.13371877,0.012089769,0.08571152,0.021730913,0.3998758,0.2453837,0.24506682,0.100967385,0.04545105,0.10057968,0.14251135,0.08318252,0.29181668,0.04775718,0.11508133,0.09767798,0.1830398
28.5,4,1.37,50,28.5,23.55832286,0.06290162,0.014984265,0.013741542,0.09927564,0.101155944,0.059329133,0.011983625,0.015123646,0.011796597,0.16892369,0.08290415,0.50200754,0.049421195,0.011390458,0.029043471,0.16884135,0.033876017,0.11935692,0.021314343,0.1057094,0.032321654,0.13700968
