Indoor Temp,FanMode,Air Velocity,Indoor Humidity,Globe Temperature,SET*,User_1_Acceptance,User_2_Acceptance,User_4_Acceptance,User_5_Acceptance,User_6_Acceptance,User_7_Acceptance,User_9_Acceptance,User_10_Acceptance,User_12_Acceptance,User_13_Acceptance,User_14_Acceptance,User_16_Acceptance,User_17_Acceptance,User_18_Acceptance,User_19_Acceptance,User_20_Acceptance,User_21_Acceptance,User_22_Acceptance,User_23_Acceptance,User_24_Acceptance,User_25_Acceptance,User_26_Acceptance
28.5,5,1.87,50,28.5,23.13027654,0.24743874,0.011225935,0.008902433,0.119788796,0.1158222,0.062259153,0.020054128,0.005228145,0.016661542,0.1150648,0.04841028,0.43825197,0.06586818,0.009205434,0.03486003,0.20174336,0.034279186,0.11842284,0.024920767,0.13005449,0.027438601,0.2121094
29.0,0,0.07,50,29.0,27.65747353,0.87365294,0.39216724,0.7580592,0.50478464,0.4699398,0.6722005,0.33285034,0.78117126,0.6266447,0.8091562,0.7403431,0.65778166,0.8172167,0.3197943,0.63320494,0.30271223,0.30154434,0.33935165,0.3637394,0.5009613,0.62477833,0.46725264
29.0,1,0.29,50,29.0,26.88486816,0.8040831,0.40941644,0.3916533,0.37367645,0.36756644,0.42252013,0.35935143,0.37162694,0.41062617,0.8054247,0.59289056,0.40836778,0.41812932,0.33388805,0.38648388,0.434196,0.5132531,0.49674,0.38806984,0.47846213,0.46395135,0.51525277
29.0,2,0.58,50,29.0,25.45906194,0.35426888,0.34918284,0.3803464,0.27682105,0.25629276,0.40063253,0.09654725,0.45741567,0.109071374,0.27201858,0.41946068,0.41620985,0.4263262,0.18335648,0.40983227,0.28944054,0.28261873,0.4953432,0.19826384,0.26925197,0.4991984,0.45328274
29.0,3,0.94,50,29.0,24.62575867,0.35949433,0.094809264,0.0794695,0.119261324,0.13435227,0.16958517,0.014189872,0.16278969,0.025876045,0.5402231,0.24368238,0.35011578,0.12482891,0.052384496,0.1210135,0.17144372,0.09469011,0.30235937,0.05426671,0.12143748,0.12719116,0.19696076
29.0,4,1.37,50,29.0,24.05391538,0.16691612,0.01920511,0.018119784,0.09942021,0.11963708,0.08679224,0.0103547,0.019211205,0.013795485,0.20063393,0.08714831,0.59037966,0.04833901,0.016979018,0.03389448,0.17520292,0.04500687,0.12254775,0.025369093,0.10660291,0.04068538,0.15358746
29.0,5,1.87,50,29.0,23.62757438,0.38635615,0.013491164,0.011367488,0.10844358,0.14062439,0.08570253,0.014912893,0.0064774826,0.015583892,0.14734314,0.06478887,0.5625372,0.056638617,0.013824941,0.03531194,0.21995775,0.042618375,0.12223214,0.026393047,0.12698488,0.03421031,0.21324307
29.5,0,0.07,50,29.5,28.1836337,0.8473622,0.44923627,0.756371,0.54314446,0.5060789,0.6862941,0.3503414,0.7780368,0.6559795,0.76713353,0.758065,0.6852259,0.8300438,0.35325432,0.6578866,0.3359231,0.34731433,0.3944091,0.39853498,0.5334724,0.6377123,0.54658407
29.5,1,0.29,50,29.5,27.40233952,0.7102403,0.32699132,0.3863398,0.3637921,0.3196674,0.36815944,0.30605164,0.34287512,0.37886596,0.74984974,0.5057484,0.41066313,0.43859157,0.28388155,0.3329119,0.35177442,0.39042792,0.3999288,0.33473918,0.3927654,0.41518316,0.3987058
29.5,2,0.58,50,29.5,25.96299109,0.40024814,0.39240944,0.4650589,0.34401512,0.2757052,0.4629836,0.13147499,0.4708031,0.14349513,0.34119013,0.40427768,0.55205774,0.44575655,0.19070518,0.4460782,0.32256666,0.32435796,0.5212038,0.24804448,0.31789175,0.5094661,0.4831835
29.5,3,0.94,50,29.5,25.12550164,0.45885494,0.11003068,0.09435371,0.13029544,0.148286,0.21150935,0.01755877,0.29003194,0.031389866,0.63954943,0.24669798,0.41641453,0.16210873,0.058602314,0.14327662,0.17446418,0.10728683,0.33366725,0.0636521,0.13577221,0.1806044,0.20790179
29.5,4,1.37,50,29.5,24.55322284,0.2720522,0.027226746,0.02613887,0.11010926,0.13629563,0.13278632,0.010332708,0.025866983,0.018726861,0.24378107,0.09356636,0.6374436,0.053584676,0.02664475,0.046029806,0.18296354,0.06373239,0.1347124,0.034713257,0.119268775,0.05350074,0.18613851
29.5,5,1.87,50,29.5,24.12835628,0.64796966,0.018194474,0.016010564,0.10774922,0.17370357,0.12815619,0.011808983,0.008877595,0.017039277,0.19280149,0.08488917,0.60676116,0.05296923,0.022284774,0.040429953,0.24754702,0.05662398,0.13542889,0.031906415,0.1285093,0.0463945,0.23131387
30.0,0,0.07,50,30.0,28.71126182,0.818556,0.5084173,0.7571247,0.600483,0.560082,0.70018286,0.39368263,0.77661926,0.66437715,0.72584254,0.7766855,0.7156276,0.83835673,0.40969834,0.6848585,0.39690253,0.41016468,0.457085,0.45678517,0.57500434,0.6692564,0.6091647
30.0,1,0.29,50,30.0,27.9221571,0.60727465,0.30283055,0.40727094,0.3584911,0.29060778,0.34823933,0.28174266,0.33628264,0.3149123,0.6537667,0.44883546,0.43401513,0.48852506,0.25542793,0.33191535,0.31466517,0.33730927,0.34679833,0.31642482,0.35118237,0.38642058,0.3601319
30.0,2,0.58,50,30.0,26.47043557,0.42669216,0.45848998,0.5388047,0.5501651,0.3297993,0.5370719,0.1925999,0.47322607,0.20361827,0.35025227,0.42870054,0.70530033,0.49297264,0.20553513,0.49959025,0.3845668,0.41620752,0.5619435,0.35520685,0.43968225,0.50113744,0.54337436
30.0,3,0.94,50,30.0,25.62904358,0.54523677,0.12158642,0.118677236,0.14627184,0.1398099,0.26245466,0.022518316,0.4062961,0.038478527,0.7284293,0.24800456,0.48906675,0.20955808,0.062420607,0.16409293,0.1570291,0.12190303,0.37282267,0.07671272,0.15769593,0.22896777,0.21406288
30.0,4,1.37,50,30.0,25.05646889,0.44183508,0.04263984,0.04171299,0.12932934,0.16079263,0.19586027,0.012015549,0.037638754,0.027843399,0.29345086,0.10187336,0.6685427,0.06617194,0.041299377,0.06804059,0.19814771,0.09438223,0.1565891,0.05149469,0.14502433,0.07230515,0.24252029
30.0,5,1.87,50,30.0,24.63294475,0.7648805,0.028060518,0.024823865,0.11467138,0.22222523,0.17205817,0.010593403,0.013790723,0.021598272,0.22515388,0.1097495,0.6292671,0.055349812,0.035556305,0.05300973,0.28064346,0.07910508,0.15909111,0.042268038,0.13875502,0.06341455,0.2728701
