"N","mean_acceptance_avg","Eall_sum"
2,0.835230795225216,201.047480012579
4,0.829246597248,201.003229652143
6,0.552544065446408,215.471185248774
8,0.923485115381495,178.494921925188
10,0.942626995264745,173.856121223207
12,0.904168773968005,184.89517225563
14,0.897570933117189,186.555814842183
16,0.899588293913245,184.905349912757
18,0.968447492695092,173.502527305197
20,0.952246942211936,180.426307986351
