"value1","value2","value3","value4","value5","value6","value7","value8","value9","value10","value11","value12","value13","value14","value15","value16","value17","value18","value19","value20","value21","value22","value23","value24"
NA,NA,NA,NA,NA,NA,NA,1.22949948195322,1.65299678241379,1.87567841615858,1.97848465904416,1.92423718931903,1.41812696345174,1.90161645513964,1.88142501646213,1.86815128695241,1.91001930040484,1.23873601367129,1.13952533328135,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.12332841119075,2.97627653396248,2.8681361786672,2.81257238311164,2.7551006411034,2.70637345528815,2.65226736933113,2.68874988551398,2.66145603981263,2.46816821903843,1.04808328839378,1.06412398206931,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.07878144874279,2.94545108090343,2.80854711825411,2.60881374156886,1.08335652424564,1.70630549190973,1.68977042316924,1.91935263187309,2.71210961855737,1.14586757644306,1.78664641960884,1.01773819440965,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.143310543158,2.99164236474101,2.77389021050925,2.77394606956921,2.66558685268852,1.17778731782724,2.70073710593884,2.5862489564443,2.67137836804923,2.5183637737509,2.6706040088289,1.0889275071807,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.20883655219648,2.36981452057626,2.9817970543794,2.90171131351902,2.9114941916676,2.82890653516941,2.83303074986847,2.83111578457127,2.8094002691713,2.82586820116619,2.76421392751061,1.179017615379,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.1577874529635,2.28296732057402,3.19959132646186,2.90615488147724,2.85444287348286,2.82904871640608,2.80249707014288,2.81716993603017,2.81654231785419,2.9897654823149,2.73714407918636,1.19743374555542,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.28515914761259,1.97245376831124,3.13030872312482,3.00702933604804,2.89753471288429,2.59561450222213,2.57216686757909,2.38746086505966,2.51221826794818,2.53595845540746,1.3927578367337,1.07794057168657,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1.03739115949504,2.9515807203769,2.92003968567483,2.4027732976777,2.45336491097557,2.73650194416622,2.696698640538,2.68862759742958,2.31772776072551,2.69226465168913,2.75325309278121,1.11013527473783,NA,NA,NA,NA,NA
