"N","mean_acceptance_avg","Eall_sum"
2,0.278285579081038,194.874501461868
4,0.271480917962433,190.624382258489
6,0.290978684083068,191.434886571663
8,0.367278129776359,210.018569350283
10,0.290214077119348,195.124923094682
12,0.289650533775326,191.904369746055
14,0.309732634155879,197.254254543491
16,0.313912436140058,197.728421348438
18,0.352617354087937,196.314577200905
20,0.396888046791024,216.925886836403
