"Rdissatisfied","Rdissatisfied_true_TP","Rdissatisfied_true_TP_AMP","Eall","Npresent","Nsatisfied_ave_all_sim","Nsatisfied_ave_all_eval1","Nsatisfied_ave_all_eval2","ta","Eplant_target","Eahu_target","Ecfan","Eplant","Qcoil","Qmid1","Qmid2","Qmid3","Qmid4","Qmidn","Qmide","Qmids","Qmidw","V23","V24","V25","V26"
0.0581395348837209,0.0465116279069767,0.0581395348837209,19.6092985749328,86,81,82,81,625.411648191952,16.6356682687225,2.63363030621031,0.34,3036.82448092793,13883.1376668917,75.966913135999,79.8783945175087,79.7340012251651,79.2863735709963,133.542054341321,117.325863781408,138.148253454988,113.071760207818,23,35,25,17
NA,NA,NA,1.17709555402155,0,0,0,0,25.5896814659828,1.02539164748726,0.15170390653429,0,194.984804039115,897.821405936617,4.72148881098443,5.10664205174089,5.07552230778669,4.91499616574268,8.81586953500626,7.33160237326479,9.57641842985998,7.15172967158882,0,0,0,0
0,0,0,1.13229479568778,4,4,4,4,27.1998140270672,0.952517051625283,0.139777744062493,0.04,195.901874517798,901.920261258843,4.38533030972774,5.30297950008867,5.33974245041785,5.22102384538362,9.01468422144466,7.03323877871128,9.9488792199706,6.87258104011127,3,3,5,0
0,0,0,2.49550239269772,9,9,9,9,24.6177027697541,2.14532931254861,0.317173080149114,0.033,359.97597905946,1592.34248417781,9.48979711326476,9.46910509493898,9.39507453393413,9.41708992991157,14.7109767708624,13.740387184281,14.7563111422319,12.7274485171023,3,4,2,1
0.2,0.2,0.2,1.0237116963475,5,4,4,4,26.8246271932815,0.864451892696693,0.133259803650804,0.026,186.848663940892,852.764990737556,3.94530147939274,4.65951478135733,4.68509152454935,4.50091347445667,8.86814798409497,6.91891149650182,9.78715737914639,6.76086529480507,2,3,0,3
0,0,0,2.44490427132964,12,12,12,12,24.6942651377688,2.06864826472863,0.350256006601009,0.026,365.189674391781,1567.4903727788,8.87918379682609,8.82997183612141,8.7077791644236,8.79425567034723,15.2999532365624,13.7747682723515,15.2412029330026,12.9112376363275,3,3,2,0
0.111111111111111,0.111111111111111,0.111111111111111,1.12152696224607,9,8,8,8,26.5265881718083,0.949311924946153,0.13921503729992,0.033,197.797276102168,916.981861953594,4.40097979944999,4.40750944306936,4.2965055015402,4.3487426504951,9.89241008333344,7.7180387580859,10.9175641315733,7.54173838036312,2,4,1,3
0,0,0,2.98832547959266,10,10,10,10,24.3886564982137,2.4425699231715,0.512755556421165,0.033,394.809324069382,1741.59159152812,10.7747182768343,10.996170727708,10.8527028667672,11.0123406982977,15.4163004988745,14.4851237688009,15.4241765587173,13.7225620682429,3,4,2,1
0.166666666666667,0.0833333333333334,0.166666666666667,1.54036102111313,12,10,11,10,25.8349625447594,1.34639880756535,0.160962213547776,0.033,250.769992369626,1225.45510093572,6.57954036299829,7.08418172697245,7.18073665533403,7.05814515063912,11.8293034992108,10.3771904918502,11.6561467338248,10.5056186124196,1,4,3,2
0.125,0.125,0.125,1.25840225923811,8,7,7,7,27.2698646889644,1.04453573169279,0.14886652754532,0.065,201.08968764505,936.272777716783,4.86335416991989,5.4218542174896,5.47280170672882,5.4594474403133,9.18455185232873,7.8839948531142,9.28435469349029,7.74172565469179,4,4,5,4
0,0,0,1.94920242369241,12,12,12,12,24.6534116146686,1.65658773545245,0.269614688239955,0.023,290.683519202467,1406.64580983968,8.01638910626695,8.42220031064496,8.68205007759667,8.67352906600471,12.5100791650299,12.4929321443109,12.4470010155456,11.7632332668609,0,4,2,1
0,0,0,1.05375466068181,5,5,5,5,25.9175859357659,0.886539623381886,0.13921503729992,0.028,184.707308785647,838.669281119996,4.0253607370184,4.03133308232555,3.92980321210401,3.97758197456121,9.04810314033067,7.05931215305007,9.98576135355305,6.89805882975705,2,2,3,2
NA,NA,NA,1.4242170582844,0,0,0,0,24.3453650349853,1.25338635342586,0.170830704858542,0,214.066376804547,1005.18172890815,5.88546917331543,6.14693174505141,6.11619122398258,5.90830750484336,8.95167435424254,8.51036350708513,9.12327986407198,8.47496123554775,0,0,0,0
