"Rdissatisfied","Rdissatisfied_true_TP","Rdissatisfied_true_TP_AMP","Eall","Npresent","Nsatisfied_ave_all_sim","Nsatisfied_ave_all_eval1","Nsatisfied_ave_all_eval2","ta","Eplant_target","Eahu_target","Ecfan","Eplant","Qcoil","Qmid1","Qmid2","Qmid3","Qmid4","Qmidn","Qmide","Qmids","Qmidw","V23","V24","V25","V26"
0.0813953488372093,0.0581395348837209,0.0813953488372093,19.8671528658705,86,79,81,79,629.036223768478,16.9024455507238,2.62570731514664,0.339,3000.73857081882,13779.2974928128,77.6158328080913,79.715722392749,79.3660278286301,78.747772459585,131.750641172192,115.159901543043,136.5322486653,111.466286616737,25,35,22,17
NA,NA,NA,1.72440893885136,0,0,0,0,24.3504457868365,1.49973317776054,0.224675761090822,0,229.036143930908,1057.73383498965,6.9260619671121,6.84379380689025,6.76720341265709,6.56918592311277,8.98753451283473,8.75430732183713,9.12264988866861,8.27668292902983,0,0,0,0
0,0,0,1.06714781933839,4,4,4,4,26.7140853030087,0.893228283092669,0.138919536245721,0.035,186.506542456569,845.634130276541,4.04996153144263,4.08509527615188,4.02946624613625,4.0018907714255,9.1034001782427,7.10245479252995,10.0467888435787,6.94021597747216,3,3,4,0
0,0,0,2.35329569764026,9,9,9,9,24.5634888934958,2.0006103852758,0.319685312364464,0.033,328.500131677402,1507.9975522894,9.18390975576037,8.64024962072231,8.69296521895915,8.58205671763742,14.0868482253537,13.2698978184538,14.1356856254159,12.3402626263718,3,4,2,1
0.2,0.2,0.2,1.02571176463599,5,4,4,4,26.8589561674012,0.864022373937853,0.131689390698133,0.03,188.606977306155,863.645959416357,3.95642538125977,4.89539730560946,4.92350926536117,4.71920145407493,8.86787361281503,6.91869743257252,9.78685457467111,6.79871920667291,3,3,0,3
0,0,0,2.4417268329378,12,12,12,12,24.7757848198969,2.06851930915056,0.347207523787243,0.026,366.209493454084,1581.00401405917,8.93023635209495,9.08530336837877,9.17098279817654,9.23384743183118,15.2186981069699,13.662451548713,15.1881477225333,12.848868392784,3,3,2,0
0.111111111111111,0,0.111111111111111,1.68038199621037,9,8,9,8,25.0354699907221,1.48577421571794,0.178607780492437,0.016,268.033515141146,1315.29317620202,7.29098630177506,7.49888538687319,7.49469251741474,7.34626062911362,12.7592212332563,11.2185156652593,12.6760013367576,11.2041628371181,0,3,0,2
0,0,0,3.0179194968915,10,10,10,10,24.4010933164134,2.47909097909167,0.505828517799824,0.033,388.341533156095,1708.55085306714,10.9070306560684,11.0387826157893,10.7607688313916,10.8915988475788,14.6386606432797,13.9659091876617,14.5702958186605,13.8745955956696,3,4,2,1
0.166666666666667,0.0833333333333334,0.166666666666667,1.54320041462475,12,10,11,10,25.8922211699648,1.34439071970119,0.16180969492356,0.037,250.360842672418,1222.79371807977,6.56617268558373,7.21513829339075,7.31746959337788,7.08690044097039,11.8021705393522,10.1977343351785,11.6949678512397,10.3393765588018,2,4,3,2
0.125,0.125,0.125,1.10987290919388,8,7,7,7,27.5885796523278,0.908051882060996,0.136821027132881,0.065,192.127039491661,882.417822995592,4.17057987806079,4.4031441308334,4.44204233614677,4.41183672929069,9.3745230196767,7.31398429653985,10.346008243498,7.14691358925848,4,4,5,4
0.166666666666667,0.166666666666667,0.166666666666667,1.78683302846244,12,10,10,10,26.0751431283319,1.55780033245073,0.202032696011717,0.027,227.709513050054,1089.23221591327,7.45162679124764,7.81495036602085,7.77833753177264,7.8192777220887,8.51852877972236,8.40562471983925,8.66557427830216,7.67396376798422,2,4,0,2
0,0,0,1.06406072055356,5,5,5,5,26.4374006638887,0.887845683253636,0.13921503729992,0.037,184.995226962257,838.740941785418,4.02536074449208,4.03133308981032,3.92980321940028,3.97758198194618,9.04810315712982,7.05931216615673,9.98576137209311,6.89805884256432,2,3,4,2
NA,NA,NA,1.05259324653016,0,0,0,0,25.5075182932536,0.913378209230236,0.13921503729992,0,190.311611520067,866.253273738474,4.15748076319374,4.1636491322786,4.05878685783602,4.10813381051488,9.34507916355863,7.29101225830119,10.3135131098812,7.12446629301004,0,0,0,0
