"N","mean_acceptance_avg","Eall_sum"
2,0.650318799025135,200.442550965378
4,0.684951526176601,199.659840726644
6,0.620119432726248,211.016065920629
8,0.668620946544409,177.391886649886
10,0.527792249501897,172.244735865863
12,0.670720617024853,183.663115936003
14,0.70219472769841,184.938656390195
16,0.682086651197992,183.235527459771
18,0.494070913833633,172.140919003567
20,0.653795186354792,178.946307986351
