Indoor Temp,FanMode,Air Velocity,Indoor Humidity,SET*,9,User_2_Acceptance,User_3_Acceptance,User_5_Acceptance,User_6_Acceptance,User_7_Acceptance,User_9_Acceptance,User_12_Acceptance,User_13_Acceptance,User_14_Acceptance,User_16_Acceptance,User_17_Acceptance,User_18_Acceptance,User_19_Acceptance,User_20_Acceptance,User_23_Acceptance,User_24_Acceptance,User_25_Acceptance,User_26_Acceptance
25.0,1,0.29,50,22.8277173270748,0.685802252709808,0.7595818,0.7595818,0.7595818,0.7595818,0.7595818,0.7595818,0.7595818,0.7595818,0.7595818,0.7595818,0.7595818,0.7595818,0.7595818,0.7595818,0.7595818,0.7595818,0.7595818,0.7595818
25.0,2,0.58,50,21.4725840043044,0.773852700265377,0.80738163,0.80738163,0.80738163,0.80738163,0.80738163,0.80738163,0.80738163,0.80738163,0.80738163,0.80738163,0.80738163,0.80738163,0.80738163,0.80738163,0.80738163,0.80738163,0.80738163,0.80738163
25.0,3,0.94,50,20.5425053422379,0.740156747726879,0.8428596,0.8428596,0.8428596,0.8428596,0.8428596,0.8428596,0.8428596,0.8428596,0.8428596,0.8428596,0.8428596,0.8428596,0.8428596,0.8428596,0.8428596,0.8428596,0.8428596,0.8428596
25.0,4,1.37,50,19.853064665958,0.742503383407206,0.10850198,0.10850198,0.10850198,0.10850198,0.10850198,0.10850198,0.10850198,0.10850198,0.10850198,0.10850198,0.10850198,0.10850198,0.10850198,0.10850198,0.10850198,0.10850198,0.10850198,0.10850198
25.0,5,1.87,50,19.3145055799952,0.521056382425532,0.05706234,0.05706234,0.05706234,0.05706234,0.05706234,0.05706234,0.05706234,0.05706234,0.05706234,0.05706234,0.05706234,0.05706234,0.05706234,0.05706234,0.05706234,0.05706234,0.05706234,0.05706234
25.5,0,0.07,50,24.0182157531774,0.431362092229645,0.4480136,0.4480136,0.4480136,0.4480136,0.4480136,0.4480136,0.4480136,0.4480136,0.4480136,0.4480136,0.4480136,0.4480136,0.4480136,0.4480136,0.4480136,0.4480136,0.4480136,0.4480136
25.5,1,0.29,50,23.3269444724371,0.535100901624729,0.39620322,0.39620322,0.39620322,0.39620322,0.39620322,0.39620322,0.39620322,0.39620322,0.39620322,0.39620322,0.39620322,0.39620322,0.39620322,0.39620322,0.39620322,0.39620322,0.39620322,0.39620322
25.5,2,0.58,50,22.0089657339176,0.641755549911521,0.7972304,0.7972304,0.7972304,0.7972304,0.7972304,0.7972304,0.7972304,0.7972304,0.7972304,0.7972304,0.7972304,0.7972304,0.7972304,0.7972304,0.7972304,0.7972304,0.7972304,0.7972304
25.5,3,0.94,50,21.1014594139077,0.852658363435851,0.8923166,0.8923166,0.8923166,0.8923166,0.8923166,0.8923166,0.8923166,0.8923166,0.8923166,0.8923166,0.8923166,0.8923166,0.8923166,0.8923166,0.8923166,0.8923166,0.8923166,0.8923166
25.5,4,1.37,50,20.4310296251202,0.687386183390536,0.12800664,0.12800664,0.12800664,0.12800664,0.12800664,0.12800664,0.12800664,0.12800664,0.12800664,0.12800664,0.12800664,0.12800664,0.12800664,0.12800664,0.12800664,0.12800664,0.12800664,0.12800664
25.5,5,1.87,50,19.9086745678087,0.570114610482032,0.05625561,0.05625561,0.05625561,0.05625561,0.05625561,0.05625561,0.05625561,0.05625561,0.05625561,0.05625561,0.05625561,0.05625561,0.05625561,0.05625561,0.05625561,0.05625561,0.05625561,0.05625561
26.0,0,0.07,50,24.5332410775011,0.266827652273019,0.4292836,0.4292836,0.4292836,0.4292836,0.4292836,0.4292836,0.4292836,0.4292836,0.4292836,0.4292836,0.4292836,0.4292836,0.4292836,0.4292836,0.4292836,0.4292836,0.4292836,0.4292836
26.0,1,0.29,50,23.8285445905908,0.487312188457126,0.10824894,0.10824894,0.10824894,0.10824894,0.10824894,0.10824894,0.10824894,0.10824894,0.10824894,0.10824894,0.10824894,0.10824894,0.10824894,0.10824894,0.10824894,0.10824894,0.10824894,0.10824894
26.0,2,0.58,50,22.5009206408881,0.640126415754124,0.79460245,0.79460245,0.79460245,0.79460245,0.79460245,0.79460245,0.79460245,0.79460245,0.79460245,0.79460245,0.79460245,0.79460245,0.79460245,0.79460245,0.79460245,0.79460245,0.79460245,0.79460245
26.0,3,0.94,50,21.6503506477829,0.829630430543687,0.9009497,0.9009497,0.9009497,0.9009497,0.9009497,0.9009497,0.9009497,0.9009497,0.9009497,0.9009497,0.9009497,0.9009497,0.9009497,0.9009497,0.9009497,0.9009497,0.9009497,0.9009497
26.0,4,1.37,50,20.9978643084829,0.859947807476889,0.15361984,0.15361984,0.15361984,0.15361984,0.15361984,0.15361984,0.15361984,0.15361984,0.15361984,0.15361984,0.15361984,0.15361984,0.15361984,0.15361984,0.15361984,0.15361984,0.15361984,0.15361984
26.0,5,1.87,50,20.4909115058414,0.653260213073901,0.058113676,0.058113676,0.058113676,0.058113676,0.058113676,0.058113676,0.058113676,0.058113676,0.058113676,0.058113676,0.058113676,0.058113676,0.058113676,0.058113676,0.058113676,0.058113676,0.058113676,0.058113676
26.5,0,0.07,50,25.0499107567446,0.239538662232137,0.48291203,0.48291203,0.48291203,0.48291203,0.48291203,0.48291203,0.48291203,0.48291203,0.48291203,0.48291203,0.48291203,0.48291203,0.48291203,0.48291203,0.48291203,0.48291203,0.48291203,0.48291203
26.5,1,0.29,50,24.3322147906177,0.420439780077155,0.24269742,0.24269742,0.24269742,0.24269742,0.24269742,0.24269742,0.24269742,0.24269742,0.24269742,0.24269742,0.24269742,0.24269742,0.24269742,0.24269742,0.24269742,0.24269742,0.24269742,0.24269742
26.5,2,0.58,50,22.9866482196973,0.590872361619368,0.7817876,0.7817876,0.7817876,0.7817876,0.7817876,0.7817876,0.7817876,0.7817876,0.7817876,0.7817876,0.7817876,0.7817876,0.7817876,0.7817876,0.7817876,0.7817876,0.7817876,0.7817876
26.5,3,0.94,50,22.1822956750772,0.692608738680609,0.9000762,0.9000762,0.9000762,0.9000762,0.9000762,0.9000762,0.9000762,0.9000762,0.9000762,0.9000762,0.9000762,0.9000762,0.9000762,0.9000762,0.9000762,0.9000762,0.9000762,0.9000762
26.5,4,1.37,50,21.5528899822347,0.850634731488704,0.18369548,0.18369548,0.18369548,0.18369548,0.18369548,0.18369548,0.18369548,0.18369548,0.18369548,0.18369548,0.18369548,0.18369548,0.18369548,0.18369548,0.18369548,0.18369548,0.18369548,0.18369548
26.5,5,1.87,50,21.0603242381717,0.763212833407237,0.062465616,0.062465616,0.062465616,0.062465616,0.062465616,0.062465616,0.062465616,0.062465616,0.062465616,0.062465616,0.062465616,0.062465616,0.062465616,0.062465616,0.062465616,0.062465616,0.062465616,0.062465616
27.0,0,0.07,50,25.5682278751433,0.207587031329862,0.36830616,0.36830616,0.36830616,0.36830616,0.36830616,0.36830616,0.36830616,0.36830616,0.36830616,0.36830616,0.36830616,0.36830616,0.36830616,0.36830616,0.36830616,0.36830616,0.36830616,0.36830616
27.0,1,0.29,50,24.8381943807463,0.277746566551401,0.44967827,0.44967827,0.44967827,0.44967827,0.44967827,0.44967827,0.44967827,0.44967827,0.44967827,0.44967827,0.44967827,0.44967827,0.44967827,0.44967827,0.44967827,0.44967827,0.44967827,0.44967827
27.0,2,0.58,50,23.475576126657,0.414259486760976,0.73141336,0.73141336,0.73141336,0.73141336,0.73141336,0.73141336,0.73141336,0.73141336,0.73141336,0.73141336,0.73141336,0.73141336,0.73141336,0.73141336,0.73141336,0.73141336,0.73141336,0.73141336
27.0,3,0.94,50,22.660823067868,0.714089478244622,0.8893705,0.8893705,0.8893705,0.8893705,0.8893705,0.8893705,0.8893705,0.8893705,0.8893705,0.8893705,0.8893705,0.8893705,0.8893705,0.8893705,0.8893705,0.8893705,0.8893705,0.8893705
27.0,4,1.37,50,22.0944472274434,0.660916634139329,0.21247599,0.21247599,0.21247599,0.21247599,0.21247599,0.21247599,0.21247599,0.21247599,0.21247599,0.21247599,0.21247599,0.21247599,0.21247599,0.21247599,0.21247599,0.21247599,0.21247599,0.21247599
27.0,5,1.87,50,21.6161439379016,0.6637546375117,0.06972287,0.06972287,0.06972287,0.06972287,0.06972287,0.06972287,0.06972287,0.06972287,0.06972287,0.06972287,0.06972287,0.06972287,0.06972287,0.06972287,0.06972287,0.06972287,0.06972287,0.06972287
27.5,0,0.07,50,26.0881281760461,0.0813016121696938,0.3261652,0.3261652,0.3261652,0.3261652,0.3261652,0.3261652,0.3261652,0.3261652,0.3261652,0.3261652,0.3261652,0.3261652,0.3261652,0.3261652,0.3261652,0.3261652,0.3261652,0.3261652
27.5,1,0.29,50,25.3464036781016,0.254473180361338,0.4591832,0.4591832,0.4591832,0.4591832,0.4591832,0.4591832,0.4591832,0.4591832,0.4591832,0.4591832,0.4591832,0.4591832,0.4591832,0.4591832,0.4591832,0.4591832,0.4591832,0.4591832
27.5,2,0.58,50,23.9667352539539,0.386745434891396,0.68756306,0.68756306,0.68756306,0.68756306,0.68756306,0.68756306,0.68756306,0.68756306,0.68756306,0.68756306,0.68756306,0.68756306,0.68756306,0.68756306,0.68756306,0.68756306,0.68756306,0.68756306
27.5,3,0.94,50,23.1474448398992,0.629205746532378,0.87329185,0.87329185,0.87329185,0.87329185,0.87329185,0.87329185,0.87329185,0.87329185,0.87329185,0.87329185,0.87329185,0.87329185,0.87329185,0.87329185,0.87329185,0.87329185,0.87329185,0.87329185
27.5,4,1.37,50,22.5765669553959,0.735169079482647,0.23891291,0.23891291,0.23891291,0.23891291,0.23891291,0.23891291,0.23891291,0.23891291,0.23891291,0.23891291,0.23891291,0.23891291,0.23891291,0.23891291,0.23891291,0.23891291,0.23891291,0.23891291
27.5,5,1.87,50,22.1485026418078,0.614481988500556,0.08106829,0.08106829,0.08106829,0.08106829,0.08106829,0.08106829,0.08106829,0.08106829,0.08106829,0.08106829,0.08106829,0.08106829,0.08106829,0.08106829,0.08106829,0.08106829,0.08106829,0.08106829
28.0,0,0.07,50,26.6097104905337,0.0931310137200268,0.3226294,0.3226294,0.3226294,0.3226294,0.3226294,0.3226294,0.3226294,0.3226294,0.3226294,0.3226294,0.3226294,0.3226294,0.3226294,0.3226294,0.3226294,0.3226294,0.3226294,0.3226294
28.0,1,0.29,50,25.856913424179,0.222126987159142,0.5996254,0.5996254,0.5996254,0.5996254,0.5996254,0.5996254,0.5996254,0.5996254,0.5996254,0.5996254,0.5996254,0.5996254,0.5996254,0.5996254,0.5996254,0.5996254,0.5996254,0.5996254
28.0,2,0.58,50,24.4609306168577,0.331150122613707,0.70877725,0.70877725,0.70877725,0.70877725,0.70877725,0.70877725,0.70877725,0.70877725,0.70877725,0.70877725,0.70877725,0.70877725,0.70877725,0.70877725,0.70877725,0.70877725,0.70877725,0.70877725
28.0,3,0.94,50,23.6371737054424,0.455615453065524,0.84804666,0.84804666,0.84804666,0.84804666,0.84804666,0.84804666,0.84804666,0.84804666,0.84804666,0.84804666,0.84804666,0.84804666,0.84804666,0.84804666,0.84804666,0.84804666,0.84804666,0.84804666
28.0,4,1.37,50,23.0657817781482,0.658282040758893,0.25019634,0.25019634,0.25019634,0.25019634,0.25019634,0.25019634,0.25019634,0.25019634,0.25019634,0.25019634,0.25019634,0.25019634,0.25019634,0.25019634,0.25019634,0.25019634,0.25019634,0.25019634
28.0,5,1.87,50,22.6363902262938,0.628589940725407,0.09889669,0.09889669,0.09889669,0.09889669,0.09889669,0.09889669,0.09889669,0.09889669,0.09889669,0.09889669,0.09889669,0.09889669,0.09889669,0.09889669,0.09889669,0.09889669,0.09889669,0.09889669
28.5,0,0.07,50,27.1328243041277,0.0965703351601052,0.3313241,0.3313241,0.3313241,0.3313241,0.3313241,0.3313241,0.3313241,0.3313241,0.3313241,0.3313241,0.3313241,0.3313241,0.3313241,0.3313241,0.3313241,0.3313241,0.3313241,0.3313241
28.5,1,0.29,50,26.3697302729813,0.117354600991646,0.65371263,0.65371263,0.65371263,0.65371263,0.65371263,0.65371263,0.65371263,0.65371263,0.65371263,0.65371263,0.65371263,0.65371263,0.65371263,0.65371263,0.65371263,0.65371263,0.65371263,0.65371263
28.5,2,0.58,50,24.9583275254006,0.16689563715752,0.8093017,0.8093017,0.8093017,0.8093017,0.8093017,0.8093017,0.8093017,0.8093017,0.8093017,0.8093017,0.8093017,0.8093017,0.8093017,0.8093017,0.8093017,0.8093017,0.8093017,0.8093017
28.5,3,0.94,50,24.1296474354542,0.456341144914379,0.82388407,0.82388407,0.82388407,0.82388407,0.82388407,0.82388407,0.82388407,0.82388407,0.82388407,0.82388407,0.82388407,0.82388407,0.82388407,0.82388407,0.82388407,0.82388407,0.82388407,0.82388407
28.5,4,1.37,50,23.558322857735,0.427849242855937,0.25310186,0.25310186,0.25310186,0.25310186,0.25310186,0.25310186,0.25310186,0.25310186,0.25310186,0.25310186,0.25310186,0.25310186,0.25310186,0.25310186,0.25310186,0.25310186,0.25310186,0.25310186
28.5,5,1.87,50,23.1302765375112,0.464038965698775,0.12656619,0.12656619,0.12656619,0.12656619,0.12656619,0.12656619,0.12656619,0.12656619,0.12656619,0.12656619,0.12656619,0.12656619,0.12656619,0.12656619,0.12656619,0.12656619,0.12656619,0.12656619
29.0,0,0.07,50,27.6574735256964,0.0,0.40278894,0.40278894,0.40278894,0.40278894,0.40278894,0.40278894,0.40278894,0.40278894,0.40278894,0.40278894,0.40278894,0.40278894,0.40278894,0.40278894,0.40278894,0.40278894,0.40278894,0.40278894
29.0,1,0.29,50,26.884868161936,0.130168664775692,0.6235163,0.6235163,0.6235163,0.6235163,0.6235163,0.6235163,0.6235163,0.6235163,0.6235163,0.6235163,0.6235163,0.6235163,0.6235163,0.6235163,0.6235163,0.6235163,0.6235163,0.6235163
29.0,2,0.58,50,25.4590619426175,0.165722479664111,0.82756823,0.82756823,0.82756823,0.82756823,0.82756823,0.82756823,0.82756823,0.82756823,0.82756823,0.82756823,0.82756823,0.82756823,0.82756823,0.82756823,0.82756823,0.82756823,0.82756823,0.82756823
29.0,3,0.94,50,24.6257586663505,0.371471535679787,0.80722994,0.80722994,0.80722994,0.80722994,0.80722994,0.80722994,0.80722994,0.80722994,0.80722994,0.80722994,0.80722994,0.80722994,0.80722994,0.80722994,0.80722994,0.80722994,0.80722994,0.80722994
29.0,4,1.37,50,24.0539153818027,0.477667098190401,0.26369098,0.26369098,0.26369098,0.26369098,0.26369098,0.26369098,0.26369098,0.26369098,0.26369098,0.26369098,0.26369098,0.26369098,0.26369098,0.26369098,0.26369098,0.26369098,0.26369098,0.26369098
29.0,5,1.87,50,23.6275743798624,0.375148697045213,0.16679509,0.16679509,0.16679509,0.16679509,0.16679509,0.16679509,0.16679509,0.16679509,0.16679509,0.16679509,0.16679509,0.16679509,0.16679509,0.16679509,0.16679509,0.16679509,0.16679509,0.16679509
29.5,0,0.07,50,28.1836337037002,0.0345527384665554,0.4879596,0.4879596,0.4879596,0.4879596,0.4879596,0.4879596,0.4879596,0.4879596,0.4879596,0.4879596,0.4879596,0.4879596,0.4879596,0.4879596,0.4879596,0.4879596,0.4879596,0.4879596
29.5,1,0.29,50,27.4023395169864,0.129023042524675,0.5058668,0.5058668,0.5058668,0.5058668,0.5058668,0.5058668,0.5058668,0.5058668,0.5058668,0.5058668,0.5058668,0.5058668,0.5058668,0.5058668,0.5058668,0.5058668,0.5058668,0.5058668
29.5,2,0.58,50,25.9629910887695,0.144509844985356,0.751265,0.751265,0.751265,0.751265,0.751265,0.751265,0.751265,0.751265,0.751265,0.751265,0.751265,0.751265,0.751265,0.751265,0.751265,0.751265,0.751265,0.751265
29.5,3,0.94,50,25.1255016374369,0.215340859369399,0.79294,0.79294,0.79294,0.79294,0.79294,0.79294,0.79294,0.79294,0.79294,0.79294,0.79294,0.79294,0.79294,0.79294,0.79294,0.79294,0.79294,0.79294
29.5,4,1.37,50,24.553222841108,0.397526800491787,0.2775152,0.2775152,0.2775152,0.2775152,0.2775152,0.2775152,0.2775152,0.2775152,0.2775152,0.2775152,0.2775152,0.2775152,0.2775152,0.2775152,0.2775152,0.2775152,0.2775152,0.2775152
29.5,5,1.87,50,24.1283562772269,0.367266623553317,0.22227909,0.22227909,0.22227909,0.22227909,0.22227909,0.22227909,0.22227909,0.22227909,0.22227909,0.22227909,0.22227909,0.22227909,0.22227909,0.22227909,0.22227909,0.22227909,0.22227909,0.22227909
30.0,0,0.07,50,28.7112618173101,0.0552503436612298,0.57726616,0.57726616,0.57726616,0.57726616,0.57726616,0.57726616,0.57726616,0.57726616,0.57726616,0.57726616,0.57726616,0.57726616,0.57726616,0.57726616,0.57726616,0.57726616,0.57726616,0.57726616
30.0,1,0.29,50,27.922157099547,0.0494435201111686,0.39866975,0.39866975,0.39866975,0.39866975,0.39866975,0.39866975,0.39866975,0.39866975,0.39866975,0.39866975,0.39866975,0.39866975,0.39866975,0.39866975,0.39866975,0.39866975,0.39866975,0.39866975
