Indoor Temp,FanMode,Air Velocity,Indoor Humidity,Globe Temperature,SET*,User_2_Acceptance_N12,User_3_Acceptance_N12,User_5_Acceptance_N12,User_6_Acceptance_N12,User_7_Acceptance_N12,User_9_Acceptance_N12,User_12_Acceptance_N12,User_13_Acceptance_N12,User_14_Acceptance_N12,User_16_Acceptance_N12,User_17_Acceptance_N12,User_18_Acceptance_N12,User_19_Acceptance_N12,User_20_Acceptance_N12,User_23_Acceptance_N12,User_24_Acceptance_N12,User_25_Acceptance_N12,User_26_Acceptance_N12
22.0,0,0.07,50,22.0,20.4107032,0.83239985,0.44776335,0.47956634,0.007347009,0.7480543,0.9982391,0.5565893,0.98936236,0.95332426,0.6040444,0.95139414,0.9925656,0.9947398,0.00026192097,0.99734455,0.027594337,0.41377512,0.94196093
22.0,1,0.29,50,22.0,19.689093,0.7014454,0.6233962,0.3665934,0.22923419,0.28199396,0.98874503,0.77433264,0.8291282,0.27711034,0.39074486,0.4273929,0.9975792,0.2586454,0.00040888131,0.99977684,0.06664058,0.9987838,0.020965952
22.0,2,0.58,50,22.0,18.11130066,0.041064527,0.0021441753,0.006800707,0.008232323,0.9083956,0.43545133,0.11851747,0.68972456,0.116035,0.16665035,0.3399708,0.99622196,0.996849,6.227576e-05,0.99968255,0.073268585,0.77919525,0.0032832236
22.0,3,0.94,50,22.0,17.01714963,0.13311124,0.001137217,0.0027873816,0.020190405,0.982404,0.0047397125,0.025387378,0.2958818,0.09999764,0.027342947,0.5887397,0.9010337,0.9966421,1.3255182e-05,0.97976047,0.7679754,0.46934876,0.00070656324
22.0,4,1.37,50,22.0,16.18569635,0.0056599965,0.0019131583,0.0014956524,0.10518751,0.9536806,0.00011125687,0.00632873,0.039753936,0.042130362,0.00050488714,0.5480586,0.005564375,0.9220904,1.1047706e-05,0.50670916,0.30153397,0.46934876,0.00014280583
22.0,5,1.87,50,22.0,15.52256301,0.0058221067,0.0055028163,0.0010180761,0.0009950915,0.52867836,0.00011216905,0.027530566,0.017173005,0.07662442,0.00048204057,0.45631477,0.007099604,0.80201477,1.310968e-05,0.4721843,0.052716278,0.4716123,0.0039758408
22.5,0,0.07,50,22.5,20.934819,0.8901685,0.44989714,0.42611918,0.0035369499,0.7093722,0.9993612,0.59638,0.98966366,0.91053456,0.98820156,0.94513243,0.9987855,0.9825472,0.00025832249,0.99914086,0.017652672,0.57738537,0.98302156
22.5,1,0.29,50,22.5,20.22671468,0.70302397,0.67365414,0.42381927,0.03562137,0.68712443,0.9925682,0.76527226,0.9698029,0.49164525,0.9474978,0.5000853,0.99805003,0.22042294,0.00041137412,0.99970067,0.025091168,0.99916035,0.041178446
22.5,2,0.58,50,22.5,18.68567427,0.05626953,0.0034367626,0.013629051,0.034719273,0.9415551,0.8400697,0.39188564,0.7493034,0.23898995,0.3724879,0.40696305,0.9960676,0.9986276,7.4834155e-05,0.99964595,0.06805076,0.86189336,0.003915521
22.5,3,0.94,50,22.5,17.62296289,0.18527389,0.00094378827,0.0026241601,0.052421544,0.9799648,0.010375233,0.105730325,0.36051515,0.1164298,0.050923537,0.6654834,0.90508956,0.9969236,1.288333e-05,0.9776896,0.88622355,0.4869714,0.0010553991
22.5,4,1.37,50,22.5,16.81878355,0.005739018,0.0016974644,0.0014045199,0.17640732,0.9504039,0.00014477305,0.006472339,0.046029862,0.04502102,0.00048365264,0.573871,0.007289242,0.92927295,7.9172105e-06,0.5185767,0.4885053,0.46934876,0.00016033824
