Indoor Temp,FanMode,Air Velocity,Indoor Humidity,Globe Temperature,SET*,User_2_Acceptance_N8,User_3_Acceptance_N8,User_5_Acceptance_N8,User_6_Acceptance_N8,User_7_Acceptance_N8,User_9_Acceptance_N8,User_12_Acceptance_N8,User_13_Acceptance_N8,User_14_Acceptance_N8,User_16_Acceptance_N8,User_17_Acceptance_N8,User_18_Acceptance_N8,User_19_Acceptance_N8,User_20_Acceptance_N8,User_23_Acceptance_N8,User_24_Acceptance_N8,User_25_Acceptance_N8,User_26_Acceptance_N8
22.0,0,0.07,50,22.0,20.4107032,0.58099693,0.62863564,0.20274474,0.72761714,0.3561974,0.9820053,0.5767709,0.7750462,0.41332027,0.7420565,0.99797094,0.92914534,0.59529275,0.5355664,0.9655484,0.005247046,0.930711,0.42584136
22.0,1,0.29,50,22.0,19.689093,0.27774572,0.23570886,0.0023837744,0.20836522,0.6719891,0.8782756,0.31964487,0.41919014,0.21395224,0.276919,0.67627543,0.9446384,0.3650805,0.22191057,0.99832946,0.15836689,0.9800745,0.579386
22.0,2,0.58,50,22.0,18.11130066,0.034226052,0.066061914,0.0010935945,0.63280815,0.85631293,0.24927081,0.117495686,0.11668943,0.12867743,0.08018697,0.49630493,0.9965689,0.5145775,0.14203145,0.99994236,0.006283233,0.65261525,0.00095194235
22.0,3,0.94,50,22.0,17.01714963,0.07441831,0.0073813773,0.00089377596,0.5128209,0.8485573,0.023864059,0.01838826,0.03162075,0.027069552,0.00025824836,0.5006146,0.7714861,0.6056584,0.051679548,0.999574,0.798746,0.66342425,0.00076494156
22.0,4,1.37,50,22.0,16.18569635,0.0054634726,0.013081208,0.0008868825,0.11491203,0.958097,0.049070854,0.016544532,0.0026157722,0.04132026,8.5157e-05,0.4945228,0.0053734113,0.5887002,0.00925288,0.006559288,0.23409657,0.44359177,0.0009901883
22.0,5,1.87,50,22.0,15.52256301,0.006658487,0.029668689,0.00032647373,0.13531116,0.11615508,0.26643848,0.09087336,0.23145376,0.09222937,0.00026029613,0.07347503,0.0075745857,0.41707617,0.017657997,0.005021564,0.07236102,0.18516183,0.0025523056
22.5,0,0.07,50,22.5,20.934819,0.5962296,0.6347146,0.20829543,0.5050061,0.38637093,0.978445,0.66550267,0.95287985,0.8049542,0.9021347,0.99804884,0.96702635,0.5091687,0.5107029,0.956001,0.00414018,0.91986513,0.26345745
22.5,1,0.29,50,22.5,20.22671468,0.3765468,0.21403134,0.0032058281,0.10276027,0.9327638,0.9011739,0.2710906,0.7360801,0.5143389,0.74594295,0.76157194,0.9776905,0.38831022,0.2225752,0.9991361,0.14334121,0.98825693,0.7667109
22.5,2,0.58,50,22.5,18.68567427,0.036914803,0.072070606,0.00059448055,0.75280017,0.9336596,0.65020996,0.17008048,0.17516172,0.16961248,0.13300641,0.5143568,0.99672943,0.49798426,0.13859281,0.9999456,0.0054961247,0.7164131,0.0010399419
22.5,3,0.94,50,22.5,17.62296289,0.15138324,0.008037334,0.0011906594,0.54447263,0.85770893,0.033576798,0.025213204,0.036431834,0.028984059,0.0002553249,0.5137697,0.7222617,0.59670585,0.10405923,0.9994969,0.8327317,0.66470414,0.000611057
