"ta","mode","oc1","oc2","oc3","oc4","oc5","oc6","oc7","oc8","oc9","oc10","oc11","oc12","oc13","oc14","oc15","oc16"
28,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
28,3,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
28,4,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0
28,5,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1
28.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28.1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28.1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
28.1,3,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
28.1,4,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0
28.1,5,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0
28.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28.2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28.2,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
28.2,3,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
28.2,4,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0
28.2,5,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0
28.3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28.3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28.3,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
28.3,3,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
28.3,4,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0
28.3,5,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
28.4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28.4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28.4,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
28.4,3,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
28.4,4,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0
28.4,5,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
28.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28.5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28.5,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
28.5,3,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
28.5,4,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0
28.5,5,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
28.6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28.6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28.6,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
28.6,3,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
28.6,4,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
28.6,5,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
28.7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28.7,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28.7,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
28.7,3,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
28.7,4,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
28.7,5,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
28.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28.8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28.8,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
28.8,3,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
28.8,4,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
28.8,5,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
28.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28.9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28.9,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
28.9,3,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
28.9,4,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
28.9,5,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
29,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
29,3,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
29,4,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
29,5,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
29.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29.1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29.1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
29.1,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
29.1,4,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
29.1,5,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
29.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29.2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29.2,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
29.2,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
29.2,4,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
29.2,5,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
29.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29.3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29.3,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
29.3,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
29.3,4,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
29.3,5,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
29.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29.4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29.4,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29.4,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
29.4,4,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
29.4,5,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
29.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29.5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29.5,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29.5,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
29.5,4,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
29.5,5,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
29.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29.6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29.6,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29.6,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
29.6,4,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
29.6,5,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
29.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29.7,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29.7,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29.7,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
29.7,4,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
29.7,5,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
29.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29.8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29.8,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29.8,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
29.8,4,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
29.8,5,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
29.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29.9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29.9,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29.9,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
29.9,4,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
29.9,5,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
30,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
30,4,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
30,5,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
