No,Location,Sex,Age,Height,Weight,Singapore year,clo,Tair,velocity,SET*,TS,TP,TC,TA,HS,HA,AMS,AMA,AMP,Sweating,IAQ acceptability,AF,Odor intensity,Dry-eye
11,8,2,20,159,60.3,20,0.3,30,0.072701,29.326,1,-1,-0.1,-0.1,0,0.1,-1,-0.1,1,0,0.1,70,0,0.1
11,7,2,20,159,60.9,20,0.3,30,0.072701,29.326,1,-2,-1,-0.1,1,-0.1,-2,-0.4,1,0,0.8,83,0,0.3
11,3,2,20,159,61.55,20,0.69,30,0.94069,28.326,0,-1,0.1,0.1,0,0.1,0,0.6,0,0,0.1,67,0,0.1
11,8,2,20,159,60.3,20,0.3,30,0.94069,24.858,1,-1,0.1,0.1,1,0.1,0,0.1,1,0,0.1,75,0,0.5
11,7,2,20,159,60.9,20,0.3,30,0.94069,24.858,0,-2,-0.1,0.1,0,0.1,0,-0.1,1,1,0.3,83,0,0.3
11,3,2,20,159,61.55,20,0.69,30,1.8709,27.447,0,-1,0.1,-0.1,1,-0.1,0,0.1,0,1,0.1,67,0.2,0.1
11,8,2,20,159,60.3,20,0.3,30,1.8709,23.803,0,-1,0.1,0.1,1,0.1,0,0.6,0,0,0.1,67,0,0.1
11,7,2,20,159,60.9,20,0.3,30,1.8709,23.803,0,0,1,0.1,0,0.1,1,0.3,0,0,0.7,83,0,0.5
11,4,2,20,159,61.1,20,0.3,30,0.072701,29.326,1,-1,0.1,-0.1,1,-0.1,-1,-0.1,1,0,0.1,67,0,0.1
11,3,2,20,159,60.5,20,0.59,30,0.072701,31.389,1,-1,-0.1,-0.1,1,-0.1,-1,-0.3,1,0,0.1,67,0,0.1
11,4,2,20,159,60.65,20,0.3,30,0.072701,29.326,1,-2,-1,-1,0,0.1,-2,-1,2,1,0.1,50,0,0.3
11,4,2,20,159,61.1,20,0.3,30,0.94069,24.858,0,-1,0.1,0.1,1,-0.1,0,0.1,1,0,0.1,75,0,0.1
11,3,2,20,159,60.5,20,0.59,30,0.94069,27.481,1,-1,0.1,0.1,1,-0.1,0,-0.1,1,0,0.1,67,0,-0.1
11,4,2,20,159,60.65,20,0.3,30,0.94069,24.858,1,-1,0.1,0.1,1,0.1,-1,0.1,1,0,0.1,83,0,0.3
11,4,2,20,159,61.1,20,0.3,30,1.8709,23.803,0,0,1,1,0,0.3,1,1,0,0,0.7,83,0,0.1
11,3,2,20,159,60.5,20,0.59,30,1.8709,26.552,0,-1,0.1,0.1,1,0.1,0,0.1,0,0,0.1,83,0,0.1
11,4,2,20,159,60.65,20,0.3,30,1.8709,23.803,0,-1,0.1,0.1,0,0.1,0,0.1,0,0,0.5,75,0,0.1
12,8,2,22,160,55.25,22,0.52,24,0.072701,23.887,-1,0,1,1,0,0.1,0,0.1,0,0,-1,50,3,0.1
12,7,2,22,160,54.45,22,0.52,24,0.072701,23.887,0,1,2,1,2,0.5,0,1,0,0,0.8,83,1,0.3
12,6,2,22,160,55.5,22,0.48,24,0.072701,23.545,0,0,2,1,0,0.8,0,1,0,0,1,100,0,0.1
12,8,2,22,160,55.25,22,0.52,24,0.94069,20.235,-2,0,2,1,-1,1,1,1,0,0,0.1,83,1,1
12,7,2,22,160,54.45,22,0.52,24,0.94069,20.235,-2,1,1,1,2,0.5,2,0.7,-1,0,1,100,0,0.5
12,6,2,22,160,55.5,22,0.48,24,0.94069,19.832,-3,1,0.1,0.1,2,0.1,2,0.3,-1,0,0.8,83,0,-0.1
12,8,2,22,160,55.25,22,0.52,24,1.8709,19.07,-2,0,1,1,1,1,1,1,0,0,1,100,0,1
12,7,2,22,160,54.45,22,0.52,24,1.8709,19.07,-2,0,2,1,2,0.5,2,0.8,-1,0,1,100,0,0.6
12,6,2,22,160,55.5,22,0.48,24,1.8709,18.623,-3,2,-1,-1,3,-1,3,-1,-2,0,1,100,0,-0.5
12,8,2,22,160,55.25,22,0.48,24,0.072701,23.545,0,0,1,1,0,1,0,0.1,1,0,1,83,1,1
12,2,2,22,160,51.85,22,0.39,24,0.072701,22.76,-1,0,2,1,0,1,0,1,0,0,1,83,0,1
12,7,2,22,160,55.95,22,0.5,24,0.072701,23.716,-1,0,2,1,1,1,0,1,0,0,1,100,0,0.1
12,8,2,22,160,55.25,22,0.48,24,0.94069,19.832,-1,0,2,1,1,0.1,1,0.3,-1,0,1,100,0,0.3
12,2,2,22,160,51.85,22,0.39,24,0.94069,18.879,-2,0,2,1,0,1,1,1,0,0,1,83,0,1
12,7,2,22,160,55.95,22,0.5,24,0.94069,20.035,-2,0,2,1,2,0.5,2,0.8,0,0,0.8,83,0,0.1
12,8,2,22,160,55.25,22,0.48,24,1.8709,18.623,-3,1,1,1,1,0.3,2,0.5,-1,0,1,83,0,0.5
12,4,2,22,160,54.85,22,0.48,24,1.8709,18.623,-3,2,0.1,0.1,2,0.3,3,-1,-2,0,1,100,0,0.3
12,2,2,22,160,51.85,22,0.39,24,1.8709,17.556,-3,1,1,0.1,2,0.1,3,0.1,-2,0,1,67,0,1
12,7,2,22,160,55.95,22,0.5,24,1.8709,18.848,-3,1,-1,-0.1,2,0.1,3,-0.5,-2,0,1,100,0,-0.1
12,8,2,22,160,55.75,22,0.74,27,0.072701,28.99,0,-1,0.1,0.1,0,0.1,-1,0.1,1,0,0.1,67,1,-0.1
12,8,2,22,160,55.65,22,0.65,27,0.072701,28.346,0,-1,1,0.1,0,1,-1,0.7,1,0,1,100,0,0.1
12,6,2,22,160,54.3,22,0.48,27,0.072701,27.053,0,-1,1,0.1,0,1,-2,0.1,1,0,0.8,83,1,-0.1
12,8,2,22,160,55.75,22,0.74,27,0.94069,25.425,0,0,1,1,0,1,-1,0.5,1,0,1,100,0,0.5
12,8,2,22,160,55.65,22,0.65,27,0.94069,24.666,-1,0,2,1,1,0.8,1,1,0,0,1,100,0,0.8
12,6,2,22,160,54.3,22,0.48,27,0.94069,23.191,-1,0,2,1,0,1,1,1,0,0,0.8,83,1,-0.1
12,8,2,22,160,55.75,22,0.74,27,1.8709,24.528,-2,1,2,1,0,1,1,0.6,-1,0,1,100,0,0.7
12,8,2,22,160,55.65,22,0.65,27,1.8709,23.735,-1,-1,2,1,-1,0.7,2,0.5,-1,0,0.7,83,1,0.5
12,6,2,22,160,54.3,22,0.48,27,1.8709,22.211,-2,0,2,1,1,1,3,0.1,-1,0,1,100,0,-0.1
12,8,2,22,160,56.25,22,0.52,27,0.072701,27.367,0,-1,0.1,0.1,1,0.7,-2,-0.1,1,0,0.6,83,1,0.7
12,6,2,22,160,55.2,22,0.74,27,0.072701,28.99,0,-1,1,0.1,1,0.7,-1,0.7,1,0,1,100,0,0.1
12,6,2,22,160,54.5,22,0.52,27,0.072701,27.367,0,-1,1,1,0,1,-1,0.1,1,0,1,100,0,-0.1
12,8,2,22,160,56.25,22,0.52,27,0.94069,23.542,0,-1,2,1,1,0.8,1,1,0,0,1,100,0,1
12,6,2,22,160,55.2,22,0.74,27,0.94069,25.425,-1,0,2,1,1,0.7,1,1,0,0,1,100,0,0.1
12,6,2,22,160,54.5,22,0.52,27,0.94069,23.542,-1,0,2,1,1,0.7,2,1,0,0,1,100,0,-0.1
12,8,2,22,160,56.25,22,0.52,27,1.8709,22.583,-2,0,2,1,1,0.5,2,1,0,0,1,100,0,0.5
12,6,2,22,160,55.2,22,0.74,27,1.8709,24.528,0,-1,2,1,1,0.8,2,1,0,0,1,100,0,0.5
12,6,2,22,160,54.5,22,0.52,27,1.8709,22.583,-3,1,1,1,2,0.1,3,0.1,-2,0,0.8,83,1,-0.5
12,8,2,22,160,55.75,22,0.52,30,0.072701,30.92,3,-2,-2,-1,-2,-0.1,-3,-1,2,1,-1,34,2,-0.1
12,6,2,22,160,56.05,22,0.39,30,0.072701,30.001,1,-2,0.1,0.1,0,1,-3,-0.1,2,0,0.7,67,0,0.1
12,4,2,22,160,53.65,22,0.39,30,0.072701,30.001,0,-1,1,0.1,-1,1,-3,-1,2,0,0.1,83,0,-0.1
12,8,2,22,160,55.75,22,0.52,30,0.94069,26.87,0,-1,1,0.1,1,0.4,0,0.7,0,0,0.4,83,1,0.1
12,6,2,22,160,56.05,22,0.39,30,0.94069,25.696,0,-1,1,0.1,1,0.8,0,1,0,0,0.7,83,1,-0.1
12,4,2,22,160,53.65,22,0.39,30,0.94069,25.696,0,-1,1,0.1,0,1,0,0.1,1,0,0.1,83,0,0.1
12,8,2,22,160,55.75,22,0.52,30,1.8709,25.906,1,-1,0.1,0.1,1,0.5,2,0.4,-1,0,0.6,83,0,0.7
12,6,2,22,160,56.05,22,0.39,30,1.8709,24.674,0,-1,1,0.1,2,0.1,3,-0.5,-1,0,0.7,83,0,-0.1
12,4,2,22,160,53.65,22,0.39,30,1.8709,24.674,0,-1,2,1,1,1,2,0.8,-1,0,1,83,0,0.1
12,8,2,22,160,56,22,0.48,30,0.072701,30.645,0,-2,-1,-1,-1,-0.1,-3,-1,2,0,0.3,83,0,0.1
12,6,2,22,160,55.8,22,0.52,30,0.072701,30.92,2,-2,-1,-1,-1,-0.1,-3,-1,2,1,-0.5,17,2,-0.1
12,6,2,22,160,53.45,22,0.48,30,0.072701,30.645,1,-2,-1,-1,-3,-1,-3,-1,2,0,0.1,50,1,-0.1
12,8,2,22,160,56,22,0.48,30,0.94069,26.514,0,-1,0.1,0.1,1,0.1,-1,0.3,1,0,1,100,0,0.1
12,6,2,22,160,55.8,22,0.52,30,0.94069,26.87,1,-2,0.1,0.1,0,1,0,1,0,0,0.6,67,1,-0.1
12,6,2,22,160,53.45,22,0.48,30,0.94069,26.514,1,-2,0.1,0.1,-1,0.1,-1,0.1,1,0,0.1,50,1,-0.1
12,8,2,22,160,56,22,0.48,30,1.8709,25.532,0,-1,1,1,2,0.4,2,0.8,0,0,1,100,0,0.4
12,6,2,22,160,55.8,22,0.52,30,1.8709,25.906,-1,-1,2,1,1,0.8,3,0.1,-1,0,0.8,83,1,0.5
12,6,2,22,160,53.45,22,0.48,30,1.8709,25.532,0,-1,1,1,0,1,2,1,0,0,0.7,83,1,-0.1
13,5,2,23,167,47,23,0.47,24,0.072701,23.459,0,-1,1,1,0,1,0,1,0,0,1,83,0,1
13,4,2,23,167,48.55,23,0.51,24,0.072701,23.802,0,0,2,1,0,1,0,1,1,0,1,100,0,1
13,2,2,23,167,47.45,23,0.47,24,0.072701,23.459,0,0,2,1,0,1,0,1,0,0,1,100,0,1
13,5,2,23,167,47,23,0.47,24,0.94069,19.729,0,1,0.1,0.1,0,1,0,0.1,0,0,1,83,0,1
13,4,2,23,167,48.55,23,0.51,24,0.94069,20.135,0,0,2,1,0,1,0,1,0,0,1,100,0,1
13,2,2,23,167,47.45,23,0.47,24,0.94069,19.729,0,0,2,1,0,1,0,1,0,0,1,100,0,1
13,5,2,23,167,47,23,0.47,24,1.8709,18.509,-3,2,-1,-0.1,0,1,2,0.1,-2,0,1,100,0,1
13,2,2,23,167,47.45,23,0.47,24,1.8709,18.509,-2,2,-1,-0.1,0,-0.1,2,-0.1,-1,0,1,67,0,1
13,5,2,23,167,47,23,0.65,24,0.072701,24.961,-1,0,1,1,0,1,0,1,0,0,1,83,1,1
13,5,2,23,167,47.25,23,0.47,24,0.072701,23.459,0,-1,0.1,0.1,1,0.1,-1,0.1,1,0,1,67,0,0.1
13,3,2,23,167,47.7,23,0.47,24,0.072701,23.459,0,0,2,1,0,1,0,1,0,0,1,100,0,1
13,6,2,23,167,48.15,23,0.3,24,0.072701,22.032,0,-1,0.1,0.1,-1,0.1,-1,0.1,1,1,1,67,0,1
13,5,2,23,167,47,23,0.65,24,0.94069,21.473,-1,1,0.1,0.1,0,1,1,0.1,-1,0,1,100,0,1
13,5,2,23,167,47.25,23,0.47,24,0.94069,19.729,0,0,2,1,0,1,0,1,0,0,1,100,0,-0.1
13,3,2,23,167,47.7,23,0.47,24,0.94069,19.729,0,0,2,1,0,1,0,1,0,0,1,100,0,1
13,6,2,23,167,48.15,23,0.3,24,0.94069,17.851,0,0,2,1,0,1,0,1,0,0,1,100,0,1
13,5,2,23,167,47.25,23,0.47,24,1.8709,18.509,-2,1,-0.1,-0.1,1,0.1,1,-0.1,-1,0,0.1,100,0,-0.1
13,3,2,23,167,47.7,23,0.47,24,1.8709,18.509,-1,1,-0.1,-0.1,0,1,2,-0.1,-1,0,1,100,0,1
13,6,2,23,167,48.15,23,0.3,24,1.8709,16.388,-2,1,-0.1,-0.1,0,1,1,-0.1,-1,0,1,100,0,1
13,5,1,23,167,48.4,23,0.61,27,0.072701,28.051,0,-1,0.1,0.1,1,0.1,-1,0.1,1,0,1,67,0,1
13,7,2,23,167,48.8,23,0.55,27,0.072701,27.598,0,-1,1,1,0,0.1,-1,-0.1,1,0,1,34,0,1
13,2,2,23,167,47.65,23,0.45,27,0.072701,26.814,0,-1,1,1,0,1,0,0.1,1,0,1,67,0,1
13,8,2,23,167,49.15,23,0.5,27,0.94069,23.367,0,0,2,1,1,1,0,1,0,0,1,83,0,1
13,7,2,23,167,48.8,23,0.55,27,0.94069,23.804,0,0,1,1,0,0.1,-1,0.1,1,0,1,83,0,1
13,2,2,23,167,47.65,23,0.45,27,0.94069,22.928,0,-1,1,1,0,1,0,0.1,1,0,1,83,0,1
13,5,1,23,167,48.4,23,0.61,27,1.8709,23.378,0,0,2,1,1,1,0,1,0,0,1,83,0,1
13,7,2,23,167,48.8,23,0.55,27,1.8709,22.84,0,0,2,1,0,1,0,1,0,0,1,83,0,1
13,2,2,23,167,47.65,23,0.45,27,1.8709,21.926,0,0,2,1,0,1,0,1,0,0,1,100,0,1
13,5,2,23,167,49.05,23,0.47,27,0.072701,26.974,3,-2,-2,-1,-3,-1,-3,-1,2,1,-0.1,34,0,1
13,2,2,23,167,48.55,23,0.32,27,0.072701,25.738,0,0,2,1,0,1,0,1,0,0,1,83,0,1
13,5,2,23,167,48.4,23,0.61,27,0.94069,24.323,0,0,2,1,1,1,0,1,0,0,1,83,0,1
13,5,2,23,167,49.05,23,0.47,27,0.94069,23.103,1,-1,-0.1,-0.1,0,0.1,-1,-0.1,2,0,0.1,67,0,1
13,2,2,23,167,48.55,23,0.32,27,0.94069,21.752,0,0,2,1,0,1,0,1,0,0,1,83,0,1
13,8,2,23,167,49.15,23,0.48,27,1.8709,22.211,0,0,2,1,0,1,2,1,0,0,1,83,0,1
13,5,2,23,167,49.05,23,0.47,27,1.8709,22.117,0,-1,0.1,0.1,0,1,0,0.1,1,0,0.1,83,0,1
13,2,2,23,167,48.55,23,0.32,27,1.8709,20.624,0,0,2,1,0,1,0,1,0,0,1,100,0,1
13,5,2,23,167,48.55,23,0.53,30,0.072701,30.989,2,-2,-1,-0.1,-2,-0.1,-3,-1,2,1,-0.1,34,0,1
13,7,2,23,167,48.3,23,0.3,30,0.072701,29.326,3,-2,-2,-1,3,-1,-3,-1,2,1,-1,0,0,1
13,1,2,23,167,48.8,23,0.32,30,0.072701,29.479,1,-1,-1,-0.1,-1,-0.1,-2,-1,2,1,-0.1,17,0,1
13,5,2,23,167,48.55,23,0.53,30,0.94069,26.958,1,-2,-0.1,-0.1,1,0.1,-2,-0.1,2,1,0.1,50,0,1
13,7,2,23,167,48.3,23,0.3,30,0.94069,24.858,1,-2,-0.1,-0.1,0,0.1,-2,-0.1,2,0,0.1,50,0,1
13,1,2,23,167,48.8,23,0.32,30,0.94069,25.046,0,-1,1,0.1,0,0.1,-1,0.1,1,0,1,34,0,1
13,5,2,23,167,48.55,23,0.53,30,1.8709,25.999,1,-2,-0.1,-0.1,0,0.1,0,0.1,1,1,0.1,67,0,1
13,7,2,23,167,48.3,23,0.3,30,1.8709,23.803,0,-1,1,1,0,1,0,0.1,1,0,0.1,50,0,1
13,1,2,23,167,48.8,23,0.32,30,1.8709,23.997,0,0,2,1,0,1,0,1,0,0,1,83,0,1
13,5,2,23,167,47.7,23,0.63,30,0.072701,31.649,2,-2,-1,-1,-2,-0.1,-3,-0.1,2,1,-0.1,50,0,1
13,4,2,23,167,48.45,23,0.43,30,0.072701,30.291,3,-2,-1,-0.1,3,-0.1,-3,-1,2,1,-0.1,17,0,1
13,2,2,23,167,49.6,23,0.32,30,0.072701,29.479,3,-2,-2,-1,-3,-1,-3,-1,2,2,-1,0,0,1
13,5,2,23,167,47.7,23,0.63,30,0.94069,27.823,1,-2,-0.1,-0.1,-2,-0.1,-1,-0.1,2,1,0.1,50,0,1
13,4,2,23,167,48.45,23,0.43,30,0.94069,26.062,2,-2,-0.1,-0.1,2,-0.1,-1,-0.1,2,1,0.1,50,0,1
13,2,2,23,167,49.6,23,0.32,30,0.94069,25.046,2,-2,-1,-1,-2,-0.1,-2,-1,2,1,-0.1,17,0,1
13,5,2,23,167,47.7,23,0.63,30,1.8709,26.914,1,-1,0.1,0.1,-1,0.1,0,0.1,1,1,0.1,83,0,1
13,4,2,23,167,48.45,23,0.43,30,1.8709,25.057,0,-2,0.1,0.1,1,0.1,0,0.1,2,0,0.1,34,0,1
13,2,2,23,167,49.6,23,0.32,30,1.8709,23.997,1,-1,0.1,0.1,-1,0.1,0,0.1,1,1,0.1,50,0,1
14,3,2,22,167,57,12,0.41,24,0.072701,22.935,0,0,1,1,0,1,0,1,0,0,1,83,1,-0.1
14,2,2,22,167,58.2,12,0.39,24,0.072701,22.76,0,0,2,1,0,1,0,1,0,0,0.1,50,1,1
14,3,2,22,167,57.25,12,0.75,24,0.072701,25.75,0,-1,-0.1,0.1,-1,0.1,-1,0.1,1,0,-1,0,0,1
14,3,2,22,167,57,12,0.41,24,0.94069,19.097,-2,1,-1,-0.1,0,0.1,1,-0.1,-1,0,0.1,67,0,0.1
14,2,2,22,167,58.2,12,0.39,24,0.94069,18.879,-2,1,-1,-1,0,0.1,1,0.1,-1,0,0.1,50,0,1
14,3,2,22,167,57.25,12,0.75,24,0.94069,22.364,0,0,2,1,0,1,0,1,0,0,1,100,0,1
14,3,2,22,167,57,12,0.41,24,1.8709,17.801,-3,2,-2,-1,1,0.1,3,-1,-2,0,0.1,67,1,0.1
14,3,2,22,167,57.25,12,0.75,24,1.8709,21.392,0,0,-0.1,0.1,0,0.1,1,0.1,-1,0,0.1,67,0,1
14,3,2,22,167,57,12,0.49,24,0.072701,23.63,-1,1,0.1,0.1,0,0.1,1,-0.1,-1,0,0.1,50,1,0.1
14,3,2,22,167,58.05,12,0.3,24,0.072701,22.032,0,0,2,1,0,1,0,1,0,0,1,50,0,1
14,3,2,22,167,57.85,12,0.66,24,0.072701,25.042,0,0,1,0.1,0,1,-1,0.1,1,0,1,100,0,1
14,3,2,22,167,58.5,12,0.63,24,0.072701,24.8,0,0,1,0.1,0,1,-2,0.1,1,0,-0.1,34,0,1
14,3,2,22,167,57,12,0.49,24,0.94069,19.934,-1,1,-0.1,0.1,0,0.1,1,-0.1,-1,0,0.1,50,0,0.1
14,3,2,22,167,58.05,12,0.3,24,0.94069,17.851,-1,1,-0.1,-0.1,0,-0.1,1,-0.1,-1,0,1,50,0,1
14,3,2,22,167,57.85,12,0.66,24,0.94069,21.565,0,0,1,1,0,1,0,1,0,0,0.5,100,0,-0.5
14,3,2,22,167,58.5,12,0.63,24,0.94069,21.289,0,0,1,1,0,1,0,1,0,0,0.1,50,0,1
14,3,2,22,167,58.05,12,0.3,24,1.8709,16.388,-1,1,0.1,0.1,0,0.1,1,0.1,-1,0,1,50,0,1
14,3,2,22,167,57.85,12,0.66,24,1.8709,20.528,0,0,1,0.1,0,0.6,0,0.5,0,0,0.5,83,0,-1
14,3,2,22,167,58.5,12,0.63,24,1.8709,20.228,0,0,2,1,0,1,0,1,0,0,1,100,0,1
14,3,1,22,167,58.3,12,0.43,27,0.072701,26.653,0,0,2,1,0,1,0,1,0,0,1,50,0,1
14,3,2,22,167,58.3,12,0.41,27,0.072701,26.49,0,0,2,1,0,1,0,1,0,0,1,50,0,1
14,3,2,22,167,58.8,12,0.49,27,0.072701,27.132,1,-1,-2,-1,-2,-1,-2,-1,1,0,-1,17,0,1
14,3,2,22,167,58.85,12,0.73,27,0.94069,25.342,0,0,2,1,0,1,0,1,0,0,1,50,0,1
14,3,2,22,167,58.3,12,0.41,27,0.94069,22.588,0,0,2,1,0,1,0,1,0,0,1,50,0,1
14,3,2,22,167,58.8,12,0.49,27,0.94069,23.279,0,0,2,1,0,1,0,1,0,0,1,100,0,1
14,3,1,22,167,58.3,12,0.43,27,1.8709,21.733,-1,1,-0.1,0.1,0,1,2,-0.1,-1,0,1,50,0,1
14,3,2,22,167,58.3,12,0.41,27,1.8709,21.537,0,1,1,0.1,0,0.1,1,0.1,-1,0,0.1,50,0,1
14,3,2,22,167,58.8,12,0.49,27,1.8709,22.305,0,0,2,1,0,1,0,1,0,0,0.1,100,0,0.1
14,3,2,22,167,58.85,12,0.71,27,0.072701,28.778,0,0,2,1,0,1,0,1,0,0,1,50,0,1
14,3,2,22,167,58.75,12,0.52,27,0.072701,27.367,2,-2,-1,-1,0,0.1,-2,-1,2,0,0.1,50,0,1
14,3,2,22,167,58.2,12,0.3,27,0.072701,25.567,2,-1,-1,-1,-2,-1,-2,-1,1,0,-1,0,0,1
14,3,2,22,167,58.3,12,0.43,27,0.94069,22.752,0,0,2,1,0,1,0,1,0,0,1,50,0,1
14,3,2,22,167,58.75,12,0.52,27,0.94069,23.542,1,-1,0.1,0.1,0,0.1,-1,0.1,1,0,1,50,0,1
14,3,2,22,167,58.2,12,0.3,27,0.94069,21.559,0,0,1,1,0,1,-1,0.1,1,0,1,100,0,1
14,3,2,22,167,58.85,12,0.71,27,1.8709,24.266,0,0,1,0.1,0,1,1,0.1,-1,0,1,50,0,1
14,3,2,22,167,58.75,12,0.52,27,1.8709,22.583,0,0,2,1,0,1,0,1,0,0,1,50,0,1
14,3,2,22,167,58.2,12,0.3,27,1.8709,20.413,0,0,1,1,0,1,0,1,-1,0,1,67,0,0.1
14,3,2,22,167,59.55,12,0.41,30,0.072701,30.147,2,-2,-1,-1,0,1,-2,-1,2,0,0.1,50,1,1
14,3,2,22,167,58.3,12,0.55,30,0.072701,31.124,2,-2,-1,-1,0,1,-3,-1,2,0,0.1,100,0,1
14,3,2,22,167,57.5,12,0.5,30,0.072701,30.783,2,-2,-1,-0.1,2,-0.1,-2,-1,2,0,-1,17,0,-1
14,3,2,22,167,59.55,12,0.41,30,0.94069,25.879,0,-1,1,1,0,1,0,1,1,0,1,50,1,1
14,3,2,22,167,58.3,12,0.55,30,0.94069,27.134,0,-1,1,0.1,0,1,-2,0.1,1,0,1,83,0,1
14,3,2,22,167,57.5,12,0.5,30,0.94069,26.692,0,-1,0.1,0.1,0,1,-1,0.1,1,0,1,100,0,1
14,3,2,22,167,59.55,12,0.41,30,1.8709,24.866,0,0,1,1,0,1,0,1,0,0,1,50,0,1
14,3,2,22,167,58.3,12,0.55,30,1.8709,26.185,0,0,2,1,0,1,0,1,0,0,1,83,0,1
14,3,2,22,167,57.5,12,0.5,30,1.8709,25.719,0,0,2,1,-1,0.1,0,1,0,0,0.1,50,0,1
14,4,2,22,167,58.8,12,0.61,30,0.072701,31.52,1,-2,-2,-1,-1,-0.1,-3,-1,2,0,-1,34,1,1
14,4,2,22,167,57.15,12,0.43,30,0.072701,30.291,3,-2,-2,-1,0,0.1,-3,-1,2,0,0.1,50,0,1
14,3,2,22,167,57.6,12,0.32,30,0.072701,29.479,2,-2,-2,-1,-2,-1,-3,-1,2,0,-1,17,0,1
14,4,2,22,167,58.8,12,0.61,30,0.94069,27.653,0,0,1,0.1,0,0.1,0,0.1,0,0,1,83,0,1
14,4,2,22,167,57.15,12,0.43,30,0.94069,26.062,1,-1,0.1,0.1,0,0.1,-1,0.1,1,0,0.1,50,0,1
14,3,2,22,167,57.6,12,0.32,30,0.94069,25.046,0,-1,1,0.1,0,1,-1,0.1,1,0,1,100,0,1
14,4,2,22,167,58.8,12,0.61,30,1.8709,26.733,0,0,2,1,0,1,0,1,0,0,1,50,0,1
14,4,2,22,167,57.15,12,0.43,30,1.8709,25.057,0,0,2,1,0,1,0,1,0,0,1,83,0,1
14,3,2,22,167,57.6,12,0.32,30,1.8709,23.997,0,-1,1,0.1,0,1,0,1,0,0,0.1,50,0,1
15,7,1,21,165,62,21,0.32,24,0.072701,22.196,-1,-1,2,1,0,1,0,1,1,0,1,83,1,1
15,6,1,21,165,62.8,21,0.33,24,0.072701,22.278,-2,0,2,1,0,1,0,1,1,0,1,100,0,1
15,3,1,22,165,63.35,22,0.33,24,0.072701,22.278,-3,0,2,1,0,1,0,1,0,0,1,100,0,1
15,7,1,21,165,62,21,0.32,24,0.94069,18.087,-3,0,2,1,0,1,1,1,-1,0,1,100,0,1
15,6,1,21,165,62.8,21,0.33,24,0.94069,18.203,-3,0,2,1,0,1,1,1,0,0,1,100,0,1
15,3,1,22,165,63.35,22,0.33,24,0.94069,18.203,-3,0,2,1,0,1,2,1,0,0,1,100,0,1
15,7,1,21,165,62,21,0.32,24,1.8709,16.658,-3,1,1,1,0,1,2,1,-1,0,1,100,0,1
15,3,1,22,165,63.35,22,0.33,24,1.8709,16.79,-3,0,2,1,0,1,3,1,0,0,1,100,0,1
15,7,1,21,165,62,21,0.32,24,0.072701,22.196,-2,0,2,1,1,1,1,1,0,0,1,100,0,1
15,7,1,21,165,63,21,0.43,24,0.072701,23.111,-3,0,2,1,0,1,0,1,1,0,1,100,0,1
15,7,1,22,165,63.2,22,0.32,24,0.072701,22.196,-2,0,2,1,0,1,0,1,1,0,1,100,0,1
15,5,1,22,165,63.05,22,0.33,24,0.072701,22.278,-2,0,2,1,0,1,0,1,1,0,1,100,0,1
15,7,1,21,165,62,21,0.32,24,0.94069,18.087,-3,0,2,1,0,1,1,1,0,0,1,100,0,1
15,7,1,21,165,63,21,0.43,24,0.94069,19.311,-3,0,2,1,0,1,2,1,0,0,1,100,0,1
15,7,1,22,165,63.2,22,0.32,24,0.94069,18.087,-2,0,2,1,0,1,3,1,0,0,1,100,0,1
15,5,1,22,165,63.05,22,0.33,24,0.94069,18.203,-3,0,2,1,0,1,2,1,0,0,1,100,0,1
15,7,1,21,165,63,21,0.43,24,1.8709,18.041,-3,0,2,1,0,1,2,1,0,0,1,100,0,1
15,7,1,22,165,63.2,22,0.32,24,1.8709,16.658,-2,0,2,1,0,1,3,1,0,0,1,100,0,1
15,5,1,22,165,63.05,22,0.33,24,1.8709,16.79,-3,0,2,1,0,1,3,1,0,0,1,100,0,1
15,7,2,21,165,64.15,21,0.32,27,0.072701,25.738,0,-2,1,0.1,0,0.1,-1,0.1,2,0,1,83,0,1
15,5,1,22,165,63.4,22,0.41,27,0.072701,26.49,0,-2,1,0.1,0,1,0,0.1,2,0,1,100,0,1
15,4,1,22,165,62.95,22,0.33,27,0.072701,25.823,0,-2,0.1,0.1,2,0.1,-2,-0.1,2,0,1,100,0,1
15,7,1,21,165,64.15,21,0.32,27,0.94069,21.752,-1,-1,1,0.1,1,1,0,0.1,2,0,0.1,67,2,0.1
15,5,1,22,165,63.4,22,0.41,27,0.94069,22.588,-1,-1,2,1,0,1,1,1,1,0,1,100,0,1
15,4,1,22,165,62.95,22,0.33,27,0.94069,21.847,0,-1,1,0.1,1,0.1,1,1,1,0,1,83,0,1
15,7,2,21,165,64.15,21,0.32,27,1.8709,20.624,-2,0,2,1,0,1,2,1,0,0,1,83,0,1
15,5,1,22,165,63.4,22,0.41,27,1.8709,21.537,-2,0,2,1,0,1,3,1,0,0,1,100,0,1
15,4,1,22,165,62.95,22,0.33,27,1.8709,20.728,-1,-1,1,0.1,0,1,2,1,0,0,1,83,0,1
15,7,1,21,165,64.15,21,0.32,27,0.072701,25.738,0,0,1,1,1,1,-1,1,2,0,1,100,0,1
15,7,1,22,165,63.7,22,0.33,27,0.072701,25.823,0,-2,1,0.1,0,1,-1,0.1,2,0,1,100,0,1
