No,Location,Sex,Age,Height,Weight,Singapore year,clo,Tair,velocity,SET*,TS,TP,TC,TA,HS,HA,AMS,AMA,AMP,Sweating,IAQ acceptability,AF,Odor intensity,Dry-eye
7,7,1,21,183,72.35,21,0.41,27,0.072701,26.49,1,-1,-0.1,-0.1,0,0.1,-1,-0.1,1,0,0.1,50,0,0.1
7,4,1,21,183,73.65,21,0.41,27,0.072701,26.49,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,0,0,0.1
7,5,1,21,183,73.8,21,0.32,27,0.072701,25.738,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,50,0,0.1
7,7,1,21,183,72.35,21,0.41,27,0.94069,22.588,-1,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,50,0,0.1
7,4,1,21,183,73.65,21,0.41,27,0.94069,22.588,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,50,0,0.1
7,5,1,21,183,73.8,21,0.32,27,0.94069,21.752,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,50,0,0.1
7,7,1,21,183,72.35,21,0.41,27,1.8709,21.537,0,0,1,0.1,0,0.1,0,0.1,0,0,0.1,50,0,0.1
7,4,1,21,183,73.65,21,0.41,27,1.8709,21.537,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,50,0,0.1
7,5,1,21,183,73.8,21,0.32,27,1.8709,20.624,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,50,0,0.1
7,7,1,21,183,73.8,21,0.32,30,0.072701,29.479,2,-1,-0.1,-0.1,1,0.1,-2,-0.1,2,0,0.1,50,0,0.1
7,7,1,21,183,73.4,21,0.41,30,0.94069,25.879,0,-1,0.1,0.1,0,0.1,-1,0.1,1,0,0.1,50,0,0.1
7,7,1,21,183,73.8,21,0.32,30,0.94069,25.046,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,50,0,0.1
7,7,1,21,183,73.8,21,0.32,30,1.8709,23.997,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,50,0,0.1
7,7,1,21,183,73.4,21,0.41,30,0.072701,30.147,1,-2,-1,-1,0,0.1,-2,-1,2,1,0.1,50,0,0.1
7,5,1,21,183,73.95,21,0.32,30,0.072701,29.479,2,-2,-1,-1,2,-0.1,-2,-1,2,0,-0.1,50,0,1
7,5,1,21,183,73.95,21,0.32,30,0.94069,25.046,1,-1,-0.1,-0.1,1,0.1,-1,-0.1,1,0,0.1,50,0,0.1
7,7,1,21,183,73.4,21,0.41,30,1.8709,24.866,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,50,0,0.1
7,5,1,21,183,73.95,21,0.32,30,1.8709,23.997,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,50,0,0.1
8,2,2,20,167,53.7,10,0.43,24,0.072701,23.111,-2,0,1,1,0,0.1,0,0.1,0,0,1,83,0,0.1
8,3,2,20,167,55.65,10,0.41,24,0.072701,22.935,0,1,1,1,0,1,0,1,0,0,1,83,0,0.1
8,1,2,20,167,55.25,10,0.3,24,0.072701,22.032,-1,0,1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,0.1
8,1,2,20,167,56.45,10,0.32,24,0.072701,22.196,0,0,1,1,0,1,0,1,0,0,0.1,67,0,1
8,2,2,20,167,53.7,10,0.43,24,0.94069,19.311,-2,0,1,0.1,0,0.1,0,0.1,1,0,0.1,83,0,0.1
8,1,2,20,167,55.25,10,0.3,24,0.94069,17.851,-2,1,0.1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,-0.1
8,1,2,20,167,56.45,10,0.32,24,0.94069,18.087,0,0,1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,0.1
8,2,2,20,167,53.7,10,0.43,24,1.8709,18.041,-3,1,-1,-0.1,0,0.1,2,-0.1,-1,0,-0.1,67,0,0.1
8,1,2,20,167,55.25,10,0.3,24,1.8709,16.388,-2,1,-0.1,-0.1,0,-0.1,0,-0.1,-1,0,-0.1,83,0,-1
8,1,2,20,167,56.45,10,0.32,24,1.8709,16.658,0,0,-0.1,-0.1,0,-0.1,0,-0.1,0,0,0.1,67,0,-0.1
8,2,2,20,167,53.7,10,0.39,24,0.072701,22.76,-1,0,1,0.1,0,0.1,0,0.1,1,0,1,83,0,0.1
8,1,2,20,167,55.95,10,0.3,24,0.072701,22.032,0,0,1,0.1,0,0.1,0,0.1,0,0,0.1,83,0,0.1
8,2,2,20,167,53.7,10,0.39,24,0.94069,18.879,-1,0,1,1,0,1,0,1,0,0,1,83,0,-0.1
8,1,2,20,167,55,10,0.3,24,0.94069,17.851,0,0,1,1,0,1,0,1,0,0,1,83,0,1
8,1,2,20,167,55.95,10,0.3,24,0.94069,17.851,0,1,1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,0.1
8,2,2,20,167,53.7,10,0.39,24,1.8709,17.556,-1,0,1,0.1,2,-0.1,0,0.1,0,0,0.1,83,0,-1
8,1,2,20,167,55,10,0.3,24,1.8709,16.388,0,0,1,1,0,1,0,1,0,0,1,100,0,1
8,1,2,20,167,55.95,10,0.3,24,1.8709,16.388,-2,1,-1,-0.1,2,-0.1,2,-1,-2,0,0.1,67,0,-1
8,2,2,20,167,55,10,0.51,27,0.072701,27.289,0,0,1,1,0,0.1,0,0.1,0,0,0.1,83,0,0.1
8,1,2,20,167,55.85,10,0.61,27,0.072701,28.051,0,0,1,1,0,1,0,1,0,0,1,67,0,0.1
8,1,2,20,167,56.45,10,0.47,27,0.072701,26.974,0,0,1,1,0,1,0,1,0,0,1,67,0,1
8,2,2,20,167,55,10,0.51,27,0.94069,23.454,0,0,1,1,0,0.1,0,0.1,0,0,0.1,83,0,0.1
8,1,2,20,167,55.85,10,0.61,27,0.94069,24.323,0,0,1,1,0,1,0,1,0,0,1,67,0,0.1
8,1,2,20,167,56.45,10,0.47,27,0.94069,23.103,0,0,1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,1
8,2,2,20,167,55,10,0.51,27,1.8709,22.491,-2,1,0.1,0.1,2,-0.1,2,-0.1,-1,0,0.1,83,0,-1
8,1,2,20,167,55.85,10,0.61,27,1.8709,23.378,0,0,1,1,0,1,0,1,0,0,0.1,67,0,0.1
8,1,2,20,167,56.45,10,0.47,27,1.8709,22.117,0,0,1,0.1,0,0.1,2,-1,-1,0,0.1,67,0,-1
8,2,2,20,167,55.05,10,0.39,27,0.072701,26.325,0,0,1,1,0,0.1,0,0.1,0,0,0.1,67,0,0.1
8,1,2,20,167,55.05,10,0.39,27,0.072701,26.325,0,0,1,1,0,1,0,1,0,0,0.1,67,0,0.1
8,1,2,20,167,56.9,10,0.3,27,0.072701,25.567,0,0,1,1,0,1,0,0.1,0,0,0.1,83,0,1
8,2,2,20,167,55.05,10,0.39,27,0.94069,22.407,0,0,1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,0.1
8,1,2,20,167,55.05,10,0.39,27,0.94069,22.407,0,0,1,1,0,0.1,0,0.1,0,0,0.1,67,0,-0.1
8,1,2,20,167,56.9,10,0.3,27,0.94069,21.559,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,0.1
8,2,2,20,167,55.05,10,0.39,27,1.8709,21.339,0,0,1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,0.1
8,1,2,20,167,55.05,10,0.39,27,1.8709,21.339,0,0,1,1,0,0.1,0,0.1,0,0,0.1,83,0,0.1
8,1,2,20,167,56.9,10,0.3,27,1.8709,20.413,0,0,1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,-0.1
8,1,2,20,167,55.1,10,0.39,30,0.072701,30.001,0,0,1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,0.1
8,1,2,20,167,55.65,10,0.39,30,0.072701,30.001,0,0,1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,0.1
8,1,2,20,167,57.4,10,0.46,30,0.072701,30.504,0,0,1,1,0,1,0,1,0,0,1,67,0,1
8,1,2,20,167,55.1,10,0.39,30,0.94069,25.696,0,0,1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,0.1
8,1,2,20,167,55,10,0.39,30,0.94069,25.696,0,0,1,0.1,0,0.1,0,0.1,0,0,0.1,83,0,0.1
8,1,2,20,167,55.65,10,0.39,30,0.94069,25.696,0,0,1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,0.1
8,1,2,20,167,57.4,10,0.46,30,0.94069,26.334,0,0,1,1,0,1,0,1,0,0,1,67,0,0.1
8,1,2,20,167,55.1,10,0.39,30,1.8709,24.674,0,0,1,0.1,1,0.1,0,0.1,0,0,0.1,67,0,-0.1
8,1,2,20,167,55.65,10,0.39,30,1.8709,24.674,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,0.1
8,1,2,20,167,57.4,10,0.46,30,1.8709,25.343,0,0,1,1,0,1,0,1,0,0,0.1,83,0,0.1
8,1,2,20,167,55,10,0.39,30,0.072701,30.001,0,-1,0.1,0.1,0,0.1,0,0.1,0,0,0.1,83,0,1
8,1,2,20,167,55.75,10,0.49,30,0.072701,30.714,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,50,0,0.1
8,5,2,20,167,57.1,10,0.3,30,0.072701,29.326,0,0,1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,0.1
8,1,2,20,167,55.75,10,0.49,30,0.94069,26.603,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,0.1
8,5,2,20,167,57.1,10,0.3,30,0.94069,24.858,0,0,1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,0.1
8,1,2,20,167,55,10,0.39,30,1.8709,24.674,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,83,0,0.1
8,1,2,20,167,55.75,10,0.49,30,1.8709,25.626,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,83,0,0.1
8,5,2,20,167,57.1,10,0.3,30,1.8709,23.803,0,0,1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,-1
9,2,2,21,160,51.8,21,0.36,24,0.072701,22.52,0,0,2,1,0,1,0,1,0,0,1,83,0,1
9,2,2,21,160,51.8,21,0.38,24,0.072701,22.68,-2,0,2,1,0,1,0,1,0,0,1,83,0,1
9,2,2,21,160,51.8,21,0.36,24,0.94069,18.546,-2,0,2,1,0,1,0,1,0,0,1,67,0,1
9,2,2,21,160,51.8,21,0.38,24,0.94069,18.769,-3,1,1,1,1,1,1,1,-1,0,1,67,0,1
9,2,2,21,160,51.8,21,0.36,24,1.8709,17.179,-3,1,0.1,0.1,0,1,1,0.1,-1,0,1,67,0,1
9,2,2,21,160,51.8,21,0.38,24,1.8709,17.432,-3,2,-0.1,-0.1,1,0.1,2,-0.1,-2,0,1,67,0,1
9,4,2,21,160,51.7,21,0.45,24,0.072701,23.285,0,-1,1,1,0,1,1,0.1,0,0,1,67,0,1
9,2,2,22,160,51.85,22,0.39,24,0.072701,22.76,-1,0,2,1,0,1,0,1,0,0,1,83,0,1
9,4,2,21,160,51.7,21,0.45,24,0.94069,19.522,-1,0,1,0.1,0,0.1,-1,0.1,0,0,1,50,0,0.1
9,2,2,22,160,51.85,22,0.39,24,0.94069,18.879,-2,0,2,1,0,1,1,1,0,0,1,83,0,1
9,4,2,21,160,51.7,21,0.45,24,1.8709,18.277,-3,2,-0.1,-0.1,2,0.1,0,0.1,-1,0,0.1,50,0,0.1
9,2,2,21,160,51.1,21,0.32,24,1.8709,16.658,-3,2,-0.1,-0.1,0,1,3,-0.1,-2,0,1,83,0,1
9,2,2,22,160,51.85,22,0.39,24,1.8709,17.556,-3,1,1,0.1,2,0.1,3,0.1,-2,0,1,67,0,1
9,2,2,21,160,51.8,21,0.38,27,0.072701,26.243,1,-1,1,0.1,0,0.1,0,0.1,0,0,0.1,50,0,0.1
9,2,2,21,160,52.1,21,0.43,27,0.072701,26.653,0,-1,1,1,1,1,0,1,0,0,1,34,0,1
9,2,2,21,160,51.8,21,0.38,27,0.072701,26.243,-1,0,2,1,0,1,0,1,0,0,1,67,0,1
9,2,2,21,160,51.8,21,0.38,27,0.94069,22.315,0,0,2,1,0,1,0,1,0,0,1,67,0,1
9,2,2,21,160,52.1,21,0.43,27,0.94069,22.752,0,-1,1,1,1,1,0,1,0,0,1,34,0,1
9,2,2,21,160,51.8,21,0.38,27,0.94069,22.315,-1,0,2,1,0,1,1,1,0,0,1,50,0,1
9,2,2,21,160,51.8,21,0.38,27,1.8709,21.239,-1,0,1,1,1,0.1,0,0.1,0,0,0.1,67,0,0.1
9,2,2,21,160,52.1,21,0.43,27,1.8709,21.733,-2,-1,1,1,1,1,1,1,0,0,1,34,0,1
9,2,2,21,160,51.8,21,0.38,27,1.8709,21.239,-2,1,1,0.1,0,1,2,0.1,-1,0,1,67,0,1
9,2,2,21,160,52.3,21,0.32,27,0.072701,25.738,-1,-1,2,1,1,1,-1,0.1,1,0,1,34,0,1
9,3,2,22,160,51.15,22,0.53,27,0.072701,27.444,-2,0,2,1,0,1,0,1,0,0,1,67,0,1
9,2,2,21,160,52.3,21,0.32,27,0.94069,21.752,-1,0,2,1,1,1,0,1,0,0,1,34,0,1
9,3,2,22,160,51.15,22,0.53,27,0.94069,23.629,-1,0,1,0.1,0,0.1,1,0.1,0,0,0.1,50,0,1
9,2,2,21,160,52.3,21,0.32,27,1.8709,20.624,-2,0,2,1,1,1,1,1,-1,0,1,34,0,1
9,3,2,22,160,51.15,22,0.53,27,1.8709,22.661,-2,0,1,0.1,0,0.1,2,0.1,-1,0,0.1,50,0,1
9,2,2,21,160,51.55,21,0.53,30,0.072701,30.989,3,-2,-0.1,-0.1,-2,-0.1,-2,-0.1,2,1,0.1,67,0,1
9,2,2,21,160,51.3,21,0.3,30,0.072701,29.326,1,-2,0.1,0.1,-1,0.1,-2,0.1,1,0,0.1,34,0,1
9,1,2,22,160,50.7,22,0.52,30,0.072701,30.92,2,-2,0.1,0.1,-2,0.1,-3,0.1,1,0,0.1,17,0,1
9,2,2,21,160,51.55,21,0.53,30,0.94069,26.958,1,-1,1,0.1,-2,0.1,-1,0.1,1,0,1,67,0,1
9,2,2,21,160,51.3,21,0.3,30,0.94069,24.858,1,-2,1,0.1,-1,0.1,0,0.1,1,0,0.1,34,0,1
9,1,2,22,160,50.7,22,0.52,30,0.94069,26.87,-1,-1,1,0.1,1,0.1,0,0.1,0,0,0.1,34,0,1
9,2,2,21,160,51.55,21,0.53,30,1.8709,25.999,1,-2,0.1,0.1,-1,0.1,-1,0.1,-1,0,1,50,0,1
9,2,2,21,160,51.3,21,0.3,30,1.8709,23.803,1,-1,1,0.1,-1,0.1,0,0.1,0,0,0.1,34,0,1
9,1,2,22,160,50.7,22,0.52,30,1.8709,25.906,-1,-1,1,0.1,0,0.1,1,0.1,0,0,0.1,34,0,1
9,2,2,21,160,51.35,21,0.3,30,0.072701,29.326,1,-2,1,0.1,-1,0.1,-1,0.1,1,0,0.1,50,0,1
9,2,2,21,160,51.4,21,0.41,30,0.072701,30.147,1,-2,1,0.1,0,0.1,-1,0.1,1,0,0.1,34,0,1
9,4,2,22,160,50.25,22,0.38,30,0.072701,29.928,1,-2,0.1,0.1,-1,0.1,-3,0.1,2,1,0.1,17,0,1
9,2,2,21,160,51.35,21,0.3,30,0.94069,24.858,1,-2,0.1,0.1,-1,0.1,0,0.1,1,0,1,67,0,1
9,2,2,21,160,51.4,21,0.41,30,0.94069,25.879,0,-2,1,0.1,1,0.1,-1,0.1,1,0,0.1,34,0,1
9,4,2,22,160,50.25,22,0.38,30,0.94069,25.604,0,-2,0.1,0.1,-1,0.1,-1,0.1,1,0,0.1,34,0,1
9,2,2,21,160,51.35,21,0.3,30,1.8709,23.803,1,-2,1,0.1,-1,0.1,0,0.1,0,0,1,50,0,1
9,2,2,21,160,51.4,21,0.41,30,1.8709,24.866,0,-1,1,1,1,1,0,1,0,0,0.1,17,0,1
9,4,2,22,160,50.25,22,0.38,30,1.8709,24.578,0,-1,1,0.1,-1,0.1,1,0.1,0,0,0.1,34,0,1
10,4,1,23,178,60.3,6,0.67,24,0.072701,25.122,-1,0,2,1,0,1,1,1,0,0,1,83,2,1
10,4,1,24,178,62,7,0.48,24,0.072701,23.545,-2,0,2,1,0,1,0,1,0,0,1,100,0,1
10,7,1,24,178,62.25,7,0.59,24,0.072701,24.472,-2,0,2,1,0,1,0,1,0,0,1,100,2,1
10,2,1,24,178,61.45,7,0.59,24,0.072701,24.472,-1,0,2,1,0,1,0,1,0,0,1,100,0,1
10,4,1,23,178,60.3,6,0.67,24,0.94069,21.655,-2,0,2,1,0,1,1,1,0,0,1,83,1,1
10,4,1,24,178,62,7,0.48,24,0.94069,19.832,-2,0,2,1,0,1,1,1,0,0,1,100,0,1
10,7,1,24,178,62.25,7,0.59,24,0.94069,20.915,-2,0,2,1,0,1,0,1,0,0,1,100,0,1
10,2,1,24,178,61.45,7,0.59,24,0.94069,20.915,-2,0,2,1,0,1,0,1,0,0,1,100,0,1
10,4,1,23,178,60.3,6,0.67,24,1.8709,20.626,-2,1,0.1,0.1,1,1,1,0.1,-1,0,1,100,0,0.1
10,4,1,24,178,62,7,0.48,24,1.8709,18.623,-2,0,2,1,0,1,1,1,0,0,1,100,0,1
10,7,1,24,178,62.25,7,0.59,24,1.8709,19.818,-2,1,1,1,0,1,0,1,-1,0,1,100,0,1
10,2,1,24,178,61.45,7,0.59,24,1.8709,19.818,-3,1,-0.1,0.1,0,1,2,0.1,-2,0,1,100,0,1
10,4,1,23,178,60.3,6,0.5,24,0.072701,23.716,-1,-1,1,1,0,1,0,1,1,0,1,83,0,1
10,4,1,24,178,62.05,7,0.5,24,0.072701,23.716,-2,0,1,1,0,1,-1,1,1,0,1,100,0,1
10,4,1,23,178,60.3,6,0.5,24,0.94069,20.035,-2,-1,2,1,0,1,0,1,0,0,1,100,0,1
10,4,1,24,178,62.05,7,0.5,24,0.94069,20.035,-2,0,2,1,0,1,0,1,0,0,1,100,0,1
10,4,1,23,178,60.3,6,0.5,24,1.8709,18.848,-3,-1,0.1,0.1,0,1,2,0.1,-1,0,1,100,0,1
10,4,1,24,178,62.05,7,0.5,24,1.8709,18.848,-2,0,2,1,0,1,0,1,0,0,1,100,0,1
10,4,1,23,178,59.8,6,0.61,27,0.072701,28.051,1,-2,0.1,0.1,0,0.1,0,0.1,1,0,0.1,83,1,0.1
10,4,1,24,178,61.9,6,0.52,27,0.072701,27.367,1,-1,0.1,0.1,0,0.1,0,0.1,1,0,1,83,0,0.1
10,4,1,24,178,61.25,7,0.5,27,0.072701,27.211,-1,0,2,1,0,1,0,1,0,0,1,100,0,1
10,4,1,23,178,59.8,6,0.61,27,0.94069,24.323,0,-1,2,1,0,1,0,1,0,0,1,100,0,1
10,4,1,24,178,61.9,6,0.52,27,0.94069,23.542,-1,0,1,1,0,1,0,1,1,0,1,83,0,1
10,4,1,24,178,61.25,7,0.5,27,0.94069,23.367,-2,0,2,1,0,1,0,1,0,0,1,100,0,1
10,4,1,23,178,59.8,6,0.61,27,1.8709,23.378,-1,0,2,1,0,1,1,1,0,0,1,100,0,1
10,4,1,24,178,61.9,6,0.52,27,1.8709,22.583,-1,0,2,1,0,1,1,1,0,0,1,100,0,1
10,4,1,24,178,61.25,7,0.5,27,1.8709,22.398,-2,0,2,1,0,1,0,1,0,0,1,100,0,1
10,4,1,23,178,59.25,6,0.5,27,0.072701,27.211,0,-1,1,0.1,0,1,0,1,1,0,1,83,0,1
10,2,1,24,178,61.3,7,0.41,27,0.072701,26.49,1,-1,0.1,0.1,0,0.1,0,0.1,1,0,0.1,83,0,1
10,2,1,24,178,61.9,7,0.5,27,0.072701,27.211,0,-1,0.1,0.1,0,0.1,0,0.1,2,0,1,100,0,1
10,4,1,23,178,59.25,6,0.5,27,0.94069,23.367,-1,0,2,1,0,1,0,1,0,0,1,100,0,1
10,2,1,24,178,61.3,7,0.41,27,0.94069,22.588,-1,0,2,1,0,1,1,1,0,0,1,83,0,1
10,2,1,24,178,61.9,7,0.5,27,0.94069,23.367,-1,0,2,1,0,1,0,1,0,0,1,100,0,1
10,4,1,23,178,59.25,6,0.5,27,1.8709,22.398,-1,0,2,1,0,1,0,1,0,0,1,83,0,1
10,2,1,24,178,61.3,7,0.41,27,1.8709,21.537,-1,0,2,1,0,1,1,1,0,0,1,100,0,1
10,2,1,24,178,61.9,7,0.5,27,1.8709,22.398,-2,0,2,1,0,1,0,1,0,0,1,100,0,1
10,4,1,24,178,61.5,7,0.5,30,0.072701,30.783,2,-2,-0.1,-0.1,0,1,-3,-1,2,0,1,83,0,1
10,1,1,24,178,62.2,7,0.59,30,0.072701,31.389,2,-2,-2,-1,-1,-0.1,-3,-1,2,1,1,83,0,1
10,3,1,24,178,60.75,7,0.5,30,0.072701,30.783,2,-2,-1,-1,-2,0.1,-3,-1,2,1,0.1,83,0,1
10,4,1,24,178,61.5,7,0.5,30,0.94069,26.692,0,-1,1,1,0,1,-1,1,1,0,1,83,0,1
10,1,1,24,178,62.2,7,0.59,30,0.94069,27.481,0,-1,1,1,0,1,-1,1,1,0,1,83,0,1
10,3,1,24,178,60.75,7,0.5,30,0.94069,26.692,2,-2,-0.1,-0.1,-1,0.1,-2,-0.1,2,0,0.1,83,0,1
10,4,1,24,178,61.5,7,0.5,30,1.8709,25.719,0,-1,1,1,0,1,0,1,0,0,1,83,0,1
10,1,1,24,178,62.2,7,0.59,30,1.8709,26.552,0,-1,2,1,2,0.1,1,1,1,0,0.1,67,0,1
10,3,1,24,178,60.75,7,0.5,30,1.8709,25.719,0,-1,1,1,0,1,0,1,1,0,1,83,0,1
10,4,1,24,178,61.65,7,0.5,30,0.072701,30.783,3,-2,-2,-1,-2,-0.1,-3,-1,2,1,1,83,0,1
10,2,1,24,178,61.8,7,0.5,30,0.072701,30.783,3,-2,-2,-1,-2,0.1,-3,-1,2,3,1,83,0,1
10,2,1,24,178,61.35,7,0.32,30,0.072701,29.479,3,-2,-2,-1,-1,-1,-3,-1,2,2,1,83,0,1
10,4,1,24,178,61.65,7,0.5,30,0.94069,26.692,1,-2,0.1,0.1,0,1,0,0.1,1,0,1,83,0,1
10,2,1,24,178,61.8,7,0.5,30,0.94069,26.692,1,-2,-1,-0.1,0,0.1,-1,0.1,1,0,1,83,0,1
10,2,1,24,178,61.35,7,0.32,30,0.94069,25.046,2,-1,-0.1,-0.1,-1,0.1,-1,0.1,2,0,0.1,83,0,1
10,4,1,24,178,61.65,7,0.5,30,1.8709,25.719,0,-1,2,1,0,1,0,1,0,0,1,83,0,1
10,2,1,24,178,61.8,7,0.5,30,1.8709,25.719,-1,-1,2,1,0,1,1,1,0,0,1,83,0,1
10,2,1,24,178,61.35,7,0.32,30,1.8709,23.997,-1,0,2,1,0,1,0,1,0,0,1,100,0,1
11,4,2,20,159,60.85,20,0.42,24,0.072701,23.023,0,0,1,1,1,0.1,0,0.5,0,0,1,83,0,0.1
11,7,2,20,159,60.7,20,0.32,24,0.072701,22.196,0,0,1,0.1,1,0.1,-1,0.1,1,0,0.1,83,0,0.3
11,4,2,20,159,60.85,20,0.42,24,0.94069,19.204,0,0,1,1,0,0.2,0,0.6,0,0,1,83,0,0.1
11,7,2,20,159,60.7,20,0.32,24,0.94069,18.087,-1,0,1,1,0,0.5,1,1,0,0,1,90,0,0.1
11,4,2,20,159,60.85,20,0.42,24,1.8709,17.922,-1,0,1,1,1,0.1,1,0.7,0,0,0.8,83,0,0.1
11,7,2,20,159,60.7,20,0.32,24,1.8709,16.658,-1,0,1,1,1,0.1,1,0.5,0,0,0.7,83,0,0.1
11,3,2,20,159,59.85,20,0.3,24,0.072701,22.032,-1,0,1,1,1,0.1,0,0.3,0,0,1,83,0,1
11,5,2,20,159,60.8,20,0.3,24,0.072701,22.032,0,0,1,0.1,0,0.1,0,0.6,1,0,0.5,83,0,0.1
11,7,2,20,159,61.15,20,0.3,24,0.072701,22.032,0,0,1,1,0,0.1,-1,0.1,1,0,0.6,83,0,0.5
11,1,2,20,159,60.65,20,0.3,24,0.072701,22.032,0,0,1,1,0,0.1,0,0.3,0,0,0.6,83,0,0.1
11,3,2,20,159,59.85,20,0.3,24,0.94069,17.851,-1,0,1,1,1,0.5,1,1,0,0,0.5,83,0,1
11,5,2,20,159,60.8,20,0.3,24,0.94069,17.851,-1,0,1,1,0,0.1,0,1,0,0,0.1,70,0,0.1
11,7,2,20,159,61.15,20,0.3,24,0.94069,17.851,0,0,1,1,1,0.1,1,0.7,0,0,1,83,0,0.1
11,1,2,20,159,60.65,20,0.3,24,0.94069,17.851,0,0,1,1,0.5,0.1,0,0.6,0,0,1,90,0,0.3
11,3,2,20,159,59.85,20,0.3,24,1.8709,16.388,-1,1,-0.1,0.1,1,0.1,1,-0.1,-1,0,0.1,83,0,1
11,5,2,20,159,60.8,20,0.3,24,1.8709,16.388,-1,0,1,1,2,-0.1,1,1,0,0,1,83,0,-0.1
11,7,2,20,159,61.15,20,0.3,24,1.8709,16.388,0,0,1,1,1,0.1,0,0.7,0,0,0.8,83,0,0.1
11,1,2,20,159,60.65,20,0.3,24,1.8709,16.388,-1,0,1,1,0,0.1,1,0.7,0,0,0.7,85,0,0.2
11,3,2,20,159,61.45,20,0.62,27,0.072701,28.125,0,0,1,1,1,1,0,0.6,1,0,0.1,67,0,0.1
11,7,2,20,159,60.55,20,0.38,27,0.072701,26.243,0,0,1,0.1,1,0.1,-1,0.1,1,0,0.6,83,0,0.1
11,7,2,20,159,60.2,20,0.3,27,0.072701,25.567,0,0,1,0.1,1,0.5,0,0.1,1,0,0.4,83,0,0.1
11,3,2,20,159,61.45,20,0.62,27,0.94069,24.409,0,0,1,1,1,0.1,0,0.1,0,0,1,83,0,0.1
11,5,2,20,159,61.45,20,0.4,27,0.94069,22.498,0,0,1,1,1,0.1,1,1,0,0,1,83,0,0.1
11,7,2,20,159,60.55,20,0.38,27,0.94069,22.315,0,0,1,1,1,0.5,0,1,0,0,0.6,83,0,0.1
11,7,2,20,159,60.2,20,0.3,27,0.94069,21.559,0,0,1,0.1,1,0.5,0,0.4,0,0,0.6,75,0.2,0.1
11,3,2,20,159,61.45,20,0.62,27,1.8709,23.467,0,0,1,1,1,0.1,0,0.1,0,0,0.1,83,0,0.1
11,7,2,20,159,60.55,20,0.38,27,1.8709,21.239,0,0,1,1,1,0.1,0,1,0,0,0.7,83,0,-0.4
11,7,2,20,159,60.2,20,0.3,27,1.8709,20.413,0,0,0.1,1,1,0.2,0,0.4,0,0,0.7,83,0,0.1
11,5,2,20,159,61.45,20,0.4,27,0.072701,26.408,0,-1,-0.1,0.1,1,0.1,-1,-0.1,1,0,-0.1,67,0,0.1
11,5,2,20,159,60.35,20,0.3,27,0.072701,25.567,0,-1,0.1,0.1,1,0.1,-1,-0.1,1,0,0.3,83,0,0.1
11,7,2,20,159,60.1,20,0.32,27,0.072701,25.738,0,-1,1,0.1,0,0.1,-1,0.1,1,0,0.6,83,0,0.3
11,5,2,20,159,60.35,20,0.3,27,0.94069,21.559,0,0,1,1,1,0.1,1,0.7,0,0,0.6,83,0,0.4
11,7,2,20,159,60.1,20,0.32,27,0.94069,21.752,0,-1,1,1,0,0.1,0,0.6,0,0,0.7,83,0,0.1
11,5,2,20,159,61.45,20,0.4,27,1.8709,21.439,-1,0,1,1,1,0.6,1,1,0,0,1,83,0,0.1
11,5,2,20,159,60.35,20,0.3,27,1.8709,20.413,0,0,2,1,0,0.7,2,1,0,0,1,83,0,0.4
11,7,2,20,159,60.1,20,0.32,27,1.8709,20.624,0,0,1,1,0,0.3,0,0.7,0,0,0.7,83,0,0.1
11,3,2,20,159,61.55,20,0.69,30,0.072701,32.028,1,-2,-1,-1,1,-0.1,-1,-0.5,2,1,-0.1,67,0,0.1
