"N","mean_acceptance_avg","Eall_sum"
2,0.43605111037833,224.172129989724
4,0.447492491058953,220.241381865742
6,0.433117602526761,223.393743274136
8,0.434593384430808,220.331551343646
10,0.461394282644531,215.895457949034
12,0.540455890603287,216.108487429212
14,0.540491560301878,216.188010342617
16,0.543683998325777,215.535354399625
18,0.513899453000959,216.158691816916
20,0.569371924319795,211.790706689503
