"Time","Max_Temperature","FanMode_User_1","FanMode_User_2","FanMode_User_3","FanMode_User_4","FanMode_User_5","FanMode_User_6","FanMode_User_7","FanMode_User_8","FanMode_User_9","FanMode_User_10","FanMode_User_11","FanMode_User_12","FanMode_User_13","FanMode_User_14","FanMode_User_15","FanMode_User_16"
8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,22,NA,2,1,2,NA,NA,NA,2,NA,NA,NA,2,2,3,NA,NA
10,22,NA,2,1,NA,NA,2,2,2,0,2,2,2,2,3,2,NA
11,22,2,2,1,2,NA,2,2,2,0,2,NA,NA,2,3,2,2
12,22,2,2,1,2,NA,2,2,2,NA,2,2,2,NA,NA,2,2
13,22,NA,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,3,NA,2
14,22,2,2,1,NA,2,2,2,2,0,NA,NA,NA,2,NA,2,NA
15,22,NA,2,1,2,2,2,NA,2,0,NA,2,2,2,NA,NA,2
16,22,2,2,1,2,2,NA,2,2,NA,2,2,2,NA,3,2,2
17,22,NA,2,1,2,2,2,2,2,0,2,2,2,NA,NA,2,2
18,22,NA,NA,1,NA,NA,NA,2,NA,NA,2,NA,NA,NA,3,2,2
19,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
