"Time","Max_Temperature","FanMode_User_1","FanMode_User_2","FanMode_User_3","FanMode_User_4","FanMode_User_5","FanMode_User_6","FanMode_User_7","FanMode_User_8","FanMode_User_9","FanMode_User_10","FanMode_User_11","FanMode_User_12","FanMode_User_13","FanMode_User_14","FanMode_User_15","FanMode_User_16"
8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,22.5,NA,2,0,2,NA,NA,NA,2,NA,NA,NA,4,2,2,NA,NA
10,23,NA,2,0,NA,NA,0,1,1,0,2,2,2,2,2,1,NA
11,22.5,3,2,0,2,NA,0,2,2,0,2,NA,NA,2,2,2,2
12,22.5,3,2,0,2,NA,0,2,2,NA,2,2,4,NA,NA,2,2
13,22,NA,3,NA,NA,2,NA,NA,NA,NA,NA,2,NA,4,3,NA,2
14,22,2,3,0,NA,2,0,2,2,0,NA,NA,NA,4,NA,2,NA
15,22,NA,3,0,2,2,0,NA,2,0,NA,2,2,4,NA,NA,2
16,22,2,3,0,2,2,NA,2,2,NA,4,2,2,NA,3,2,2
17,22,NA,3,0,2,2,0,2,2,0,4,2,2,NA,NA,2,2
18,23,NA,NA,0,NA,NA,NA,1,NA,NA,2,NA,NA,NA,2,1,1
19,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
