"No","Location","Sex","Age","Height","Weight","Singapore.year","clo","Tair","velocity","SET.","TS","TP","TC","TA","HS","HA","AMS","AMA","AMP","Sweating","IAQ.acceptability","AF","Odor.intensity","Dry.eye","RH","TP_ctg","TA_ctg"
21,6,2,22,166,49.7,22,0.36,27,0.94069,22.129,0,-1,2,1,0,1,0,0.1,1,0,1,100,0,1,60,2,0
21,1,2,22,166,50.35,22,0.39,27,1.8709,21.339,-1,0,2,1,2,0.1,1,1,0,0,0.1,67,0,-1,60,0,0
21,3,2,22,166,49.95,22,0.52,27,1.8709,22.583,-1,0,2,1,0,1,0,1,0,0,1,83,0,1,60,0,0
21,6,2,22,166,49.7,22,0.36,27,1.8709,21.037,-1,0,2,1,0,1,1,1,0,0,1,100,0,1,60,0,0
21,1,2,22,166,50.35,22,0.49,27,0.072701,27.132,0,-1,0.1,0.1,0,0.1,-1,0.1,1,0,0.1,50,1,0.1,68,2,0
21,4,2,22,166,50,22,0.58,27,0.072701,27.826,0,-1,-0.1,0.1,0,0.1,-3,-0.1,1,0,0.1,67,0,1,67,2,0
21,8,2,22,166,50.15,22,0.39,27,0.072701,26.325,1,-1,0.1,0.1,0,1,-3,-0.1,2,0,1,83,0,1,69,2,0
21,1,2,22,166,50.35,22,0.49,27,0.94069,23.279,0,0,2,1,0,1,0,1,0,0,1,67,0,1,60,0,0
21,4,2,22,166,50,22,0.58,27,0.94069,24.064,0,-1,0.1,0.1,0,0.1,0,1,0,0,0.1,50,1,1,60,2,0
21,8,2,22,166,50.15,22,0.39,27,0.94069,22.407,0,0,1,0.1,0,1,-1,0.1,1,0,1,83,0,1,60,0,0
21,1,2,22,166,50.35,22,0.49,27,1.8709,22.305,-1,0,2,1,0,1,1,1,0,0,1,100,0,1,60,0,0
21,4,2,22,166,50,22,0.58,27,1.8709,23.109,0,0,2,1,0,1,0,1,0,0,1,83,0,1,60,0,0
21,8,2,22,166,50.15,22,0.39,27,1.8709,21.339,-1,0,2,1,-1,1,0,1,0,0,1,100,0,1,60,0,0
21,4,2,22,166,50.4,22,0.47,30,0.072701,30.575,0,0,1,0.1,0,0.1,1,0.1,0,0,0.1,67,0,1,65,0,0
21,8,2,22,166,50.15,22,0.36,30,0.072701,29.78,2,-2,-0.1,-0.1,-1,0.1,-3,-0.1,2,1,1,83,0,1,66,2,1
21,2,2,22,166,49.5,22,0.3,30,0.072701,29.326,0,-2,0.1,0.1,0,1,-3,-1,2,0,1,100,0,1,66,2,0
21,4,2,22,166,50.4,22,0.47,30,0.94069,26.424,0,0,2,1,-2,0.1,0,1,0,0,1,83,0,1,60,0,0
21,8,2,22,166,50.15,22,0.36,30,0.94069,25.419,0,-1,0.1,0.1,1,1,0,1,0,0,1,83,0,1,60,2,0
21,2,2,22,166,49.5,22,0.3,30,0.94069,24.858,0,-2,0.1,0.1,0,1,-1,0.1,1,0,1,0,0,1,60,2,0
21,4,2,22,166,50.4,22,0.47,30,1.8709,25.437,-1,0,2,1,0,1,1,1,0,0,1,83,0,1,60,0,0
21,8,2,22,166,50.15,22,0.36,30,1.8709,24.385,0,0,1,0.1,0,1,1,1,0,0,1,83,0,1,60,0,0
21,2,2,22,166,49.5,22,0.3,30,1.8709,23.803,0,-2,1,0.1,0,1,0,1,0,0,1,83,0,1,60,2,0
21,1,2,22,166,51.4,22,0.43,30,0.072701,30.291,1,-1,0.1,0.1,-2,-0.1,-3,-0.1,1,0,0.1,67,0,0.5,65,2,0
21,8,2,22,166,49.8,22,0.53,30,0.072701,30.989,1,-2,0.1,0.1,0,1,-3,-0.1,2,0,0.1,67,1,1,65,2,0
21,8,2,22,166,49.3,22,0.47,30,0.072701,30.575,0,-2,-0.1,0.1,0,1,-3,-1,2,0,1,67,0,1,65,2,0
21,1,2,22,166,51.4,22,0.43,30,0.94069,26.062,0,0,2,1,-1,0.1,0,1,0,0,0.1,67,1,1,60,0,0
21,8,2,22,166,49.8,22,0.53,30,0.94069,26.958,0,-1,-0.1,-0.1,0,1,0,1,0,0,1,83,0,1,60,2,1
21,8,2,22,166,49.3,22,0.47,30,0.94069,26.424,0,-1,1,1,0,1,-1,0.1,1,0,1,100,0,1,60,2,0
21,1,2,22,166,51.4,22,0.43,30,1.8709,25.057,-1,0,1,0.1,0,1,1,1,0,0,1,83,0,0.1,60,0,0
21,8,2,22,166,49.8,22,0.53,30,1.8709,25.999,0,-1,0.1,0.1,0,1,0,1,0,0,1,83,0,1,60,2,0
21,8,2,22,166,49.3,22,0.47,30,1.8709,25.437,0,-1,2,1,0,1,0,1,0,0,1,100,0,1,60,2,0
