"No","Location","Sex","Age","Height","Weight","Singapore.year","clo","Tair","velocity","SET.","TS","TP","TC","TA","HS","HA","AMS","AMA","AMP","Sweating","IAQ.acceptability","AF","Odor.intensity","Dry.eye","RH","TP_ctg","TA_ctg"
16,4,1,24,160,53,24,0.34,24,0.072701,22.359,-2,0,1,1,0,1,-1,0.1,1,0,0.1,67,0,1,89,0,0
16,1,1,24,160,54.05,24,0.53,24,0.072701,23.971,-2,0,2,1,0,1,-3,0.1,0,0,1,67,0,1,76,0,0
16,6,1,24,160,54.1,24,0.5,24,0.072701,23.716,-2,2,2,1,0,1,-3,1,0,0,1,100,0,1,77,1,0
16,4,1,24,160,53,24,0.34,24,0.94069,18.318,-3,2,-1,-1,0,1,3,-0.1,-1,0,1,100,0,1,60,1,1
16,1,1,24,160,54.05,24,0.53,24,0.94069,20.334,-2,0,2,1,0,1,3,1,0,0,1,100,0,1,60,0,0
16,6,1,24,160,54.1,24,0.5,24,0.94069,20.035,-3,0,2,1,0,1,3,1,0,0,1,100,0,1,60,0,0
16,4,1,24,160,53,24,0.34,24,1.8709,16.921,-3,2,-2,-1,0,0.1,3,1,0,0,1,100,0,1,60,1,1
16,6,1,24,160,54.1,24,0.5,24,1.8709,18.848,-3,2,-2,-1,0,1,3,-1,-2,0,1,100,0,1,60,1,1
16,4,1,24,160,53.35,24,0.41,24,0.072701,22.935,-1,0,1,1,1,1,-1,-0.1,1,0,0.1,34,0,1,82,0,0
16,4,1,24,160,54.35,24,0.34,24,0.072701,22.359,-2,0,1,1,2,-0.1,-3,0.1,0,0,0.1,67,0,-0.1,89,0,0
16,4,1,24,160,53.35,24,0.41,24,0.94069,19.097,-3,2,-0.1,-0.1,0,0.1,3,-0.1,-2,0,0.1,100,0,1,60,1,1
16,4,1,24,160,54.35,24,0.34,24,0.94069,18.318,-3,2,-0.1,-0.1,0,1,3,1,0,0,1,67,0,1,60,1,1
16,4,1,24,160,54.35,24,0.34,24,1.8709,16.921,-3,1,-1,-0.1,0,1,3,1,0,0,0.1,70,0,1,60,1,1
16,4,2,24,160,54.05,24,0.41,27,0.072701,26.49,1,-2,0.1,0.1,0,0.1,-2,0.1,1,0,1,67,0,0.1,69,2,0
16,1,1,24,160,54.35,24,0.41,27,0.072701,26.49,-2,0,2,1,0,1,-2,-0.1,1,0,1,100,0,1,69,0,0
16,7,1,24,160,53.45,24,0.3,27,0.072701,25.567,-1,-1,0.1,0.1,0,1,-3,-1,1,0,0.1,67,0,1,71,2,0
16,4,1,24,160,53.2,24,0.6,27,0.94069,24.237,-2,0,2,1,0,1,2,1,0,0,1,67,0,1,60,0,0
16,1,1,24,160,54.35,24,0.41,27,0.94069,22.588,-2,-1,1,1,0,1,1,1,0,0,1,67,0,1,60,2,0
16,7,1,24,160,53.45,24,0.3,27,0.94069,21.559,-2,0,2,1,0,1,2,1,0,0,1,83,0,1,60,0,0
16,4,2,24,160,54.05,24,0.41,27,1.8709,21.537,-2,0,2,1,0,1,3,1,0,0,1,100,0,1,60,0,0
16,1,1,24,160,54.35,24,0.41,27,1.8709,21.537,-2,0,2,1,0,1,3,1,0,0,1,67,1,1,60,0,0
16,7,1,24,160,53.45,24,0.3,27,1.8709,20.413,-2,0,2,1,0,1,3,0.1,-1,0,1,100,0,1,60,0,0
16,4,1,24,160,53.2,24,0.6,27,0.072701,27.977,-2,-1,0.1,0.1,0,1,-2,-0.1,1,0,-0.1,34,0,0.1,67,2,0
16,7,1,24,160,54.5,24,0.41,27,0.072701,26.49,2,-2,-0.1,-0.1,0,0.1,-3,-0.1,2,0,1,83,0,1,69,2,1
16,5,1,24,160,54.2,24,0.32,27,0.072701,25.738,2,-1,0.1,0.1,0,1,-1,-0.1,1,0,1,100,0,1,71,2,0
16,4,1,24,160,54.05,24,0.41,27,0.94069,22.588,-2,0,2,1,0,1,1,1,0,0,1,100,0,1,60,0,0
16,7,1,24,160,54.5,24,0.41,27,0.94069,22.588,-1,-1,1,0.1,0,1,0,1,0,0,1,83,0,1,60,2,0
16,5,1,24,160,54.2,24,0.32,27,0.94069,21.752,-2,0,2,1,0,1,1,1,0,0,1,100,0,1,60,0,0
16,4,1,24,160,53.2,24,0.6,27,1.8709,23.288,-2,0,2,1,-1,1,2,1,0,0,1,100,0,1,60,0,0
16,7,1,24,160,54.5,24,0.41,27,1.8709,21.537,-1,-1,1,0.1,0,1,3,1,0,0,1,100,0,1,60,2,0
16,5,1,24,160,54.2,24,0.32,27,1.8709,20.624,-2,0,2,1,0,1,3,1,0,0,1,100,0,1,60,0,0
16,1,1,24,160,53.9,24,0.41,30,0.072701,30.147,2,-2,-2,-1,0,0.1,-3,-0.1,2,1,0.1,50,0,0.1,65,2,1
16,3,1,24,160,53.4,24,0.32,30,0.072701,29.479,1,-1,0.1,0.1,0,0.1,-3,-0.1,1,0,0.1,83,0,1,66,2,0
16,6,1,24,160,53.8,24,0.3,30,0.072701,29.326,2,-2,-2,-1,0,1,-3,-1,2,0,0.1,50,0,1,66,2,1
16,1,1,24,160,53.9,24,0.41,30,0.94069,25.879,0,-1,0.1,0.1,0,0.1,1,0.1,1,0,0.1,50,0,0.1,60,2,0
16,3,1,24,160,53.4,24,0.32,30,0.94069,25.046,2,0,0.1,0.1,0,0.1,0,0.1,0,0,1,100,0,1,60,0,0
16,6,1,24,160,53.8,24,0.3,30,0.94069,24.858,1,-2,-1,0.1,0,1,1,0.1,1,0,-0.1,34,0,1,60,2,0
16,1,1,24,160,53.9,24,0.41,30,1.8709,24.866,-2,-1,2,1,0,1,3,1,0,0,1,83,0,0.1,60,2,0
16,3,1,24,160,53.4,24,0.32,30,1.8709,23.997,2,-2,-0.1,-0.1,0,1,2,1,0,0,1,100,0,1,60,2,1
16,6,1,24,160,53.8,24,0.3,30,1.8709,23.803,-1,-2,-0.1,-0.1,0,1,1,0.1,0,0,0.1,67,0,1,60,2,1
16,3,1,24,160,54.5,24,0.33,30,0.072701,29.555,1,-2,-0.1,-0.1,0,0.1,-3,-1,2,0,-0.1,50,0,0.1,66,2,1
16,6,1,24,160,54.15,24,0.3,30,0.072701,29.326,3,-2,-2,-1,-3,-1,-3,-1,2,0,0.1,67,0,1,66,2,1
16,3,1,24,160,54.2,24,0.32,30,0.072701,29.479,2,-2,-1,-0.1,-1,0.1,-3,-1,2,0,1,67,0,1,66,2,1
16,3,1,24,160,54.5,24,0.33,30,0.94069,25.139,1,-1,-0.1,-0.1,0,0.1,1,0.1,1,0,1,67,0,0.1,60,2,1
16,6,1,24,160,54.15,24,0.3,30,0.94069,24.858,2,-2,-0.1,-0.1,0,1,1,0.1,1,0,0.1,67,0,1,60,2,1
16,3,1,24,160,54.2,24,0.32,30,0.94069,25.046,2,-2,-2,-1,0,1,1,-0.1,2,0,1,83,0,1,60,2,1
16,3,1,24,160,54.5,24,0.33,30,1.8709,24.094,-1,-1,0.1,0.1,0,0.1,3,1,0,0,0.1,100,0,0.1,60,2,0
16,6,1,24,160,54.15,24,0.3,30,1.8709,23.803,1,-2,-0.1,-0.1,0,1,3,1,0,0,1,100,0,1,60,2,1
16,3,1,24,160,54.2,24,0.32,30,1.8709,23.997,2,-2,-0.1,-0.1,0,1,3,0.1,0,0,0.1,83,0,1,60,2,1
