"No","Location","Sex","Age","Height","Weight","Singapore.year","clo","Tair","velocity","SET.","TS","TP","TC","TA","HS","HA","AMS","AMA","AMP","Sweating","IAQ.acceptability","AF","Odor.intensity","Dry.eye","RH","TP_ctg","TA_ctg"
24,2,1,23,185,64.95,23,0.34,24,1.8709,16.921,-2,1,0.1,0.1,1,-0.1,1,-0.1,-1,0,0.1,34,0,0.1,60,1,0
24,7,1,22,185,65.75,22,0.5,27,0.072701,27.211,-1,-1,0.1,0.1,-1,0.1,-1,0.1,1,0,0.1,34,0,0.1,68,2,0
24,1,1,23,185,65.55,23,0.5,27,0.072701,27.211,-2,1,1,1,1,0.1,2,0.1,0,0,0.1,34,0,0.1,68,1,0
24,7,1,22,185,65.75,22,0.5,27,0.94069,23.367,-2,0,1,0.1,-1,0.1,1,0.1,0,0,0.1,34,0,0.1,60,0,0
24,1,1,23,185,65.55,23,0.5,27,0.94069,23.367,-2,0,1,1,1,1,0,1,0,0,0.1,34,0,-0.1,60,0,0
24,7,1,22,185,65.75,22,0.5,27,1.8709,22.398,-2,1,-1,-0.1,-1,0.1,2,0.1,-1,0,0.1,34,0,0.1,60,1,1
24,1,1,23,185,65.55,23,0.5,27,1.8709,22.398,-1,1,0.1,0.1,1,0.1,0,0.1,-1,0,0.1,36,0,0.1,60,1,0
24,2,1,22,185,65.2,22,0.34,27,0.072701,25.908,0,-1,0.1,0.1,-1,0.1,-2,0.1,1,0,0.1,34,0,0.1,70,2,0
24,2,1,22,185,66.6,22,0.34,27,0.072701,25.908,1,-1,0.1,0.1,-1,0.1,-1,0.1,1,0,0.1,34,0,0.1,70,2,0
24,4,1,23,185,65.85,23,0.5,27,0.072701,27.211,-2,-1,1,0.1,1,0.1,-2,0.1,1,0,0.1,34,0,0.1,68,2,0
24,2,1,22,185,65.2,22,0.34,27,0.94069,21.942,0,-1,0.1,0.1,-1,0.1,-1,0.1,1,0,0.1,34,0,0.1,60,2,0
24,2,1,22,185,66.6,22,0.34,27,0.94069,21.942,-1,-1,0.1,0.1,-1,0.1,-1,0.1,1,0,0.1,34,0,0.1,60,2,0
24,4,1,23,185,65.85,23,0.5,27,0.94069,23.367,-1,-1,1,1,1,0.1,-1,-0.1,0,0,0.1,34,0,0.1,60,2,0
24,2,1,22,185,65.2,22,0.34,27,1.8709,20.832,-1,0,1,0.1,-1,0.1,1,0.1,0,0,0.1,34,0,0.1,60,0,0
24,2,1,22,185,66.6,22,0.34,27,1.8709,20.832,-1,0,1,0.1,-1,0.1,1,0.1,0,0,0.1,34,0,0.1,60,0,0
24,4,1,23,185,65.85,23,0.5,27,1.8709,22.398,-1,-1,1,0.1,1,0.1,1,0.1,0,0,0.1,34,0,0.1,60,2,0
24,2,1,22,185,65.35,22,0.34,30,0.072701,29.63,2,-2,-1,-0.1,-2,-0.1,-3,-1,2,0,0.1,34,0,0.1,66,2,1
24,2,1,22,185,65.1,22,0.41,30,0.072701,30.147,3,-2,-2,-1,3,-1,-3,-1,2,1,-1,34,0,0.1,65,2,1
24,2,1,23,185,65.9,23,0.34,30,0.072701,29.63,-2,1,1,0.1,2,1,0,0.1,1,0,0.1,34,0,0.1,66,1,0
24,2,1,22,185,65.35,22,0.34,30,0.94069,25.233,1,-1,-1,0.1,-2,0.1,-2,0.1,1,0,0.1,34,0,0.1,60,2,0
24,2,1,22,185,65.1,22,0.41,30,0.94069,25.879,0,-1,0.1,0.1,-1,0.1,-1,0.1,1,0,0.1,34,0,0.1,60,2,0
24,2,1,23,185,65.9,23,0.34,30,0.94069,25.233,-1,0,1,0.1,1,0.1,-2,0.1,0,0,0.1,34,0,0.1,60,0,0
24,2,1,22,185,65.35,22,0.34,30,1.8709,24.191,-1,-1,0.1,0.1,-2,0.1,2,0.1,-1,0,0.1,34,0,0.1,60,2,0
24,2,1,22,185,65.1,22,0.41,30,1.8709,24.866,0,-1,0.1,0.1,0,0.1,0,0.1,1,0,0.1,17,0,0.1,60,2,0
24,2,1,23,185,65.9,23,0.34,30,1.8709,24.191,-1,0,1,1,1,0.1,1,0.1,0,0,0.1,34,0,0.1,60,0,0
24,2,1,22,185,65.45,22,0.58,30,0.072701,31.323,1,-2,-1,-0.1,-1,-0.1,-3,-1,2,0,-0.1,34,0,0.1,65,2,1
24,2,1,23,185,66.65,23,0.5,30,0.072701,30.783,3,-2,-2,-1,2,-1,-2,-1,2,0,-0.1,34,0,0.1,65,2,1
24,2,1,22,185,65.45,22,0.58,30,0.94069,27.395,0,-2,-0.1,-0.1,-1,-0.1,-1,-0.1,2,0,0.1,34,0,0.1,60,2,1
24,2,1,23,185,66.65,23,0.5,30,0.94069,26.692,-1,-1,1,0.1,1,0.1,-2,0.1,1,0,0.1,40,0,0.1,60,2,0
24,2,1,22,185,65.45,22,0.58,30,1.8709,26.46,-1,-1,0.1,0.1,-1,0.1,1,0.1,-1,0,0.1,34,0,0.1,60,2,0
24,2,1,23,185,66.65,23,0.5,30,1.8709,25.719,-1,0,1,1,2,0.1,-2,0.1,0,0,0.1,34,0,0.1,60,0,0
