"No","Location","Sex","Age","Height","Weight","Singapore.year","clo","Tair","velocity","SET.","TS","TP","TC","TA","HS","HA","AMS","AMA","AMP","Sweating","IAQ.acceptability","AF","Odor.intensity","Dry.eye","RH","TP_ctg","TA_ctg"
19,8,1,22,171,65.85,22,0.26,24,0.072701,21.699,-1,-1,1,1,0,0.8,-1,0.8,0.5,0,0.8,75,0.5,0.8,90,2,0
19,8,1,22,171,65.25,22,0.5,24,0.072701,23.716,-1,-1,0.1,0.1,0,0.6,-3,0.2,1,0,0.6,90,0.5,0.5,77,2,0
19,8,1,22,171,65.85,22,0.26,24,0.94069,17.366,-2,0,1,1,1,0.5,1.5,0.7,0,0,0.8,83,0,-0.5,60,0,0
19,8,1,22,171,65.25,22,0.5,24,0.94069,20.035,-2,0,1,0.1,0,0.6,1,0.3,-0.4,0,0.7,90,0.2,0.6,60,0,0
19,8,1,22,171,65.9,22,0.5,24,1.8709,18.848,-3,1,1,1,0,0.8,2,0.5,-1,0,0.7,83,0,0.8,60,1,0
19,8,1,22,171,65.25,22,0.5,24,1.8709,18.848,-2,0,1,0.1,0,0.6,3,0.2,-1,0,0.9,93,0.3,0.6,60,0,0
19,7,1,22,171,65.9,22,0.52,24,0.072701,23.887,-2,-1,1,1,0,0.8,0,0.5,1,0,0.6,75,1,0.8,77,2,0
19,8,1,22,171,65.65,22,0.34,24,0.072701,22.359,0,-1,1,1,0,0.5,-1,0.3,0.4,0,0.4,67,1,0.3,89,2,0
19,8,1,22,171,65.15,22,0.41,24,0.072701,22.935,-1,-2,0.1,0.1,0,0.4,-3,0.3,0.5,0,0.5,83,0.3,0.6,82,2,0
19,7,1,22,171,65.9,22,0.52,24,0.94069,20.235,-3,1,1,1,0,0.8,1,0.8,-0.5,0,0.8,83,0,0.8,60,1,0
19,8,1,22,171,65.65,22,0.34,24,0.94069,18.318,-1,0,1,0.1,0,0.6,0,0.5,0,0,0.4,75,1,0.6,60,0,0
19,8,1,22,171,65.15,22,0.41,24,0.94069,19.097,-3,0,1,1,0,0.7,1.6,0.3,-0.3,0,0.8,90,0.3,0.5,60,0,0
19,7,1,22,171,65.9,22,0.52,24,1.8709,19.07,-3,1,-0.1,0.1,0,1,2,1,-1,0,0.1,83,0,0.1,60,1,0
19,8,1,22,171,65.85,22,0.26,24,1.8709,15.829,-2,0,1,1,1,0.5,2,0.3,-0.5,0,0.7,83,0,-0.5,60,0,0
19,8,1,22,171,65.65,22,0.34,24,1.8709,16.921,-3,1,-0.1,-0.1,0,0.4,3,-0.3,-1,0,0.6,67,1,0.6,60,1,1
19,8,1,22,171,65.15,22,0.41,24,1.8709,17.801,-3,0,1,1,0,0.6,2.5,0.2,-1,0,0.6,95,0.2,0.6,60,0,0
19,8,1,22,171,65.85,22,0.34,27,0.072701,25.908,0,-1,0.1,0.1,1.5,0.4,-3,-0.3,1,0,0.2,67,1,0.7,70,2,0
