"No","Location","Sex","Age","Height","Weight","Singapore.year","clo","Tair","velocity","SET.","TS","TP","TC","TA","HS","HA","AMS","AMA","AMP","Sweating","IAQ.acceptability","AF","Odor.intensity","Dry.eye","RH","TP_ctg","TA_ctg"
3,1,2,19,174,63.55,19,0.39,24,0.072701,22.76,-1,0,1,1,0,1,0,1,0,0,1,83,0,1,84,0,0
3,1,2,19,174,63.85,19,0.3,24,0.072701,22.032,-1,0,1,1,0,1,0,1,1,0,1,83,0,1,89,0,0
3,1,2,19,174,63.85,19,0.3,24,0.94069,17.851,-1,1,1,1,0,1,0,1,-1,0,0.1,83,0,1,60,1,0
3,1,2,19,174,63.55,19,0.39,24,1.8709,17.556,-2,1,1,1,0,1,1,1,-1,0,1,83,0,1,60,1,0
3,1,2,19,174,63.85,19,0.3,24,1.8709,16.388,-3,1,0.1,0.1,0,1,2,0.1,-2,0,0.1,83,0,1,60,1,0
3,5,2,19,174,64.2,19,0.59,24,0.072701,24.472,-1,0,2,1,1,0.1,1,1,0,0,1,50,0,1,74,0,0
3,5,2,19,174,64.2,19,0.63,24,0.072701,24.8,0,0,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,73,0,1
3,1,2,19,174,63.75,19,0.52,24,0.072701,23.887,-1,1,1,1,0,1,0,1,0,0,1,83,0,1,77,1,0
3,5,2,19,174,64.2,19,0.59,24,0.94069,20.915,-2,1,1,1,0,1,1,1,-1,0,1,83,0,1,60,1,0
3,5,2,19,174,64.2,19,0.63,24,0.94069,21.289,0,0,1,1,1,0.1,0,1,0,0,1,67,0,0.1,60,0,0
3,4,2,19,174,64.8,19,0.57,24,0.94069,20.724,-1,0,1,1,0,1,0,1,0,0,1,83,0,1,60,0,0
3,1,2,19,174,63.75,19,0.52,24,0.94069,20.235,-1,0,1,1,0,1,1,0.1,-1,0,1,83,0,1,60,0,0
3,5,2,19,174,64.2,19,0.59,24,1.8709,19.818,-1,1,1,1,0,0.1,0,0.1,-1,0,1,50,0,1,60,1,0
3,5,2,19,174,64.2,19,0.63,24,1.8709,20.228,-1,0,1,1,1,0.1,1,1,-1,0,1,83,0,1,60,0,0
3,4,2,19,174,64.8,19,0.57,24,1.8709,19.608,-1,0,1,1,0,1,1,1,0,0,1,83,0,1,60,0,0
3,1,2,19,174,63.75,19,0.52,24,1.8709,19.07,-2,1,0.1,0.1,0,1,2,0.1,-2,0,0.1,83,0,1,60,1,0
3,1,2,19,174,62.85,19,0.63,27,0.072701,28.199,0,-1,1,1,0,1,0,1,1,0,1,50,0,1,67,2,0
3,5,2,19,174,64.8,19,0.79,27,0.072701,29.335,0,-1,1,0.1,0,1,-1,0.1,1,0,0.1,67,0,1,66,2,0
