"No","Location","Sex","Age","Height","Weight","Singapore.year","clo","Tair","velocity","SET.","TS","TP","TC","TA","HS","HA","AMS","AMA","AMP","Sweating","IAQ.acceptability","AF","Odor.intensity","Dry.eye","RH","TP_ctg","TA_ctg"
8,2,2,20,167,53.7,10,0.43,24,0.072701,23.111,-2,0,1,1,0,0.1,0,0.1,0,0,1,83,0,0.1,81,0,0
8,3,2,20,167,55.65,10,0.41,24,0.072701,22.935,0,1,1,1,0,1,0,1,0,0,1,83,0,0.1,82,1,0
8,1,2,20,167,55.25,10,0.3,24,0.072701,22.032,-1,0,1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,0.1,89,0,0
8,1,2,20,167,56.45,10,0.32,24,0.072701,22.196,0,0,1,1,0,1,0,1,0,0,0.1,67,0,1,89,0,0
8,2,2,20,167,53.7,10,0.43,24,0.94069,19.311,-2,0,1,0.1,0,0.1,0,0.1,1,0,0.1,83,0,0.1,60,0,0
8,1,2,20,167,55.25,10,0.3,24,0.94069,17.851,-2,1,0.1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,-0.1,60,1,0
8,1,2,20,167,56.45,10,0.32,24,0.94069,18.087,0,0,1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,0.1,60,0,0
8,2,2,20,167,53.7,10,0.43,24,1.8709,18.041,-3,1,-1,-0.1,0,0.1,2,-0.1,-1,0,-0.1,67,0,0.1,60,1,1
8,1,2,20,167,55.25,10,0.3,24,1.8709,16.388,-2,1,-0.1,-0.1,0,-0.1,0,-0.1,-1,0,-0.1,83,0,-1,60,1,1
8,1,2,20,167,56.45,10,0.32,24,1.8709,16.658,0,0,-0.1,-0.1,0,-0.1,0,-0.1,0,0,0.1,67,0,-0.1,60,0,1
8,2,2,20,167,53.7,10,0.39,24,0.072701,22.76,-1,0,1,0.1,0,0.1,0,0.1,1,0,1,83,0,0.1,84,0,0
8,1,2,20,167,55.95,10,0.3,24,0.072701,22.032,0,0,1,0.1,0,0.1,0,0.1,0,0,0.1,83,0,0.1,89,0,0
8,2,2,20,167,53.7,10,0.39,24,0.94069,18.879,-1,0,1,1,0,1,0,1,0,0,1,83,0,-0.1,60,0,0
8,1,2,20,167,55,10,0.3,24,0.94069,17.851,0,0,1,1,0,1,0,1,0,0,1,83,0,1,60,0,0
8,1,2,20,167,55.95,10,0.3,24,0.94069,17.851,0,1,1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,0.1,60,1,0
8,2,2,20,167,53.7,10,0.39,24,1.8709,17.556,-1,0,1,0.1,2,-0.1,0,0.1,0,0,0.1,83,0,-1,60,0,0
8,1,2,20,167,55,10,0.3,24,1.8709,16.388,0,0,1,1,0,1,0,1,0,0,1,100,0,1,60,0,0
8,1,2,20,167,55.95,10,0.3,24,1.8709,16.388,-2,1,-1,-0.1,2,-0.1,2,-1,-2,0,0.1,67,0,-1,60,1,1
8,2,2,20,167,55,10,0.51,27,0.072701,27.289,0,0,1,1,0,0.1,0,0.1,0,0,0.1,83,0,0.1,68,0,0
8,1,2,20,167,55.85,10,0.61,27,0.072701,28.051,0,0,1,1,0,1,0,1,0,0,1,67,0,0.1,67,0,0
8,1,2,20,167,56.45,10,0.47,27,0.072701,26.974,0,0,1,1,0,1,0,1,0,0,1,67,0,1,69,0,0
8,2,2,20,167,55,10,0.51,27,0.94069,23.454,0,0,1,1,0,0.1,0,0.1,0,0,0.1,83,0,0.1,60,0,0
8,1,2,20,167,55.85,10,0.61,27,0.94069,24.323,0,0,1,1,0,1,0,1,0,0,1,67,0,0.1,60,0,0
8,1,2,20,167,56.45,10,0.47,27,0.94069,23.103,0,0,1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,1,60,0,0
8,2,2,20,167,55,10,0.51,27,1.8709,22.491,-2,1,0.1,0.1,2,-0.1,2,-0.1,-1,0,0.1,83,0,-1,60,1,0
8,1,2,20,167,55.85,10,0.61,27,1.8709,23.378,0,0,1,1,0,1,0,1,0,0,0.1,67,0,0.1,60,0,0
8,1,2,20,167,56.45,10,0.47,27,1.8709,22.117,0,0,1,0.1,0,0.1,2,-1,-1,0,0.1,67,0,-1,60,0,0
8,2,2,20,167,55.05,10,0.39,27,0.072701,26.325,0,0,1,1,0,0.1,0,0.1,0,0,0.1,67,0,0.1,69,0,0
8,1,2,20,167,55.05,10,0.39,27,0.072701,26.325,0,0,1,1,0,1,0,1,0,0,0.1,67,0,0.1,69,0,0
8,1,2,20,167,56.9,10,0.3,27,0.072701,25.567,0,0,1,1,0,1,0,0.1,0,0,0.1,83,0,1,71,0,0
8,2,2,20,167,55.05,10,0.39,27,0.94069,22.407,0,0,1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,0.1,60,0,0
8,1,2,20,167,55.05,10,0.39,27,0.94069,22.407,0,0,1,1,0,0.1,0,0.1,0,0,0.1,67,0,-0.1,60,0,0
8,1,2,20,167,56.9,10,0.3,27,0.94069,21.559,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,0.1,60,0,0
8,2,2,20,167,55.05,10,0.39,27,1.8709,21.339,0,0,1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,0.1,60,0,0
8,1,2,20,167,55.05,10,0.39,27,1.8709,21.339,0,0,1,1,0,0.1,0,0.1,0,0,0.1,83,0,0.1,60,0,0
8,1,2,20,167,56.9,10,0.3,27,1.8709,20.413,0,0,1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,-0.1,60,0,0
