"No","Location","Sex","Age","Height","Weight","Singapore.year","clo","Tair","velocity","SET.","TS","TP","TC","TA","HS","HA","AMS","AMA","AMP","Sweating","IAQ.acceptability","AF","Odor.intensity","Dry.eye","RH","TP_ctg","TA_ctg"
11,7,2,20,159,60.55,20,0.38,27,0.072701,26.243,0,0,1,0.1,1,0.1,-1,0.1,1,0,0.6,83,0,0.1,70,0,0
11,7,2,20,159,60.2,20,0.3,27,0.072701,25.567,0,0,1,0.1,1,0.5,0,0.1,1,0,0.4,83,0,0.1,71,0,0
11,3,2,20,159,61.45,20,0.62,27,0.94069,24.409,0,0,1,1,1,0.1,0,0.1,0,0,1,83,0,0.1,60,0,0
11,5,2,20,159,61.45,20,0.4,27,0.94069,22.498,0,0,1,1,1,0.1,1,1,0,0,1,83,0,0.1,60,0,0
11,7,2,20,159,60.55,20,0.38,27,0.94069,22.315,0,0,1,1,1,0.5,0,1,0,0,0.6,83,0,0.1,60,0,0
11,7,2,20,159,60.2,20,0.3,27,0.94069,21.559,0,0,1,0.1,1,0.5,0,0.4,0,0,0.6,75,0.2,0.1,60,0,0
11,3,2,20,159,61.45,20,0.62,27,1.8709,23.467,0,0,1,1,1,0.1,0,0.1,0,0,0.1,83,0,0.1,60,0,0
11,7,2,20,159,60.55,20,0.38,27,1.8709,21.239,0,0,1,1,1,0.1,0,1,0,0,0.7,83,0,-0.4,60,0,0
11,7,2,20,159,60.2,20,0.3,27,1.8709,20.413,0,0,0.1,1,1,0.2,0,0.4,0,0,0.7,83,0,0.1,60,0,0
11,5,2,20,159,61.45,20,0.4,27,0.072701,26.408,0,-1,-0.1,0.1,1,0.1,-1,-0.1,1,0,-0.1,67,0,0.1,69,2,0
11,5,2,20,159,60.35,20,0.3,27,0.072701,25.567,0,-1,0.1,0.1,1,0.1,-1,-0.1,1,0,0.3,83,0,0.1,71,2,0
11,7,2,20,159,60.1,20,0.32,27,0.072701,25.738,0,-1,1,0.1,0,0.1,-1,0.1,1,0,0.6,83,0,0.3,71,2,0
11,5,2,20,159,60.35,20,0.3,27,0.94069,21.559,0,0,1,1,1,0.1,1,0.7,0,0,0.6,83,0,0.4,60,0,0
11,7,2,20,159,60.1,20,0.32,27,0.94069,21.752,0,-1,1,1,0,0.1,0,0.6,0,0,0.7,83,0,0.1,60,2,0
11,5,2,20,159,61.45,20,0.4,27,1.8709,21.439,-1,0,1,1,1,0.6,1,1,0,0,1,83,0,0.1,60,0,0
11,5,2,20,159,60.35,20,0.3,27,1.8709,20.413,0,0,2,1,0,0.7,2,1,0,0,1,83,0,0.4,60,0,0
11,7,2,20,159,60.1,20,0.32,27,1.8709,20.624,0,0,1,1,0,0.3,0,0.7,0,0,0.7,83,0,0.1,60,0,0
11,3,2,20,159,61.55,20,0.69,30,0.072701,32.028,1,-2,-1,-1,1,-0.1,-1,-0.5,2,1,-0.1,67,0,0.1,64,2,1
11,8,2,20,159,60.3,20,0.3,30,0.072701,29.326,1,-1,-0.1,-0.1,0,0.1,-1,-0.1,1,0,0.1,70,0,0.1,66,2,1
11,7,2,20,159,60.9,20,0.3,30,0.072701,29.326,1,-2,-1,-0.1,1,-0.1,-2,-0.4,1,0,0.8,83,0,0.3,66,2,1
11,3,2,20,159,61.55,20,0.69,30,0.94069,28.326,0,-1,0.1,0.1,0,0.1,0,0.6,0,0,0.1,67,0,0.1,60,2,0
11,8,2,20,159,60.3,20,0.3,30,0.94069,24.858,1,-1,0.1,0.1,1,0.1,0,0.1,1,0,0.1,75,0,0.5,60,2,0
11,7,2,20,159,60.9,20,0.3,30,0.94069,24.858,0,-2,-0.1,0.1,0,0.1,0,-0.1,1,1,0.3,83,0,0.3,60,2,0
11,3,2,20,159,61.55,20,0.69,30,1.8709,27.447,0,-1,0.1,-0.1,1,-0.1,0,0.1,0,1,0.1,67,0.2,0.1,60,2,1
11,8,2,20,159,60.3,20,0.3,30,1.8709,23.803,0,-1,0.1,0.1,1,0.1,0,0.6,0,0,0.1,67,0,0.1,60,2,0
11,7,2,20,159,60.9,20,0.3,30,1.8709,23.803,0,0,1,0.1,0,0.1,1,0.3,0,0,0.7,83,0,0.5,60,0,0
11,4,2,20,159,61.1,20,0.3,30,0.072701,29.326,1,-1,0.1,-0.1,1,-0.1,-1,-0.1,1,0,0.1,67,0,0.1,66,2,1
11,3,2,20,159,60.5,20,0.59,30,0.072701,31.389,1,-1,-0.1,-0.1,1,-0.1,-1,-0.3,1,0,0.1,67,0,0.1,65,2,1
11,4,2,20,159,60.65,20,0.3,30,0.072701,29.326,1,-2,-1,-1,0,0.1,-2,-1,2,1,0.1,50,0,0.3,66,2,1
11,4,2,20,159,61.1,20,0.3,30,0.94069,24.858,0,-1,0.1,0.1,1,-0.1,0,0.1,1,0,0.1,75,0,0.1,60,2,0
11,3,2,20,159,60.5,20,0.59,30,0.94069,27.481,1,-1,0.1,0.1,1,-0.1,0,-0.1,1,0,0.1,67,0,-0.1,60,2,0
11,4,2,20,159,60.65,20,0.3,30,0.94069,24.858,1,-1,0.1,0.1,1,0.1,-1,0.1,1,0,0.1,83,0,0.3,60,2,0
11,4,2,20,159,61.1,20,0.3,30,1.8709,23.803,0,0,1,1,0,0.3,1,1,0,0,0.7,83,0,0.1,60,0,0
11,3,2,20,159,60.5,20,0.59,30,1.8709,26.552,0,-1,0.1,0.1,1,0.1,0,0.1,0,0,0.1,83,0,0.1,60,2,0
11,4,2,20,159,60.65,20,0.3,30,1.8709,23.803,0,-1,0.1,0.1,0,0.1,0,0.1,0,0,0.5,75,0,0.1,60,2,0
