"No","Location","Sex","Age","Height","Weight","Singapore.year","clo","Tair","velocity","SET.","TS","TP","TC","TA","HS","HA","AMS","AMA","AMP","Sweating","IAQ.acceptability","AF","Odor.intensity","Dry.eye","RH","TP_ctg","TA_ctg"
7,6,1,21,183,71.3,21,0.41,24,0.072701,22.935,-3,1,1,1,1,1,0,1,0,0,1,83,0,1,82,1,0
7,7,1,21,183,71.3,21,0.41,24,0.072701,22.935,0,0,1,1,0,0.1,0,0.1,0,0,1,50,0,0.1,82,0,0
7,5,1,21,183,72.9,21,0.43,24,0.072701,23.111,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,50,0,0.1,81,0,0
7,5,1,21,183,73.75,21,0.32,24,0.072701,22.196,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,50,0,0.1,89,0,0
7,6,1,21,183,71.3,21,0.41,24,0.94069,19.097,-3,1,1,1,0,1,1,1,0,0,1,83,0,1,60,1,0
7,7,1,21,183,71.3,21,0.41,24,0.94069,19.097,-2,1,-1,-0.1,0,0.1,2,-0.1,-1,0,0.1,50,0,0.1,60,1,1
7,5,1,21,183,73.75,21,0.32,24,0.94069,18.087,-1,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,50,0,0.1,60,0,0
7,6,1,21,183,71.3,21,0.41,24,1.8709,17.801,-3,1,-0.1,0.1,0,1,2,1,-1,0,0.1,83,0,0.1,60,1,0
7,7,1,21,183,71.3,21,0.41,24,1.8709,17.801,-3,2,-2,-1,0,0.1,2,-1,-2,0,0.1,50,0,0.1,60,1,1
7,5,1,21,183,72.9,21,0.43,24,1.8709,18.041,-3,2,-1,-1,0,0.1,2,-1,-2,0,0.1,50,0,0.1,60,1,1
7,5,1,21,183,73.75,21,0.32,24,1.8709,16.658,-1,0,0.1,0.1,0,0.1,2,-0.1,-1,0,0.1,50,0,0.1,60,0,0
7,7,1,21,183,71.95,21,0.43,24,0.072701,23.111,-1,0,1,1,0,0.1,0,1,0,0,1,50,0,0.1,81,0,0
7,6,1,21,183,73.6,21,0.32,24,0.072701,22.196,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,50,0,0.1,89,0,0
7,7,1,21,183,71.95,21,0.43,24,0.94069,19.311,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,50,0,0.1,60,0,0
7,5,1,21,183,73.65,21,0.41,24,0.94069,19.097,0,0,1,0.1,0,0.1,0,0.1,0,0,0.1,50,0,0.1,60,0,0
7,6,1,21,183,73.6,21,0.32,24,0.94069,18.087,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,50,0,0.1,60,0,0
7,7,1,21,183,71.95,21,0.43,24,1.8709,18.041,-1,1,-1,-0.1,0,0.1,1,0.1,-1,0,0.1,50,0,0.1,60,1,1
