"No","Location","Sex","Age","Height","Weight","Singapore.year","clo","Tair","velocity","SET.","TS","TP","TC","TA","HS","HA","AMS","AMA","AMP","Sweating","IAQ.acceptability","AF","Odor.intensity","Dry.eye","RH","TP_ctg","TA_ctg"
1,8,1,25,169,70.75,25,0.32,24,0.072701,22.196,-1,0,0.1,0.1,1,0.1,0,0.1,0,0,0.1,50,0,1,89,0,0
1,7,1,25,169,72.05,25,0.41,24,0.072701,22.935,0,0,1,0.1,0,0.1,0,0.1,0,0,0.1,50,0,0.1,82,0,0
1,8,1,25,169,72,25,0.3,24,0.072701,22.032,-1,-1,1,0.1,0,0.1,0,-0.1,2,0,-0.1,50,0,0.1,89,2,0
1,8,1,25,169,72.3,25,0.32,24,0.072701,22.196,0,0,1,0.1,3,-1,-3,-1,2,0,-1,17,0,0.1,89,0,0
1,8,1,25,169,70.75,25,0.32,24,0.94069,18.087,0,0,1,1,0,0.1,1,1,0,0,0.1,100,0,0.1,60,0,0
1,8,1,25,169,72,25,0.3,24,0.94069,17.851,-2,0,1,1,0,1,0,0.1,0,0,0.1,100,0,0.1,60,0,0
1,8,1,25,169,72.3,25,0.32,24,0.94069,18.087,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,100,0,0.1,60,0,0
1,8,1,25,169,70.75,25,0.32,24,1.8709,16.658,-2,1,1,1,0,1,1,0.1,0,0,1,50,0,0.1,60,1,0
1,7,1,25,169,72.05,25,0.41,24,1.8709,17.801,-1,0,2,1,0,1,1,1,0,0,1,83,0,1,60,0,0
1,8,1,25,169,72,25,0.3,24,1.8709,16.388,-2,0,2,1,0,1,0,0.1,0,0,0.1,100,0,1,60,0,0
1,8,1,25,169,72.3,25,0.32,24,1.8709,16.658,-3,1,1,0.1,0,0.1,0,0.1,0,0,0.1,67,0,0.1,60,1,0
1,8,1,25,169,70.5,25,0.32,24,0.072701,22.196,0,-1,0.1,0.1,-2,0.1,-3,0.1,2,2,0.1,50,0,0.1,89,2,0
1,8,1,25,169,72.45,25,0.32,24,0.072701,22.196,-1,-1,1,0.1,3,0.1,0,-1,2,0,0.1,17,1,0.1,89,2,0
