"No","Location","Sex","Age","Height","Weight","Singapore.year","clo","Tair","velocity","SET.","TS","TP","TC","TA","HS","HA","AMS","AMA","AMP","Sweating","IAQ.acceptability","AF","Odor.intensity","Dry.eye","RH","TP_ctg","TA_ctg"
9,2,2,21,160,51.8,21,0.36,24,0.072701,22.52,0,0,2,1,0,1,0,1,0,0,1,83,0,1,89,0,0
9,2,2,21,160,51.8,21,0.38,24,0.072701,22.68,-2,0,2,1,0,1,0,1,0,0,1,83,0,1,85,0,0
9,2,2,21,160,51.8,21,0.36,24,0.94069,18.546,-2,0,2,1,0,1,0,1,0,0,1,67,0,1,60,0,0
9,2,2,21,160,51.8,21,0.38,24,0.94069,18.769,-3,1,1,1,1,1,1,1,-1,0,1,67,0,1,60,1,0
9,2,2,21,160,51.8,21,0.36,24,1.8709,17.179,-3,1,0.1,0.1,0,1,1,0.1,-1,0,1,67,0,1,60,1,0
9,2,2,21,160,51.8,21,0.38,24,1.8709,17.432,-3,2,-0.1,-0.1,1,0.1,2,-0.1,-2,0,1,67,0,1,60,1,1
9,4,2,21,160,51.7,21,0.45,24,0.072701,23.285,0,-1,1,1,0,1,1,0.1,0,0,1,67,0,1,80,2,0
9,2,2,22,160,51.85,22,0.39,24,0.072701,22.76,-1,0,2,1,0,1,0,1,0,0,1,83,0,1,84,0,0
9,4,2,21,160,51.7,21,0.45,24,0.94069,19.522,-1,0,1,0.1,0,0.1,-1,0.1,0,0,1,50,0,0.1,60,0,0
9,2,2,22,160,51.85,22,0.39,24,0.94069,18.879,-2,0,2,1,0,1,1,1,0,0,1,83,0,1,60,0,0
9,4,2,21,160,51.7,21,0.45,24,1.8709,18.277,-3,2,-0.1,-0.1,2,0.1,0,0.1,-1,0,0.1,50,0,0.1,60,1,1
9,2,2,21,160,51.1,21,0.32,24,1.8709,16.658,-3,2,-0.1,-0.1,0,1,3,-0.1,-2,0,1,83,0,1,60,1,1
9,2,2,22,160,51.85,22,0.39,24,1.8709,17.556,-3,1,1,0.1,2,0.1,3,0.1,-2,0,1,67,0,1,60,1,0
9,2,2,21,160,51.8,21,0.38,27,0.072701,26.243,1,-1,1,0.1,0,0.1,0,0.1,0,0,0.1,50,0,0.1,70,2,0
9,2,2,21,160,52.1,21,0.43,27,0.072701,26.653,0,-1,1,1,1,1,0,1,0,0,1,34,0,1,69,2,0
9,2,2,21,160,51.8,21,0.38,27,0.072701,26.243,-1,0,2,1,0,1,0,1,0,0,1,67,0,1,70,0,0
9,2,2,21,160,51.8,21,0.38,27,0.94069,22.315,0,0,2,1,0,1,0,1,0,0,1,67,0,1,60,0,0
9,2,2,21,160,52.1,21,0.43,27,0.94069,22.752,0,-1,1,1,1,1,0,1,0,0,1,34,0,1,60,2,0
9,2,2,21,160,51.8,21,0.38,27,0.94069,22.315,-1,0,2,1,0,1,1,1,0,0,1,50,0,1,60,0,0
9,2,2,21,160,51.8,21,0.38,27,1.8709,21.239,-1,0,1,1,1,0.1,0,0.1,0,0,0.1,67,0,0.1,60,0,0
9,2,2,21,160,52.1,21,0.43,27,1.8709,21.733,-2,-1,1,1,1,1,1,1,0,0,1,34,0,1,60,2,0
9,2,2,21,160,51.8,21,0.38,27,1.8709,21.239,-2,1,1,0.1,0,1,2,0.1,-1,0,1,67,0,1,60,1,0
9,2,2,21,160,52.3,21,0.32,27,0.072701,25.738,-1,-1,2,1,1,1,-1,0.1,1,0,1,34,0,1,71,2,0
9,3,2,22,160,51.15,22,0.53,27,0.072701,27.444,-2,0,2,1,0,1,0,1,0,0,1,67,0,1,68,0,0
9,2,2,21,160,52.3,21,0.32,27,0.94069,21.752,-1,0,2,1,1,1,0,1,0,0,1,34,0,1,60,0,0
9,3,2,22,160,51.15,22,0.53,27,0.94069,23.629,-1,0,1,0.1,0,0.1,1,0.1,0,0,0.1,50,0,1,60,0,0
9,2,2,21,160,52.3,21,0.32,27,1.8709,20.624,-2,0,2,1,1,1,1,1,-1,0,1,34,0,1,60,0,0
9,3,2,22,160,51.15,22,0.53,27,1.8709,22.661,-2,0,1,0.1,0,0.1,2,0.1,-1,0,0.1,50,0,1,60,0,0
9,2,2,21,160,51.55,21,0.53,30,0.072701,30.989,3,-2,-0.1,-0.1,-2,-0.1,-2,-0.1,2,1,0.1,67,0,1,65,2,1
9,2,2,21,160,51.3,21,0.3,30,0.072701,29.326,1,-2,0.1,0.1,-1,0.1,-2,0.1,1,0,0.1,34,0,1,66,2,0
9,1,2,22,160,50.7,22,0.52,30,0.072701,30.92,2,-2,0.1,0.1,-2,0.1,-3,0.1,1,0,0.1,17,0,1,65,2,0
9,2,2,21,160,51.55,21,0.53,30,0.94069,26.958,1,-1,1,0.1,-2,0.1,-1,0.1,1,0,1,67,0,1,60,2,0
9,2,2,21,160,51.3,21,0.3,30,0.94069,24.858,1,-2,1,0.1,-1,0.1,0,0.1,1,0,0.1,34,0,1,60,2,0
9,1,2,22,160,50.7,22,0.52,30,0.94069,26.87,-1,-1,1,0.1,1,0.1,0,0.1,0,0,0.1,34,0,1,60,2,0
9,2,2,21,160,51.55,21,0.53,30,1.8709,25.999,1,-2,0.1,0.1,-1,0.1,-1,0.1,-1,0,1,50,0,1,60,2,0
9,2,2,21,160,51.3,21,0.3,30,1.8709,23.803,1,-1,1,0.1,-1,0.1,0,0.1,0,0,0.1,34,0,1,60,2,0
9,1,2,22,160,50.7,22,0.52,30,1.8709,25.906,-1,-1,1,0.1,0,0.1,1,0.1,0,0,0.1,34,0,1,60,2,0
9,2,2,21,160,51.35,21,0.3,30,0.072701,29.326,1,-2,1,0.1,-1,0.1,-1,0.1,1,0,0.1,50,0,1,66,2,0
9,2,2,21,160,51.4,21,0.41,30,0.072701,30.147,1,-2,1,0.1,0,0.1,-1,0.1,1,0,0.1,34,0,1,65,2,0
9,4,2,22,160,50.25,22,0.38,30,0.072701,29.928,1,-2,0.1,0.1,-1,0.1,-3,0.1,2,1,0.1,17,0,1,66,2,0
9,2,2,21,160,51.35,21,0.3,30,0.94069,24.858,1,-2,0.1,0.1,-1,0.1,0,0.1,1,0,1,67,0,1,60,2,0
9,2,2,21,160,51.4,21,0.41,30,0.94069,25.879,0,-2,1,0.1,1,0.1,-1,0.1,1,0,0.1,34,0,1,60,2,0
