"No","Location","Sex","Age","Height","Weight","Singapore.year","clo","Tair","velocity","SET.","TS","TP","TC","TA","HS","HA","AMS","AMA","AMP","Sweating","IAQ.acceptability","AF","Odor.intensity","Dry.eye","RH","TP_ctg","TA_ctg"
26,3,1,21,165,73.95,21,0.39,24,0.072701,22.76,-2,1,1,0.1,-1,1,1,-0.1,-1,0,-0.1,45,0,1,84,1,0
26,7,1,22,165,71.95,22,0.73,24,0.072701,25.595,0,0,2,1,-1,1,0,1,0,0,0.1,67,0,1,71,0,0
26,3,1,22,165,73.15,22,0.5,24,0.072701,23.716,-1,0,0.1,0.1,-1,0.1,0,0.1,0,0,0.1,67,0,1,77,0,0
26,3,1,21,165,73.95,21,0.39,24,0.94069,18.879,-3,2,-1,-0.1,-2,-0.1,1,-0.1,-1,0,-0.1,34,0,1,60,1,1
26,3,1,22,165,73.15,22,0.5,24,0.94069,20.035,-1,1,0.1,0.1,-1,0.1,1,0.1,-1,0,0.1,83,0,1,60,1,0
26,3,1,21,165,73.55,21,0.34,24,1.8709,16.921,-1,1,0.1,-0.1,-2,0.1,1,-0.1,-1,0,0.1,83,0,1,60,1,1
26,3,1,22,165,73.15,22,0.5,24,1.8709,18.848,-2,2,-1,-0.1,-1,0.1,2,-0.1,-2,0,-0.1,83,0,1,60,1,1
26,3,1,21,165,73.55,21,0.32,24,0.072701,22.196,-2,1,2,1,-1,1,1,1,-1,0,0.1,67,0,-0.1,89,1,0
26,6,1,22,165,71.6,22,0.45,24,0.072701,23.285,0,0,2,1,-1,1,0,1,0,0,1,67,0,1,80,0,0
26,5,1,22,165,73.8,22,0.5,24,0.072701,23.716,0,0,1,1,-1,1,0,1,1,0,1,83,0,1,77,0,0
26,3,1,21,165,73.55,21,0.32,24,0.94069,18.087,-2,0,2,1,-1,1,1,1,0,0,1,83,0,0.1,60,0,0
26,6,1,22,165,71.6,22,0.45,24,0.94069,19.522,-1,1,0.1,0.1,-1,1,1,0.1,-1,0,1,83,0,1,60,1,0
26,5,1,22,165,73.8,22,0.5,24,0.94069,20.035,0,0,1,0.1,-1,0.1,0,0.1,0,0,1,83,0,1,60,0,0
26,3,1,21,165,73.55,21,0.32,24,1.8709,16.658,-3,2,-1,-1,2,0.1,2,-0.5,-2,0,0.5,83,0,0.5,60,1,1
26,3,1,21,165,73.95,21,0.39,24,1.8709,17.556,-2,1,1,0.1,-2,0.1,1,0.3,1,0,1,67,0,1,60,1,0
26,6,1,22,165,71.6,22,0.45,24,1.8709,18.277,-1,1,1,0.1,-1,1,1,0.1,-1,0,1,83,0,1,60,1,0
26,5,1,22,165,73.8,22,0.5,24,1.8709,18.848,-1,0,1,1,-1,1,0,1,0.1,0,1,83,0,1,60,0,0
26,6,1,21,165,71.65,21,0.32,27,0.072701,25.738,0,0,2,1,0,1,0,1,0,0,1,83,0,1,71,0,0
26,6,1,22,165,73.05,22,0.41,27,0.072701,26.49,0,0,2,1,-1,1,0,1,0,0,1,83,0,1,69,0,0
26,3,1,22,165,73.75,22,0.5,27,0.072701,27.211,0,0,2,1,-1,1,0,1,0,0,1,83,0,1,68,0,0
26,6,1,21,165,71.65,21,0.32,27,0.94069,21.752,-1,0,2,1,-1,1,1,1,0,0,1,83,0,1,60,0,0
26,6,1,22,165,73.05,22,0.41,27,0.94069,22.588,0,0,2,1,-1,1,0,1,0,0,1,83,0,1,60,0,0
26,3,1,22,165,73.75,22,0.5,27,0.94069,23.367,0,0,1,1,-1,1,0,1,0,0,1,67,0,1,60,0,0
26,6,1,21,165,71.65,21,0.32,27,1.8709,20.624,-2,2,-1,-0.1,-2,1,2,1,-2,0,1,83,0,1,60,1,1
26,6,1,22,165,73.05,22,0.41,27,1.8709,21.537,-2,1,1,0.1,-1,1,1,0.1,-1,0,1,67,0,1,60,1,0
26,3,1,22,165,73.75,22,0.5,27,1.8709,22.398,-1,0,2,1,-1,1,2,1,-1,0,1,67,0,1,60,0,0
26,6,1,22,165,73.35,22,0.41,27,0.072701,26.49,1,-1,1,0.1,-1,0.1,-1,-0.1,1,0,1,67,0,1,69,2,0
26,1,1,22,165,74,22,0.5,27,0.072701,27.211,0,0,2,1,-1,1,0,1,1,0,1,67,0,1,68,0,0
26,6,1,22,165,73.35,22,0.41,27,0.94069,22.588,0,0,1,1,-1,1,0,1,0,0,1,67,0,1,60,0,0
