"No","Location","Sex","Age","Height","Weight","Singapore.year","clo","Tair","velocity","SET.","TS","TP","TC","TA","HS","HA","AMS","AMA","AMP","Sweating","IAQ.acceptability","AF","Odor.intensity","Dry.eye","RH","TP_ctg","TA_ctg"
2,8,2,22,152,35.65,22,0.64,24,0.072701,24.881,-1,0,1,1,0,1,0,0.1,0,0,0.1,83,0,1,73,0,0
2,6,2,22,152,35.15,22,0.3,24,0.072701,22.032,-1,0,1,1,0,1,0,1,0,0,1,83,0,1,89,0,0
2,8,2,22,152,35.25,22,0.49,24,0.072701,23.63,-1,0,1,1,0,1,0,1,0,0,1,83,0,0.1,78,0,0
2,6,2,22,152,35.15,22,0.3,24,0.94069,17.851,-2,1,2,1,0,1,1,1,0,0,1,83,0,1,60,1,0
2,8,2,22,152,35.25,22,0.49,24,0.94069,19.934,-2,0,2,1,0,1,0,1,0,0,1,83,0,1,60,0,0
2,8,2,22,152,35.65,22,0.64,24,1.8709,20.328,-2,1,1,0.1,0,1,2,0.1,-1,0,1,100,0,1,60,1,0
2,6,2,22,152,35.15,22,0.3,24,1.8709,16.388,-2,1,0.1,0.1,0,1,2,0.1,-1,0,1,100,0,1,60,1,0
2,8,2,22,152,35.25,22,0.49,24,1.8709,18.736,-2,1,1,1,0,1,0,1,-1,0,1,100,0,0.1,60,1,0
2,6,2,22,152,36.05,22,0.41,24,0.072701,22.935,-1,0,1,1,0,1,0,1,1,0,1,83,0,1,82,0,0
2,7,2,22,152,35.45,22,0.49,24,0.072701,23.63,-1,0,2,1,0,1,0,1,0,0,1,67,0,1,78,0,0
2,6,2,22,152,36.05,22,0.41,24,0.94069,19.097,-1,1,0.1,0.1,0,1,1,1,0,0,1,83,0,1,60,1,0
2,7,2,22,152,35.85,22,0.52,24,0.94069,20.235,0,0,1,1,0,1,1,1,0,0,1,83,0,0.1,60,0,0
2,7,2,22,152,35.45,22,0.49,24,0.94069,19.934,-1,0,2,1,0,1,1,1,0,0,1,100,0,0.1,60,0,0
2,6,2,22,152,36.05,22,0.41,24,1.8709,17.801,-2,1,0.1,0.1,0,1,1,0.1,-1,0,-0.1,83,0,1,60,1,0
2,7,2,22,152,35.85,22,0.52,24,1.8709,19.07,-1,0,1,1,0,1,1,1,0,0,1,100,0,-0.1,60,0,0
2,7,2,22,152,35.45,22,0.49,24,1.8709,18.736,-1,1,1,1,0,1,1,1,-1,0,1,100,0,0.1,60,1,0
2,7,2,22,152,35.55,22,0.3,27,0.072701,25.567,0,0,1,1,0,1,-1,0.1,1,0,1,67,0,1,71,0,0
2,7,2,22,152,35.35,22,0.32,27,0.072701,25.738,0,0,2,1,0,1,0,1,0,0,0.1,67,0,1,71,0,0
2,7,2,22,152,35.55,22,0.3,27,0.94069,21.559,-1,0,1,1,0,1,0,1,0,0,1,83,0,1,60,0,0
2,7,2,22,152,35.35,22,0.32,27,0.94069,21.752,-1,0,2,1,0,1,0,1,0,0,1,100,0,1,60,0,0
2,7,2,22,152,35.55,22,0.3,27,1.8709,20.413,-1,1,1,0.1,0,1,2,0.1,-1,0,1,100,0,-0.1,60,1,0
2,7,2,22,152,35.35,22,0.32,27,1.8709,20.624,-1,0,1,1,1,1,1,1,0,0,1,100,0,0.1,60,0,0
2,8,2,22,152,35.3,22,0.43,27,0.072701,26.653,0,-1,1,1,0,1,-1,0.1,1,0,0.1,67,0,1,69,2,0
2,7,2,22,152,35.35,22,0.32,27,0.072701,25.738,0,-1,1,0.1,0,1,-1,0.1,1,0,1,67,0,1,71,2,0
2,8,2,22,152,35.3,22,0.43,27,0.94069,22.752,0,0,1,1,0,1,0,1,1,0,1,83,0,1,60,0,0
2,7,2,22,152,35.35,22,0.32,27,0.94069,21.752,-1,0,1,1,0,1,1,1,0,0,1,83,0,1,60,0,0
2,8,2,22,152,35.3,22,0.43,27,1.8709,21.733,0,0,1,1,0,1,1,1,0,0,1,83,0,1,60,0,0
2,7,2,22,152,35.35,22,0.32,27,1.8709,20.624,-1,0,1,1,0,1,2,1,0,0,1,83,0,1,60,0,0
2,7,2,22,152,36.2,22,0.39,30,0.072701,30.001,2,-2,-1,-1,2,-0.1,-2,-1,2,1,0.1,50,0,0.1,66,2,1
2,8,2,22,152,36.2,22,0.39,30,0.072701,30.001,1,-2,-0.1,-0.1,0,0.1,-2,-0.1,2,0,1,67,0,1,66,2,1
2,6,2,22,152,35.4,22,0.5,30,0.072701,30.783,0,-1,0.1,-0.1,0,1,-2,-1,2,0,0.1,50,0,1,65,2,1
2,8,2,22,152,35.45,22,0.32,30,0.072701,29.479,1,-1,-0.1,-0.1,0,1,-2,-0.1,1,0,-0.1,50,0,1,66,2,1
2,7,2,22,152,36.2,22,0.39,30,0.94069,25.696,1,-1,-0.1,-0.1,1,0.1,-1,0.1,1,0,0.1,50,0,0.1,60,2,1
2,8,2,22,152,36.2,22,0.39,30,0.94069,25.696,0,-1,0.1,0.1,0,1,-1,0.1,1,0,0.1,67,0,1,60,2,0
2,6,2,22,152,35.4,22,0.5,30,0.94069,26.692,0,-1,1,1,0,1,0,0.1,1,0,1,67,0,1,60,2,0
2,8,2,22,152,35.45,22,0.32,30,0.94069,25.046,0,-1,1,1,0,1,-1,1,0,0,1,83,0,1,60,2,0
2,7,2,22,152,36.2,22,0.39,30,1.8709,24.674,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.1,50,0,0.1,60,0,0
2,8,2,22,152,36.2,22,0.39,30,1.8709,24.674,-1,-1,1,1,0,1,0,1,0,0,1,83,0,1,60,2,0
2,6,2,22,152,35.4,22,0.5,30,1.8709,25.719,-1,0,1,1,0,1,1,1,0,0,1,83,0,1,60,0,0
2,8,2,22,152,35.45,22,0.32,30,1.8709,23.997,0,0,2,1,0,1,1,1,0,0,1,83,0,1,60,0,0
2,6,2,22,152,35.45,22,0.5,30,0.072701,30.783,0,-1,0.1,0.1,0,1,-1,0.1,1,0,1,83,0,1,65,2,0
2,4,2,22,152,35.45,22,0.32,30,0.072701,29.479,0,-1,0.1,0.1,0,1,-1,-0.1,1,0,1,83,0,1,66,2,0
2,6,2,22,152,35.45,22,0.5,30,0.94069,26.692,0,-1,1,1,0,1,0,0.1,1,0,1,67,0,1,60,2,0
2,4,2,22,152,35.45,22,0.32,30,0.94069,25.046,0,-1,0.1,0.1,0,1,0,1,1,0,1,83,0,1,60,2,0
2,6,2,22,152,35.45,22,0.5,30,1.8709,25.719,0,-1,1,1,0,1,1,1,0,0,1,83,0,1,60,2,0
2,4,2,22,152,35.45,22,0.32,30,1.8709,23.997,0,-1,1,1,0,1,2,1,0,0,1,83,0,1,60,2,0
