"No","Location","Sex","Age","Height","Weight","Singapore.year","clo","Tair","velocity","SET.","TS","TP","TC","TA","HS","HA","AMS","AMA","AMP","Sweating","IAQ.acceptability","AF","Odor.intensity","Dry.eye","RH","TP_ctg","TA_ctg"
15,7,1,22,165,62.95,22,0.33,30,0.94069,25.139,2,-2,-1,-0.1,3,-0.1,1,1,1,0,-0.1,67,0,1,60,2,1
15,7,1,21,165,63.75,21,0.33,30,1.8709,24.094,1,-2,1,0.1,1,0.1,2,1,0,0,1,83,0,1,60,2,0
15,7,1,22,165,63.2,22,0.33,30,1.8709,24.094,0,-2,1,1,1,1,3,1,0,0,1,83,0,1,60,2,0
15,7,1,22,165,62.95,22,0.33,30,1.8709,24.094,0,-2,-0.1,-0.1,1,-0.1,3,1,0,0,0.1,67,0,1,60,2,1
15,7,1,21,165,64.15,21,0.33,30,0.072701,29.555,0,-2,0.1,0.1,1,0.1,0,0.1,2,0,0.1,83,0,1,66,2,0
15,3,1,22,165,63.2,22,0.32,30,0.072701,29.479,0,-2,-0.1,-0.1,1,-0.1,-2,-0.1,2,0,0.1,83,0,1,66,2,1
15,6,1,22,165,62.2,22,0.32,30,0.072701,29.479,1,-2,-0.1,-0.1,0,0.1,-3,-1,2,0,-0.1,67,0,1,66,2,1
15,7,1,21,165,64.15,21,0.33,30,0.94069,25.139,0,-2,1,0.1,1,0.1,1,0.1,2,0,1,83,0,1,60,2,0
15,3,1,22,165,63.2,22,0.32,30,0.94069,25.046,0,-2,0.1,0.1,1,0.1,2,1,1,0,1,83,0,1,60,2,0
15,6,1,22,165,62.2,22,0.32,30,0.94069,25.046,0,-2,0.1,0.1,2,0.1,1,0.1,2,0,0.1,67,0,1,60,2,0
15,7,1,21,165,64.15,21,0.33,30,1.8709,24.094,0,-2,1,0.1,2,0.1,2,1,0,0,0.1,83,0,1,60,2,0
15,3,1,22,165,63.2,22,0.32,30,1.8709,23.997,1,-2,0.1,0.1,2,0.1,3,1,0,0,0.1,67,0,1,60,2,0
15,6,1,22,165,62.2,22,0.32,30,1.8709,23.997,1,-2,-0.1,-0.1,2,-0.1,3,1,0,0,1,83,0,1,60,2,1
