"No","Location","Sex","Age","Height","Weight","Singapore.year","clo","Tair","velocity","SET.","TS","TP","TC","TA","HS","HA","AMS","AMA","AMP","Sweating","IAQ.acceptability","AF","Odor.intensity","Dry.eye","RH","TP_ctg","TA_ctg"
15,7,1,21,165,62,21,0.32,24,0.072701,22.196,-1,-1,2,1,0,1,0,1,1,0,1,83,1,1,89,2,0
15,6,1,21,165,62.8,21,0.33,24,0.072701,22.278,-2,0,2,1,0,1,0,1,1,0,1,100,0,1,89,0,0
15,3,1,22,165,63.35,22,0.33,24,0.072701,22.278,-3,0,2,1,0,1,0,1,0,0,1,100,0,1,89,0,0
15,7,1,21,165,62,21,0.32,24,0.94069,18.087,-3,0,2,1,0,1,1,1,-1,0,1,100,0,1,60,0,0
15,6,1,21,165,62.8,21,0.33,24,0.94069,18.203,-3,0,2,1,0,1,1,1,0,0,1,100,0,1,60,0,0
15,3,1,22,165,63.35,22,0.33,24,0.94069,18.203,-3,0,2,1,0,1,2,1,0,0,1,100,0,1,60,0,0
15,7,1,21,165,62,21,0.32,24,1.8709,16.658,-3,1,1,1,0,1,2,1,-1,0,1,100,0,1,60,1,0
15,3,1,22,165,63.35,22,0.33,24,1.8709,16.79,-3,0,2,1,0,1,3,1,0,0,1,100,0,1,60,0,0
15,7,1,21,165,62,21,0.32,24,0.072701,22.196,-2,0,2,1,1,1,1,1,0,0,1,100,0,1,89,0,0
15,7,1,21,165,63,21,0.43,24,0.072701,23.111,-3,0,2,1,0,1,0,1,1,0,1,100,0,1,81,0,0
15,7,1,22,165,63.2,22,0.32,24,0.072701,22.196,-2,0,2,1,0,1,0,1,1,0,1,100,0,1,89,0,0
15,5,1,22,165,63.05,22,0.33,24,0.072701,22.278,-2,0,2,1,0,1,0,1,1,0,1,100,0,1,89,0,0
15,7,1,21,165,62,21,0.32,24,0.94069,18.087,-3,0,2,1,0,1,1,1,0,0,1,100,0,1,60,0,0
15,7,1,21,165,63,21,0.43,24,0.94069,19.311,-3,0,2,1,0,1,2,1,0,0,1,100,0,1,60,0,0
15,7,1,22,165,63.2,22,0.32,24,0.94069,18.087,-2,0,2,1,0,1,3,1,0,0,1,100,0,1,60,0,0
15,5,1,22,165,63.05,22,0.33,24,0.94069,18.203,-3,0,2,1,0,1,2,1,0,0,1,100,0,1,60,0,0
15,7,1,21,165,63,21,0.43,24,1.8709,18.041,-3,0,2,1,0,1,2,1,0,0,1,100,0,1,60,0,0
15,7,1,22,165,63.2,22,0.32,24,1.8709,16.658,-2,0,2,1,0,1,3,1,0,0,1,100,0,1,60,0,0
15,5,1,22,165,63.05,22,0.33,24,1.8709,16.79,-3,0,2,1,0,1,3,1,0,0,1,100,0,1,60,0,0
15,7,2,21,165,64.15,21,0.32,27,0.072701,25.738,0,-2,1,0.1,0,0.1,-1,0.1,2,0,1,83,0,1,71,2,0
15,5,1,22,165,63.4,22,0.41,27,0.072701,26.49,0,-2,1,0.1,0,1,0,0.1,2,0,1,100,0,1,69,2,0
15,4,1,22,165,62.95,22,0.33,27,0.072701,25.823,0,-2,0.1,0.1,2,0.1,-2,-0.1,2,0,1,100,0,1,70,2,0
15,7,1,21,165,64.15,21,0.32,27,0.94069,21.752,-1,-1,1,0.1,1,1,0,0.1,2,0,0.1,67,2,0.1,60,2,0
15,5,1,22,165,63.4,22,0.41,27,0.94069,22.588,-1,-1,2,1,0,1,1,1,1,0,1,100,0,1,60,2,0
15,4,1,22,165,62.95,22,0.33,27,0.94069,21.847,0,-1,1,0.1,1,0.1,1,1,1,0,1,83,0,1,60,2,0
15,7,2,21,165,64.15,21,0.32,27,1.8709,20.624,-2,0,2,1,0,1,2,1,0,0,1,83,0,1,60,0,0
15,5,1,22,165,63.4,22,0.41,27,1.8709,21.537,-2,0,2,1,0,1,3,1,0,0,1,100,0,1,60,0,0
15,4,1,22,165,62.95,22,0.33,27,1.8709,20.728,-1,-1,1,0.1,0,1,2,1,0,0,1,83,0,1,60,2,0
15,7,1,21,165,64.15,21,0.32,27,0.072701,25.738,0,0,1,1,1,1,-1,1,2,0,1,100,0,1,71,0,0
15,7,1,22,165,63.7,22,0.33,27,0.072701,25.823,0,-2,1,0.1,0,1,-1,0.1,2,0,1,100,0,1,70,2,0
15,5,1,22,165,62.55,22,0.33,27,0.072701,25.823,0,-2,0.1,0.1,0,1,-1,0.1,2,0,1,100,0,1,70,2,0
15,7,1,21,165,64.15,21,0.32,27,0.94069,21.752,-1,-2,1,1,0,1,1,1,2,0,1,83,0,0,60,2,0
15,7,1,22,165,63.7,22,0.33,27,0.94069,21.847,-1,-2,1,1,0,1,1,1,2,0,1,100,0,1,60,2,0
15,5,1,22,165,62.55,22,0.33,27,0.94069,21.847,0,-2,1,0.1,0,0.1,2,1,1,0,1,100,0,1,60,2,0
15,7,1,21,165,64.15,21,0.32,27,1.8709,20.624,-2,0,2,0.1,2,1,1,1,1,0,1,83,1,1,60,0,0
15,7,1,22,165,63.7,22,0.33,27,1.8709,20.728,-2,0,2,1,0,1,3,1,0,0,1,100,0,1,60,0,0
15,5,1,22,165,62.55,22,0.33,27,1.8709,20.728,-1,0,2,1,0,1,3,1,0,0,1,100,0,1,60,0,0
15,7,1,21,165,63.75,21,0.33,30,0.072701,29.555,2,-2,1,0.1,2,0.1,-2,-0.1,2,1,1,83,0,1,66,2,0
15,7,1,22,165,63.2,22,0.33,30,0.072701,29.555,1,-2,-0.1,-0.1,1,1,-2,0.1,2,0,1,83,0,1,66,2,1
15,7,1,22,165,62.95,22,0.33,30,0.072701,29.555,2,-2,-1,-0.1,0,0.1,-3,-1,2,0,0.1,67,0,1,66,2,1
15,7,1,21,165,63.75,21,0.33,30,0.94069,25.139,0,-2,1,0.1,1,0.1,1,1,1,0,0.1,83,0,1,60,2,0
15,7,1,22,165,63.2,22,0.33,30,0.94069,25.139,0,-2,1,0.1,1,1,1,1,1,0,1,83,0,1,60,2,0
