"No","Location","Sex","Age","Height","Weight","Singapore.year","clo","Tair","velocity","SET.","TS","TP","TC","TA","HS","HA","AMS","AMA","AMP","Sweating","IAQ.acceptability","AF","Odor.intensity","Dry.eye","RH","TP_ctg","TA_ctg"
14,3,2,22,167,57,12,0.41,24,0.072701,22.935,0,0,1,1,0,1,0,1,0,0,1,83,1,-0.1,82,0,0
14,2,2,22,167,58.2,12,0.39,24,0.072701,22.76,0,0,2,1,0,1,0,1,0,0,0.1,50,1,1,84,0,0
14,3,2,22,167,57.25,12,0.75,24,0.072701,25.75,0,-1,-0.1,0.1,-1,0.1,-1,0.1,1,0,-1,0,0,1,71,2,0
14,3,2,22,167,57,12,0.41,24,0.94069,19.097,-2,1,-1,-0.1,0,0.1,1,-0.1,-1,0,0.1,67,0,0.1,60,1,1
14,2,2,22,167,58.2,12,0.39,24,0.94069,18.879,-2,1,-1,-1,0,0.1,1,0.1,-1,0,0.1,50,0,1,60,1,1
14,3,2,22,167,57.25,12,0.75,24,0.94069,22.364,0,0,2,1,0,1,0,1,0,0,1,100,0,1,60,0,0
14,3,2,22,167,57,12,0.41,24,1.8709,17.801,-3,2,-2,-1,1,0.1,3,-1,-2,0,0.1,67,1,0.1,60,1,1
14,3,2,22,167,57.25,12,0.75,24,1.8709,21.392,0,0,-0.1,0.1,0,0.1,1,0.1,-1,0,0.1,67,0,1,60,0,0
14,3,2,22,167,57,12,0.49,24,0.072701,23.63,-1,1,0.1,0.1,0,0.1,1,-0.1,-1,0,0.1,50,1,0.1,78,1,0
14,3,2,22,167,58.05,12,0.3,24,0.072701,22.032,0,0,2,1,0,1,0,1,0,0,1,50,0,1,89,0,0
14,3,2,22,167,57.85,12,0.66,24,0.072701,25.042,0,0,1,0.1,0,1,-1,0.1,1,0,1,100,0,1,73,0,0
14,3,2,22,167,58.5,12,0.63,24,0.072701,24.8,0,0,1,0.1,0,1,-2,0.1,1,0,-0.1,34,0,1,73,0,0
14,3,2,22,167,57,12,0.49,24,0.94069,19.934,-1,1,-0.1,0.1,0,0.1,1,-0.1,-1,0,0.1,50,0,0.1,60,1,0
14,3,2,22,167,58.05,12,0.3,24,0.94069,17.851,-1,1,-0.1,-0.1,0,-0.1,1,-0.1,-1,0,1,50,0,1,60,1,1
14,3,2,22,167,57.85,12,0.66,24,0.94069,21.565,0,0,1,1,0,1,0,1,0,0,0.5,100,0,-0.5,60,0,0
14,3,2,22,167,58.5,12,0.63,24,0.94069,21.289,0,0,1,1,0,1,0,1,0,0,0.1,50,0,1,60,0,0
14,3,2,22,167,58.05,12,0.3,24,1.8709,16.388,-1,1,0.1,0.1,0,0.1,1,0.1,-1,0,1,50,0,1,60,1,0
14,3,2,22,167,57.85,12,0.66,24,1.8709,20.528,0,0,1,0.1,0,0.6,0,0.5,0,0,0.5,83,0,-1,60,0,0
14,3,2,22,167,58.5,12,0.63,24,1.8709,20.228,0,0,2,1,0,1,0,1,0,0,1,100,0,1,60,0,0
14,3,1,22,167,58.3,12,0.43,27,0.072701,26.653,0,0,2,1,0,1,0,1,0,0,1,50,0,1,69,0,0
14,3,2,22,167,58.3,12,0.41,27,0.072701,26.49,0,0,2,1,0,1,0,1,0,0,1,50,0,1,69,0,0
14,3,2,22,167,58.8,12,0.49,27,0.072701,27.132,1,-1,-2,-1,-2,-1,-2,-1,1,0,-1,17,0,1,68,2,1
14,3,2,22,167,58.85,12,0.73,27,0.94069,25.342,0,0,2,1,0,1,0,1,0,0,1,50,0,1,60,0,0
14,3,2,22,167,58.3,12,0.41,27,0.94069,22.588,0,0,2,1,0,1,0,1,0,0,1,50,0,1,60,0,0
14,3,2,22,167,58.8,12,0.49,27,0.94069,23.279,0,0,2,1,0,1,0,1,0,0,1,100,0,1,60,0,0
14,3,1,22,167,58.3,12,0.43,27,1.8709,21.733,-1,1,-0.1,0.1,0,1,2,-0.1,-1,0,1,50,0,1,60,1,0
14,3,2,22,167,58.3,12,0.41,27,1.8709,21.537,0,1,1,0.1,0,0.1,1,0.1,-1,0,0.1,50,0,1,60,1,0
14,3,2,22,167,58.8,12,0.49,27,1.8709,22.305,0,0,2,1,0,1,0,1,0,0,0.1,100,0,0.1,60,0,0
14,3,2,22,167,58.85,12,0.71,27,0.072701,28.778,0,0,2,1,0,1,0,1,0,0,1,50,0,1,67,0,0
14,3,2,22,167,58.75,12,0.52,27,0.072701,27.367,2,-2,-1,-1,0,0.1,-2,-1,2,0,0.1,50,0,1,68,2,1
14,3,2,22,167,58.2,12,0.3,27,0.072701,25.567,2,-1,-1,-1,-2,-1,-2,-1,1,0,-1,0,0,1,71,2,1
14,3,2,22,167,58.3,12,0.43,27,0.94069,22.752,0,0,2,1,0,1,0,1,0,0,1,50,0,1,60,0,0
14,3,2,22,167,58.75,12,0.52,27,0.94069,23.542,1,-1,0.1,0.1,0,0.1,-1,0.1,1,0,1,50,0,1,60,2,0
14,3,2,22,167,58.2,12,0.3,27,0.94069,21.559,0,0,1,1,0,1,-1,0.1,1,0,1,100,0,1,60,0,0
14,3,2,22,167,58.85,12,0.71,27,1.8709,24.266,0,0,1,0.1,0,1,1,0.1,-1,0,1,50,0,1,60,0,0
14,3,2,22,167,58.75,12,0.52,27,1.8709,22.583,0,0,2,1,0,1,0,1,0,0,1,50,0,1,60,0,0
14,3,2,22,167,58.2,12,0.3,27,1.8709,20.413,0,0,1,1,0,1,0,1,-1,0,1,67,0,0.1,60,0,0
14,3,2,22,167,59.55,12,0.41,30,0.072701,30.147,2,-2,-1,-1,0,1,-2,-1,2,0,0.1,50,1,1,65,2,1
14,3,2,22,167,58.3,12,0.55,30,0.072701,31.124,2,-2,-1,-1,0,1,-3,-1,2,0,0.1,100,0,1,65,2,1
