"No","Location","Sex","Age","Height","Weight","Singapore.year","clo","Tair","velocity","SET.","TS","TP","TC","TA","HS","HA","AMS","AMA","AMP","Sweating","IAQ.acceptability","AF","Odor.intensity","Dry.eye","RH","TP_ctg","TA_ctg"
17,6,2,23,172,53.9,16,0.41,30,0.94069,25.879,0,-2,0.1,0.1,-1,0.1,-2,1,0,0,0.4,50,0,1,60,2,0
17,6,2,23,172,53.8,16,0.36,30,1.8709,24.385,-1,0,1,1,1,0.5,2,0.5,-1,0,1,83,0,-0.1,60,0,0
17,6,2,23,172,53.95,16,0.3,30,1.8709,23.803,1,-1,0.1,0.1,-1,0.1,3,0.1,-1,0,1,100,0,0.1,60,2,0
17,6,2,23,172,53.9,16,0.41,30,1.8709,24.866,0,-1,0.1,0.1,-1,0.4,3,0.1,-1,0,1,67,0,0.1,60,2,0
17,8,2,23,172,54.5,16,0.32,30,0.072701,29.479,1,-2,-1,-1,-2,-1,-3,-1,2,0,-0.1,67,0,-0.1,66,2,1
17,6,2,23,172,54.4,16,0.3,30,0.072701,29.326,1,-2,-0.1,-0.1,-1,-0.1,-3,-1,2,0,1,83,0,1,66,2,1
17,3,2,23,172,54.65,16,0.32,30,0.072701,29.479,1,-2,-1,-0.1,-2,-0.1,-3,-1,2,0,0.5,50,0,1,66,2,1
17,8,2,23,172,54.5,16,0.32,30,0.94069,25.046,1,-2,-0.1,-0.1,-1,-0.1,-2,-0.5,2,0,0.4,83,1,-0.1,60,2,1
17,6,2,23,172,54.4,16,0.3,30,0.94069,24.858,0,-1,1,1,-1,0.1,-2,0.1,1,0,1,100,0,1,60,2,0
17,3,2,23,172,54.65,16,0.32,30,0.94069,25.046,0,-2,-0.1,-0.1,-1,0.1,-2,0.1,2,0,1,50,0,1,60,2,1
17,8,2,23,172,54.5,16,0.32,30,1.8709,23.997,0,0,2,1,1,0.5,2,1,0,0,1,83,1,0.5,60,0,0
17,6,2,23,172,54.4,16,0.3,30,1.8709,23.803,-1,0,2,1,-1,0.5,3,0.5,-1,0,1,100,0,0.1,60,0,0
17,3,2,23,172,54.65,16,0.32,30,1.8709,23.997,1,-2,-0.1,0.1,-2,0.1,2,0.4,-1,0,0.5,67,0,0.5,60,2,0
