"No","Location","Sex","Age","Height","Weight","Singapore.year","clo","Tair","velocity","SET.","TS","TP","TC","TA","HS","HA","AMS","AMA","AMP","Sweating","IAQ.acceptability","AF","Odor.intensity","Dry.eye","RH","TP_ctg","TA_ctg"
17,6,2,23,172,53,16,0.58,24,0.072701,24.39,0,0,2,1,0,1,0,1,0,0,1,100,0,1,74,0,0
17,5,2,23,172,53.7,16,0.37,24,0.072701,22.6,0,0,2,1,0,1,-2,1,0,0,1,100,0,1,87,0,0
17,7,2,23,172,54.65,16,0.32,24,0.072701,22.196,-1,0,2,1,0,1,-3,0.1,1,0,1,100,0,1,89,0,0
17,6,2,23,172,53,16,0.58,24,0.94069,20.819,-2,1,-0.1,-0.1,1,-0.1,2,-0.1,-1,0,0.5,67,1,-0.1,60,1,1
17,5,2,23,172,53.7,16,0.37,24,0.94069,18.658,-1,1,0.1,0.1,0,1,1,0.1,-1,0,1,10,0,0.5,60,1,0
17,7,2,23,172,54.65,16,0.32,24,0.94069,18.087,-2,0,2,1,0,1,0,1,0,0,1,100,0,1,60,0,0
17,6,2,23,172,53,16,0.58,24,1.8709,19.714,-3,2,-2,-1,2,-1,3,-1,-2,0,0.5,67,1,-1,60,1,1
17,7,2,23,172,54.65,16,0.32,24,1.8709,16.658,-3,1,-0.1,0.1,2,0.1,2,-1,-2,0,1,100,0,-0.1,60,1,0
17,6,2,23,172,53,16,0.32,24,0.072701,22.196,-1,0,1,1,0,0.5,0,1,0,0,0.5,83,0,0.1,89,0,0
17,6,2,23,172,53.9,16,0.32,24,0.072701,22.196,1,-1,0.1,0.1,1,0.1,-3,-0.5,1,0,1,100,0,0.5,89,2,0
17,6,2,23,172,54.25,16,0.32,24,0.072701,22.196,0,-1,0.1,0.1,0,1,-3,0.1,1,0,1,100,0,1,89,2,0
17,6,2,23,172,53,16,0.32,24,0.94069,18.087,-2,1,0.1,-0.1,1,0.1,2,0.1,-1,0,0.5,83,0,0.1,60,1,1
17,6,2,23,172,53.9,16,0.32,24,0.94069,18.087,0,0,2,1,0,1,0,1,0,0,1,100,0,0.4,60,0,0
17,6,2,23,172,54.25,16,0.32,24,0.94069,18.087,-1,0,2,1,0,1,1,1,-1,0,1,100,0,1,60,0,0
17,6,2,23,172,53.9,16,0.32,24,1.8709,16.658,-3,2,-1,-1,1,-0.5,3,-0.5,-2,0,0.5,83,0,-0.5,60,1,1
17,6,2,23,172,54.25,16,0.32,24,1.8709,16.658,-2,1,-0.1,-1,0,1,3,-0.5,-2,0,1,100,0,0.1,60,1,1
17,6,2,23,172,55.1,16,0.39,27,0.072701,26.325,1,-2,-1,-0.1,1,-0.1,-2,-0.1,1,0,0.1,83,0,0.1,69,2,1
17,8,2,23,172,53.6,16,0.39,27,0.072701,26.325,0,-1,0.1,0.1,-2,-0.1,-3,-0.1,2,0,1,100,0,1,69,2,0
17,4,2,23,172,53.75,16,0.3,27,0.072701,25.567,1,-1,-0.1,-0.1,-1,0.1,-3,-1,1,0,1,67,0,1,71,2,1
17,8,2,23,172,53.6,16,0.39,27,0.94069,22.407,0,0,2,1,0,1,1,1,0,0,1,100,0,0.5,60,0,0
17,4,2,23,172,53.75,16,0.3,27,0.94069,21.559,-1,0,2,1,0,1,0,1,0,0,1,100,0,1,60,0,0
17,6,2,23,172,55.1,16,0.39,27,1.8709,21.339,-1,1,1,0.1,0,0.1,2,0.4,-1,0,1,100,0,0.5,60,1,0
17,8,2,23,172,53.6,16,0.39,27,1.8709,21.339,-1,0,2,1,1,0.5,2,0.4,-1,0,1,100,0,0.1,60,0,0
17,4,2,23,172,53.75,16,0.3,27,1.8709,20.413,-1,0,2,1,0,1,2,0.1,-2,0,1,100,0,0.5,60,0,0
17,6,2,23,172,54.85,16,0.39,27,0.072701,26.325,1,-2,-1,-1,2,-0.5,-3,-1,2,0,0.1,83,1,0.1,69,2,1
17,8,2,23,172,54.4,16,0.39,27,0.072701,26.325,1,-1,-0.1,-0.1,1,-0.1,-3,-0.5,2,0,0.5,83,1,0.1,69,2,1
17,4,2,23,172,54.1,16,0.32,27,0.072701,25.738,0,-1,0.1,0.1,0,1,-3,-0.5,1,0,1,100,0,1,71,2,0
17,6,2,23,172,55.1,16,0.39,27,0.94069,22.407,0,0,2,1,0,1,0,1,0,0,1,100,0,1,60,0,0
17,6,2,23,172,54.85,16,0.39,27,0.94069,22.407,0,-1,1,1,1,0.5,-1,0.5,1,0,1,83,0,0.4,60,2,0
17,8,2,23,172,54.4,16,0.39,27,0.94069,22.407,0,-1,0.1,0.1,-1,0.4,-1,0.1,1,0,0.1,67,1,0.1,60,2,0
17,4,2,23,172,54.1,16,0.32,27,0.94069,21.752,0,0,2,1,0,1,-1,0.5,1,0,1,100,0,1,60,0,0
17,6,2,23,172,54.85,16,0.39,27,1.8709,21.339,-1,0,2,1,1,1,1,1,0,0,1,83,0,1,60,0,0
17,8,2,23,172,54.4,16,0.39,27,1.8709,21.339,-1,1,1,0.1,1,0.5,2,0.5,-1,0,0.5,67,1,0.1,60,1,0
17,4,2,23,172,54.1,16,0.32,27,1.8709,20.624,-1,0,2,1,0,1,1,0.4,-1,0,1,100,0,1,60,0,0
17,6,2,23,172,53.8,16,0.36,30,0.072701,29.78,1,-2,-1,-1,-2,-1,-3,-1,2,0,0.4,67,1,-0.1,66,2,1
17,6,2,23,172,53.95,16,0.3,30,0.072701,29.326,1,-2,-1,-0.1,-1,-0.1,-3,-1,2,0,1,83,0,1,66,2,1
17,6,2,23,172,53.9,16,0.41,30,0.072701,30.147,1,-2,-1,-1,-2,-0.5,-3,-1,2,0,1,67,0,1,65,2,1
17,6,2,23,172,53.8,16,0.36,30,0.94069,25.419,0,-1,1,0.1,0,0.5,0,1,1,0,0.6,83,0,1,60,2,0
17,6,2,23,172,53.95,16,0.3,30,0.94069,24.858,0,-1,0.1,0.1,-1,0.4,-2,0.1,1,0,1,100,0,0.4,60,2,0
