"No","Location","Sex","Age","Height","Weight","Singapore.year","clo","Tair","velocity","SET.","TS","TP","TC","TA","HS","HA","AMS","AMA","AMP","Sweating","IAQ.acceptability","AF","Odor.intensity","Dry.eye","RH","TP_ctg","TA_ctg"
22,6,1,20,173,73.95,19,0.54,24,0.072701,24.056,0,0,1,1,0.2,0.7,-0.1,0.8,0.2,0,0.8,85,0,0.2,76,0,0
22,8,1,20,173,73.5,20,0.32,24,0.072701,22.196,0,0,2,1,0.2,0.4,-0.8,1,0,0,0.4,78,0.2,0.2,89,0,0
22,4,1,20,173,73.5,20,0.32,24,0.072701,22.196,-3,0,2,1,0,0.4,-2.6,1,0,0,0.4,70,0,0.2,89,0,0
22,6,1,20,173,73.95,19,0.54,24,0.94069,20.433,-3,1,1,0.1,0.6,0.3,0.6,0.2,-0.8,0,0.3,80,0,0.2,60,1,0
22,8,1,20,173,73.5,20,0.32,24,0.94069,18.087,-3,0,2,0.1,0,0.5,1.5,0.5,-0.5,0,0.5,72,0.8,-0.1,60,0,0
22,4,1,20,173,73.5,20,0.32,24,0.94069,18.087,-3,1,2,1,0,0.3,1.2,0.3,-0.3,0,0.4,55,1.2,0.2,60,1,0
22,6,1,19,173,71.9,19,0.32,24,1.8709,16.658,-3,2,-2,-1,0.8,0.1,1.2,-0.2,-1.8,0,0.2,80,0,0.1,60,1,1
22,4,1,20,173,73.5,20,0.32,24,1.8709,16.658,-3,2,-1,-1,0,0.2,2.8,-0.8,-2,0,0.3,75,0.2,0.2,60,1,1
22,6,1,19,173,71.9,19,0.32,24,0.072701,22.196,-2,0,1,1,0.8,0.9,0.2,0.75,0.2,0,0.9,83,0.2,0.1,89,0,0
22,3,1,19,173,73.15,20,0.32,24,0.072701,22.196,-2,1,2,1,0,0.6,1,1,-1,0,0.1,50,1,0.1,89,1,0
22,6,1,20,173,73.2,20,0.32,24,0.072701,22.196,-3,0,1,0.1,0,0.3,-2.5,1,0,0,0.3,55,1.8,0.3,89,0,0
22,7,1,20,173,73.75,20,0.3,24,0.072701,22.032,-1,0,2,1,0.7,0.3,-3,1,0,0,0.5,90,0,0.5,89,0,0
22,6,1,19,173,71.9,19,0.32,24,0.94069,18.087,-3,1,-0.1,-0.1,1.2,0.1,1.2,-0.1,-1,0,-0.1,70,0,0.2,60,1,1
22,3,1,19,173,73.15,20,0.32,24,0.94069,18.087,-2,1,1,0.1,-0.6,0.5,1.6,0.3,-0.8,0,0.5,70,0.3,0.3,60,1,0
22,6,1,20,173,73.2,20,0.32,24,0.94069,18.087,-3,0,1,0.1,0.5,0.4,1.5,0.3,-0.7,0,0.3,45,2.6,0.3,60,0,0
22,7,1,20,173,73.75,20,0.3,24,0.94069,17.851,-2,1,1,1,0.2,0.3,1.7,0.5,-0.8,0,0.4,57,0.3,0.2,60,1,0
22,6,1,19,173,71.9,19,0.32,24,1.8709,16.658,-2,1,0.1,0.1,0,0.1,3,-1,-2,0,0.1,37,1,0.1,60,1,0
22,6,1,20,173,73.95,19,0.54,24,1.8709,19.288,-3,2,-1,-0.1,1.2,-0.2,2.2,-0.2,-1.6,0,0.2,85,0,-0.3,60,1,1
22,3,1,19,173,73.15,20,0.32,24,1.8709,16.658,-3,2,0.1,0.1,-0.7,0.8,2.5,0.2,-1.8,0,0.7,75,0.3,0.4,60,1,0
22,6,1,20,173,73.2,20,0.32,24,1.8709,16.658,-3,2,-2,-1,0,0.2,2.8,-0.7,-2,0,0.2,55,2.4,0.3,60,1,1
22,7,1,20,173,73.75,20,0.3,24,1.8709,16.388,-3,2,-2,-1,0,0.5,2.8,-0.9,-2,0,0.3,75,0,0.4,60,1,1
22,2,1,20,173,73.75,20,0.32,27,0.072701,25.738,-1,0,2,1,0,0.6,-0.6,1,0,0,0.4,45,1.8,0.3,71,0,0
22,8,1,20,173,73.2,20,0.3,27,0.072701,25.567,-2,0,2,1,0.5,0.6,-3,1,0,0,0.6,72,0,0.3,71,0,0
22,2,1,20,173,73.75,20,0.32,27,0.94069,21.752,-2,0,2,1,0,0.5,-0.2,0.8,0,0,0.3,60,2.2,0.6,60,0,0
22,8,1,20,173,73.2,20,0.3,27,0.94069,21.559,-2,0,2,1,-0.5,0.5,0.8,1,0,0,0.6,64,0.3,0.6,60,0,0
22,2,1,20,173,73.75,20,0.32,27,1.8709,20.624,-2,0,1,1,0.3,0.4,1.4,0.4,-0.6,0,0.4,63,0.5,0.4,60,0,0
22,8,1,20,173,73.2,20,0.3,27,1.8709,20.413,-2,1,1,0.1,0.3,0.4,2,0.3,-0.8,0,0.5,63,0,0.3,60,1,0
22,4,1,20,173,71.85,20,0.32,27,0.072701,25.738,-1,-2,0.1,-0.1,-0.2,0.3,-1.8,-0.7,1.7,0.5,0.3,70,0,-0.2,71,2,1
22,1,1,20,173,72.2,20,0.34,27,0.072701,25.908,0,0,1,1,0,0.5,-2.3,0.5,0.2,0,0.5,75,0.2,0.4,70,0,0
22,3,1,20,173,73.85,20,0.3,27,0.072701,25.567,-1,0,2,1,0,0.5,-3,1,0,0,0.5,75,0,0.5,71,0,0
22,4,1,20,173,71.85,20,0.32,27,0.94069,21.752,0,0,0.1,0.1,-0.2,0.2,-0.2,0.2,0.2,0.2,0.2,60,0.8,0.2,60,0,0
22,1,1,20,173,72.2,20,0.34,27,0.94069,21.942,-2,0,1,0.1,0,0.4,1.5,0.5,-0.5,0,0.5,65,0.3,0.5,60,0,0
22,3,1,20,173,73.85,20,0.3,27,0.94069,21.559,-1,0,2,1,0,0.5,0.7,1,0,0,0.5,75,0.8,0.4,60,0,0
22,4,1,20,173,71.85,20,0.32,27,1.8709,20.624,-1,0,1,1,0.6,0.4,0.8,0.4,-0.3,0,0.4,75,0,-0.3,60,0,0
