"No","Location","Sex","Age","Height","Weight","Singapore.year","clo","Tair","velocity","SET.","TS","TP","TC","TA","HS","HA","AMS","AMA","AMP","Sweating","IAQ.acceptability","AF","Odor.intensity","Dry.eye","RH","TP_ctg","TA_ctg"
12,8,2,22,160,55.25,22,0.52,24,0.072701,23.887,-1,0,1,1,0,0.1,0,0.1,0,0,-1,50,3,0.1,77,0,0
12,7,2,22,160,54.45,22,0.52,24,0.072701,23.887,0,1,2,1,2,0.5,0,1,0,0,0.8,83,1,0.3,77,1,0
12,6,2,22,160,55.5,22,0.48,24,0.072701,23.545,0,0,2,1,0,0.8,0,1,0,0,1,100,0,0.1,78,0,0
12,8,2,22,160,55.25,22,0.52,24,0.94069,20.235,-2,0,2,1,-1,1,1,1,0,0,0.1,83,1,1,60,0,0
12,7,2,22,160,54.45,22,0.52,24,0.94069,20.235,-2,1,1,1,2,0.5,2,0.7,-1,0,1,100,0,0.5,60,1,0
12,6,2,22,160,55.5,22,0.48,24,0.94069,19.832,-3,1,0.1,0.1,2,0.1,2,0.3,-1,0,0.8,83,0,-0.1,60,1,0
12,8,2,22,160,55.25,22,0.52,24,1.8709,19.07,-2,0,1,1,1,1,1,1,0,0,1,100,0,1,60,0,0
12,7,2,22,160,54.45,22,0.52,24,1.8709,19.07,-2,0,2,1,2,0.5,2,0.8,-1,0,1,100,0,0.6,60,0,0
12,6,2,22,160,55.5,22,0.48,24,1.8709,18.623,-3,2,-1,-1,3,-1,3,-1,-2,0,1,100,0,-0.5,60,1,1
12,8,2,22,160,55.25,22,0.48,24,0.072701,23.545,0,0,1,1,0,1,0,0.1,1,0,1,83,1,1,78,0,0
12,2,2,22,160,51.85,22,0.39,24,0.072701,22.76,-1,0,2,1,0,1,0,1,0,0,1,83,0,1,84,0,0
12,7,2,22,160,55.95,22,0.5,24,0.072701,23.716,-1,0,2,1,1,1,0,1,0,0,1,100,0,0.1,77,0,0
12,8,2,22,160,55.25,22,0.48,24,0.94069,19.832,-1,0,2,1,1,0.1,1,0.3,-1,0,1,100,0,0.3,60,0,0
12,2,2,22,160,51.85,22,0.39,24,0.94069,18.879,-2,0,2,1,0,1,1,1,0,0,1,83,0,1,60,0,0
12,7,2,22,160,55.95,22,0.5,24,0.94069,20.035,-2,0,2,1,2,0.5,2,0.8,0,0,0.8,83,0,0.1,60,0,0
12,8,2,22,160,55.25,22,0.48,24,1.8709,18.623,-3,1,1,1,1,0.3,2,0.5,-1,0,1,83,0,0.5,60,1,0
12,4,2,22,160,54.85,22,0.48,24,1.8709,18.623,-3,2,0.1,0.1,2,0.3,3,-1,-2,0,1,100,0,0.3,60,1,0
12,2,2,22,160,51.85,22,0.39,24,1.8709,17.556,-3,1,1,0.1,2,0.1,3,0.1,-2,0,1,67,0,1,60,1,0
12,7,2,22,160,55.95,22,0.5,24,1.8709,18.848,-3,1,-1,-0.1,2,0.1,3,-0.5,-2,0,1,100,0,-0.1,60,1,1
12,8,2,22,160,55.75,22,0.74,27,0.072701,28.99,0,-1,0.1,0.1,0,0.1,-1,0.1,1,0,0.1,67,1,-0.1,66,2,0
12,8,2,22,160,55.65,22,0.65,27,0.072701,28.346,0,-1,1,0.1,0,1,-1,0.7,1,0,1,100,0,0.1,67,2,0
12,6,2,22,160,54.3,22,0.48,27,0.072701,27.053,0,-1,1,0.1,0,1,-2,0.1,1,0,0.8,83,1,-0.1,68,2,0
12,8,2,22,160,55.75,22,0.74,27,0.94069,25.425,0,0,1,1,0,1,-1,0.5,1,0,1,100,0,0.5,60,0,0
12,8,2,22,160,55.65,22,0.65,27,0.94069,24.666,-1,0,2,1,1,0.8,1,1,0,0,1,100,0,0.8,60,0,0
12,6,2,22,160,54.3,22,0.48,27,0.94069,23.191,-1,0,2,1,0,1,1,1,0,0,0.8,83,1,-0.1,60,0,0
12,8,2,22,160,55.75,22,0.74,27,1.8709,24.528,-2,1,2,1,0,1,1,0.6,-1,0,1,100,0,0.7,60,1,0
12,8,2,22,160,55.65,22,0.65,27,1.8709,23.735,-1,-1,2,1,-1,0.7,2,0.5,-1,0,0.7,83,1,0.5,60,2,0
12,6,2,22,160,54.3,22,0.48,27,1.8709,22.211,-2,0,2,1,1,1,3,0.1,-1,0,1,100,0,-0.1,60,0,0
12,8,2,22,160,56.25,22,0.52,27,0.072701,27.367,0,-1,0.1,0.1,1,0.7,-2,-0.1,1,0,0.6,83,1,0.7,68,2,0
12,6,2,22,160,55.2,22,0.74,27,0.072701,28.99,0,-1,1,0.1,1,0.7,-1,0.7,1,0,1,100,0,0.1,66,2,0
12,6,2,22,160,54.5,22,0.52,27,0.072701,27.367,0,-1,1,1,0,1,-1,0.1,1,0,1,100,0,-0.1,68,2,0
12,8,2,22,160,56.25,22,0.52,27,0.94069,23.542,0,-1,2,1,1,0.8,1,1,0,0,1,100,0,1,60,2,0
12,6,2,22,160,55.2,22,0.74,27,0.94069,25.425,-1,0,2,1,1,0.7,1,1,0,0,1,100,0,0.1,60,0,0
12,6,2,22,160,54.5,22,0.52,27,0.94069,23.542,-1,0,2,1,1,0.7,2,1,0,0,1,100,0,-0.1,60,0,0
12,8,2,22,160,56.25,22,0.52,27,1.8709,22.583,-2,0,2,1,1,0.5,2,1,0,0,1,100,0,0.5,60,0,0
12,6,2,22,160,55.2,22,0.74,27,1.8709,24.528,0,-1,2,1,1,0.8,2,1,0,0,1,100,0,0.5,60,2,0
12,6,2,22,160,54.5,22,0.52,27,1.8709,22.583,-3,1,1,1,2,0.1,3,0.1,-2,0,0.8,83,1,-0.5,60,1,0
12,8,2,22,160,55.75,22,0.52,30,0.072701,30.92,3,-2,-2,-1,-2,-0.1,-3,-1,2,1,-1,34,2,-0.1,65,2,1
12,6,2,22,160,56.05,22,0.39,30,0.072701,30.001,1,-2,0.1,0.1,0,1,-3,-0.1,2,0,0.7,67,0,0.1,66,2,0
12,4,2,22,160,53.65,22,0.39,30,0.072701,30.001,0,-1,1,0.1,-1,1,-3,-1,2,0,0.1,83,0,-0.1,66,2,0
12,8,2,22,160,55.75,22,0.52,30,0.94069,26.87,0,-1,1,0.1,1,0.4,0,0.7,0,0,0.4,83,1,0.1,60,2,0
12,6,2,22,160,56.05,22,0.39,30,0.94069,25.696,0,-1,1,0.1,1,0.8,0,1,0,0,0.7,83,1,-0.1,60,2,0
12,4,2,22,160,53.65,22,0.39,30,0.94069,25.696,0,-1,1,0.1,0,1,0,0.1,1,0,0.1,83,0,0.1,60,2,0
12,8,2,22,160,55.75,22,0.52,30,1.8709,25.906,1,-1,0.1,0.1,1,0.5,2,0.4,-1,0,0.6,83,0,0.7,60,2,0
12,6,2,22,160,56.05,22,0.39,30,1.8709,24.674,0,-1,1,0.1,2,0.1,3,-0.5,-1,0,0.7,83,0,-0.1,60,2,0
12,4,2,22,160,53.65,22,0.39,30,1.8709,24.674,0,-1,2,1,1,1,2,0.8,-1,0,1,83,0,0.1,60,2,0
12,8,2,22,160,56,22,0.48,30,0.072701,30.645,0,-2,-1,-1,-1,-0.1,-3,-1,2,0,0.3,83,0,0.1,65,2,1
12,6,2,22,160,55.8,22,0.52,30,0.072701,30.92,2,-2,-1,-1,-1,-0.1,-3,-1,2,1,-0.5,17,2,-0.1,65,2,1
12,6,2,22,160,53.45,22,0.48,30,0.072701,30.645,1,-2,-1,-1,-3,-1,-3,-1,2,0,0.1,50,1,-0.1,65,2,1
12,8,2,22,160,56,22,0.48,30,0.94069,26.514,0,-1,0.1,0.1,1,0.1,-1,0.3,1,0,1,100,0,0.1,60,2,0
12,6,2,22,160,55.8,22,0.52,30,0.94069,26.87,1,-2,0.1,0.1,0,1,0,1,0,0,0.6,67,1,-0.1,60,2,0
12,6,2,22,160,53.45,22,0.48,30,0.94069,26.514,1,-2,0.1,0.1,-1,0.1,-1,0.1,1,0,0.1,50,1,-0.1,60,2,0
12,8,2,22,160,56,22,0.48,30,1.8709,25.532,0,-1,1,1,2,0.4,2,0.8,0,0,1,100,0,0.4,60,2,0
12,6,2,22,160,55.8,22,0.52,30,1.8709,25.906,-1,-1,2,1,1,0.8,3,0.1,-1,0,0.8,83,1,0.5,60,2,0
12,6,2,22,160,53.45,22,0.48,30,1.8709,25.532,0,-1,1,1,0,1,2,1,0,0,0.7,83,1,-0.1,60,2,0
