"No","Location","Sex","Age","Height","Weight","Singapore.year","clo","Tair","velocity","SET.","TS","TP","TC","TA","HS","HA","AMS","AMA","AMP","Sweating","IAQ.acceptability","AF","Odor.intensity","Dry.eye","RH","TP_ctg","TA_ctg"
13,5,2,23,167,47,23,0.47,24,0.072701,23.459,0,-1,1,1,0,1,0,1,0,0,1,83,0,1,79,2,0
13,4,2,23,167,48.55,23,0.51,24,0.072701,23.802,0,0,2,1,0,1,0,1,1,0,1,100,0,1,77,0,0
13,2,2,23,167,47.45,23,0.47,24,0.072701,23.459,0,0,2,1,0,1,0,1,0,0,1,100,0,1,79,0,0
13,5,2,23,167,47,23,0.47,24,0.94069,19.729,0,1,0.1,0.1,0,1,0,0.1,0,0,1,83,0,1,60,1,0
13,4,2,23,167,48.55,23,0.51,24,0.94069,20.135,0,0,2,1,0,1,0,1,0,0,1,100,0,1,60,0,0
13,2,2,23,167,47.45,23,0.47,24,0.94069,19.729,0,0,2,1,0,1,0,1,0,0,1,100,0,1,60,0,0
13,5,2,23,167,47,23,0.47,24,1.8709,18.509,-3,2,-1,-0.1,0,1,2,0.1,-2,0,1,100,0,1,60,1,1
13,2,2,23,167,47.45,23,0.47,24,1.8709,18.509,-2,2,-1,-0.1,0,-0.1,2,-0.1,-1,0,1,67,0,1,60,1,1
13,5,2,23,167,47,23,0.65,24,0.072701,24.961,-1,0,1,1,0,1,0,1,0,0,1,83,1,1,73,0,0
13,5,2,23,167,47.25,23,0.47,24,0.072701,23.459,0,-1,0.1,0.1,1,0.1,-1,0.1,1,0,1,67,0,0.1,79,2,0
13,3,2,23,167,47.7,23,0.47,24,0.072701,23.459,0,0,2,1,0,1,0,1,0,0,1,100,0,1,79,0,0
13,6,2,23,167,48.15,23,0.3,24,0.072701,22.032,0,-1,0.1,0.1,-1,0.1,-1,0.1,1,1,1,67,0,1,89,2,0
13,5,2,23,167,47,23,0.65,24,0.94069,21.473,-1,1,0.1,0.1,0,1,1,0.1,-1,0,1,100,0,1,60,1,0
13,5,2,23,167,47.25,23,0.47,24,0.94069,19.729,0,0,2,1,0,1,0,1,0,0,1,100,0,-0.1,60,0,0
13,3,2,23,167,47.7,23,0.47,24,0.94069,19.729,0,0,2,1,0,1,0,1,0,0,1,100,0,1,60,0,0
13,6,2,23,167,48.15,23,0.3,24,0.94069,17.851,0,0,2,1,0,1,0,1,0,0,1,100,0,1,60,0,0
13,5,2,23,167,47.25,23,0.47,24,1.8709,18.509,-2,1,-0.1,-0.1,1,0.1,1,-0.1,-1,0,0.1,100,0,-0.1,60,1,1
13,3,2,23,167,47.7,23,0.47,24,1.8709,18.509,-1,1,-0.1,-0.1,0,1,2,-0.1,-1,0,1,100,0,1,60,1,1
13,6,2,23,167,48.15,23,0.3,24,1.8709,16.388,-2,1,-0.1,-0.1,0,1,1,-0.1,-1,0,1,100,0,1,60,1,1
13,5,1,23,167,48.4,23,0.61,27,0.072701,28.051,0,-1,0.1,0.1,1,0.1,-1,0.1,1,0,1,67,0,1,67,2,0
13,7,2,23,167,48.8,23,0.55,27,0.072701,27.598,0,-1,1,1,0,0.1,-1,-0.1,1,0,1,34,0,1,68,2,0
13,2,2,23,167,47.65,23,0.45,27,0.072701,26.814,0,-1,1,1,0,1,0,0.1,1,0,1,67,0,1,69,2,0
13,8,2,23,167,49.15,23,0.5,27,0.94069,23.367,0,0,2,1,1,1,0,1,0,0,1,83,0,1,60,0,0
13,7,2,23,167,48.8,23,0.55,27,0.94069,23.804,0,0,1,1,0,0.1,-1,0.1,1,0,1,83,0,1,60,0,0
13,2,2,23,167,47.65,23,0.45,27,0.94069,22.928,0,-1,1,1,0,1,0,0.1,1,0,1,83,0,1,60,2,0
13,5,1,23,167,48.4,23,0.61,27,1.8709,23.378,0,0,2,1,1,1,0,1,0,0,1,83,0,1,60,0,0
13,7,2,23,167,48.8,23,0.55,27,1.8709,22.84,0,0,2,1,0,1,0,1,0,0,1,83,0,1,60,0,0
13,2,2,23,167,47.65,23,0.45,27,1.8709,21.926,0,0,2,1,0,1,0,1,0,0,1,100,0,1,60,0,0
13,5,2,23,167,49.05,23,0.47,27,0.072701,26.974,3,-2,-2,-1,-3,-1,-3,-1,2,1,-0.1,34,0,1,69,2,1
13,2,2,23,167,48.55,23,0.32,27,0.072701,25.738,0,0,2,1,0,1,0,1,0,0,1,83,0,1,71,0,0
13,5,2,23,167,48.4,23,0.61,27,0.94069,24.323,0,0,2,1,1,1,0,1,0,0,1,83,0,1,60,0,0
13,5,2,23,167,49.05,23,0.47,27,0.94069,23.103,1,-1,-0.1,-0.1,0,0.1,-1,-0.1,2,0,0.1,67,0,1,60,2,1
13,2,2,23,167,48.55,23,0.32,27,0.94069,21.752,0,0,2,1,0,1,0,1,0,0,1,83,0,1,60,0,0
13,8,2,23,167,49.15,23,0.48,27,1.8709,22.211,0,0,2,1,0,1,2,1,0,0,1,83,0,1,60,0,0
13,5,2,23,167,49.05,23,0.47,27,1.8709,22.117,0,-1,0.1,0.1,0,1,0,0.1,1,0,0.1,83,0,1,60,2,0
13,2,2,23,167,48.55,23,0.32,27,1.8709,20.624,0,0,2,1,0,1,0,1,0,0,1,100,0,1,60,0,0
13,5,2,23,167,48.55,23,0.53,30,0.072701,30.989,2,-2,-1,-0.1,-2,-0.1,-3,-1,2,1,-0.1,34,0,1,65,2,1
13,7,2,23,167,48.3,23,0.3,30,0.072701,29.326,3,-2,-2,-1,3,-1,-3,-1,2,1,-1,0,0,1,66,2,1
13,1,2,23,167,48.8,23,0.32,30,0.072701,29.479,1,-1,-1,-0.1,-1,-0.1,-2,-1,2,1,-0.1,17,0,1,66,2,1
13,5,2,23,167,48.55,23,0.53,30,0.94069,26.958,1,-2,-0.1,-0.1,1,0.1,-2,-0.1,2,1,0.1,50,0,1,60,2,1
13,7,2,23,167,48.3,23,0.3,30,0.94069,24.858,1,-2,-0.1,-0.1,0,0.1,-2,-0.1,2,0,0.1,50,0,1,60,2,1
